repo_name,file_path,file_html,class_name,me_name,me_code,old_code,chatGPT_code,element_str,slice_str,chatgpt_real_acc,ridiom_acc,real_acc,double sen,truth_code
sympy,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/sympy/sympy/functions/elementary/hyperbolic.py,https://github.com/sympy/sympy/tree/master/sympy/functions/elementary/hyperbolic.py,tanh,_eval_expand_trig$641,"def _eval_expand_trig(self, **hints):
    arg = self.args[0]
    if arg.is_Add:
        from sympy.polys.specialpolys import symmetric_poly
        n = len(arg.args)
        TX = [tanh(x, evaluate=False)._eval_expand_trig() for x in arg.args]
        p = [0, 0]
        for i in range(n + 1):
            p[i % 2] += symmetric_poly(i, TX)
        return p[1] / p[0]
    elif arg.is_Mul:
        from sympy.functions.combinatorial.numbers import nC
        (coeff, terms) = arg.as_coeff_Mul()
        if coeff.is_Integer and coeff > 1:
            n = []
            d = []
            T = tanh(terms)
            for k in range(1, coeff + 1, 2):
                n.append(nC(range(coeff), k) * T ** k)
            for k in range(0, coeff + 1, 2):
                d.append(nC(range(coeff), k) * T ** k)
            return Add(*n) / Add(*d)
    return tanh(arg)","for k in range(0, coeff + 1, 2):
    d.append(nC(range(coeff), k) * T ** k)","d += [nC(range(coeff), k) * T ** k for k in range(0, coeff + 1, 2)]","d = [nC(range(coeff), k) * T ** k for k in range(0, coeff + 1, 2)]",0,1,,,,robosuite
mysql-connector-python,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/mysql-connector-python/lib/mysql/connector/cursor.py,https://github.com/mysql/mysql-connector-python/tree/master/lib/mysql/connector/cursor.py,MySQLCursorBufferedDict,fetchall$1423,"def fetchall(self):
    """"""Returns all rows of a query result set
        """"""
    if self._executed is None or self._rows is None:
        raise errors.InterfaceError(ERR_NO_RESULT_TO_FETCH)
    res = []
    for row in self._rows[self._next_row:]:
        res.append(self._row_to_python(row, self.description))
    self._next_row = len(self._rows)
    return res","for row in self._rows[self._next_row:]:
    res.append(self._row_to_python(row, self.description))","res = [self._row_to_python(row, self.description) for row in self._rows[self._next_row:]]","res = [self._row_to_python(row, self.description) for row in self._rows[self._next_row:]]",1,,,,,robosuite
PyBitmessage,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/PyBitmessage/src/tests/test_process.py,https://github.com/Bitmessage/PyBitmessage/tree/master/src/tests/test_process.py,TestProcessProto,_test_threads$137,"def _test_threads(self):
    """"""Test number and names of threads""""""
    self.longMessage = True
    try:
        thread_names = subprocess.check_output(['ps', '-L', '-o', 'comm=', '--pid', str(self.process.pid)]).split()
    except subprocess.CalledProcessError:
        thread_names = []
    except:
        thread_names = []
    running_threads = len(thread_names)
    if 0 < running_threads < 30:
        extra_threads = []
        missing_threads = []
        for thread_name in thread_names:
            if thread_name not in self._threads_names:
                extra_threads.append(thread_name)
        for thread_name in self._threads_names:
            if thread_name not in thread_names:
                missing_threads.append(thread_name)
        msg = 'Missing threads: {}, Extra threads: {}'.format(','.join(missing_threads), ','.join(extra_threads))
    else:
        running_threads = self.process.num_threads()
        if sys.platform.startswith('win'):
            running_threads -= 1
        msg = 'Unexpected running thread count'
    self.assertGreaterEqual(running_threads, self._threads_count_min, msg)
    self.assertLessEqual(running_threads, self._threads_count_max, msg)","for thread_name in thread_names:
    if thread_name not in self._threads_names:
        extra_threads.append(thread_name)",extra_threads = [thread_name for thread_name in thread_names if thread_name not in self._threads_names],extra_threads = [thread_name for thread_name in thread_names if thread_name not in self._threads_names],1,,,,,robosuite
PyBitmessage,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/PyBitmessage/src/tests/test_process.py,https://github.com/Bitmessage/PyBitmessage/tree/master/src/tests/test_process.py,TestProcessProto,_test_threads$137,"def _test_threads(self):
    """"""Test number and names of threads""""""
    self.longMessage = True
    try:
        thread_names = subprocess.check_output(['ps', '-L', '-o', 'comm=', '--pid', str(self.process.pid)]).split()
    except subprocess.CalledProcessError:
        thread_names = []
    except:
        thread_names = []
    running_threads = len(thread_names)
    if 0 < running_threads < 30:
        extra_threads = []
        missing_threads = []
        for thread_name in thread_names:
            if thread_name not in self._threads_names:
                extra_threads.append(thread_name)
        for thread_name in self._threads_names:
            if thread_name not in thread_names:
                missing_threads.append(thread_name)
        msg = 'Missing threads: {}, Extra threads: {}'.format(','.join(missing_threads), ','.join(extra_threads))
    else:
        running_threads = self.process.num_threads()
        if sys.platform.startswith('win'):
            running_threads -= 1
        msg = 'Unexpected running thread count'
    self.assertGreaterEqual(running_threads, self._threads_count_min, msg)
    self.assertLessEqual(running_threads, self._threads_count_max, msg)","for thread_name in self._threads_names:
    if thread_name not in thread_names:
        missing_threads.append(thread_name)",missing_threads = [thread_name for thread_name in self._threads_names if thread_name not in thread_names],missing_threads = [thread_name for thread_name in self._threads_names if thread_name not in thread_names],1,,,,,robosuite
skll,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/skll/tests/test_featureset.py,https://github.com/EducationalTestingService/skll/tree/master/tests/test_featureset.py,,featureset_creation_from_dataframe_helper$953,"def featureset_creation_from_dataframe_helper(with_labels, use_feature_hasher):
    """"""
    Helper function for the two unit tests for FeatureSet.from_data_frame().
    Since labels are optional, run two tests, one with, one without.
    """"""
    (X, y) = make_classification(n_samples=100, n_features=4, n_informative=4, n_redundant=0, n_classes=3, random_state=1234567890)
    ids = list(range(100, 200))
    featureset_name = 'test'
    feature_bins = 4
    vectorizer = FeatureHasher(n_features=feature_bins) if use_feature_hasher else None
    feature_names = [f'f{n}' for n in range(1, 5)]
    features = []
    for row in X:
        features.append(dict(zip(feature_names, row)))
    if with_labels:
        expected = FeatureSet(featureset_name, ids, features=features, labels=y, vectorizer=vectorizer)
    else:
        expected = FeatureSet(featureset_name, ids, features=features, vectorizer=vectorizer)
    df = pd.DataFrame(features, index=ids)
    if with_labels:
        df['y'] = y
        current = FeatureSet.from_data_frame(df, featureset_name, labels_column='y', vectorizer=vectorizer)
    else:
        current = FeatureSet.from_data_frame(df, featureset_name, vectorizer=vectorizer)
    return (expected, current)","for row in X:
    features.append(dict(zip(feature_names, row)))","features = [dict(zip(feature_names, row)) for row in X]","features = [dict(zip(feature_names, row)) for row in X]",1,,,,,robosuite
dpkt,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/dpkt/dpkt/netbios.py,https://github.com/kbandla/dpkt/tree/master/dpkt/netbios.py,,decode_name$76,"def decode_name(nbname):
    """"""
    Return the NetBIOS first-level decoded nbname.

    """"""
    if len(nbname) != 32:
        return nbname
    l_ = []
    for i in range(0, 32, 2):
        l_.append(chr(ord(nbname[i]) - 65 << 4 | ord(nbname[i + 1]) - 65 & 15))
    return ''.join(l_).split('\x00', 1)[0]","for i in range(0, 32, 2):
    l_.append(chr(ord(nbname[i]) - 65 << 4 | ord(nbname[i + 1]) - 65 & 15))","l_ = [chr(ord(nbname[i]) - 65 << 4 | ord(nbname[i + 1]) - 65 & 15) for i in range(0, 32, 2)]","l_ = [chr(ord(nbname[i]) - 65 << 4 | ord(nbname[i + 1]) - 65 & 15) for i in range(0, 32, 2)]",1,,,,,robosuite
specter-desktop,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/specter-desktop/src/cryptoadvance/specter/rpc.py,https://github.com/cryptoadvance/specter-desktop/tree/master/src/cryptoadvance/specter/rpc.py,,detect_rpc_confs$116,"def detect_rpc_confs(config=None, datadir=get_default_datadir()):
    rpcconfs = get_configs(config, datadir)
    rpc_arr = []
    for conf in rpcconfs:
        rpc_arr.append(conf)
    return rpc_arr","for conf in rpcconfs:
    rpc_arr.append(conf)",rpc_arr = [conf for conf in rpcconfs],rpc_arr = [conf for conf in rpcconfs],1,,,,,robosuite
writehat,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/writehat/writehat/views.py,https://github.com/blacklanternsecurity/writehat/tree/master/writehat/views.py,,engagementFgroupList$1376,"def engagementFgroupList(request, uuid):
    fgroupsDict = {}
    log.debug(f'engagementFgroupList called for UUID {uuid}; request.method: {request.method}')
    CVSSFGroupList = []
    CVSSFgroups = CVSSFindingGroup.objects.filter(engagementParent=uuid)
    log.debug(list(CVSSFgroups))
    for i in CVSSFgroups:
        CVSSFGroupList.append({'id': str(i.id), 'name': str(i.name)})
    fgroupsDict['CVSS'] = CVSSFGroupList
    DreadFGroupList = []
    DreadFgroups = DREADFindingGroup.objects.filter(engagementParent=uuid)
    log.debug(list(DreadFgroups))
    for i in DreadFgroups:
        DreadFGroupList.append({'id': str(i.id), 'name': str(i.name)})
    fgroupsDict['DREAD'] = DreadFGroupList
    return JsonResponse(fgroupsDict)","for i in CVSSFgroups:
    CVSSFGroupList.append({'id': str(i.id), 'name': str(i.name)})","CVSSFGroupList = [{'id': str(i.id), 'name': str(i.name)} for i in CVSSFgroups]","CVSSFGroupList = [{'id': str(i.id), 'name': str(i.name)} for i in CVSSFgroups]",1,,,,,robosuite
writehat,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/writehat/writehat/views.py,https://github.com/blacklanternsecurity/writehat/tree/master/writehat/views.py,,engagementFgroupList$1376,"def engagementFgroupList(request, uuid):
    fgroupsDict = {}
    log.debug(f'engagementFgroupList called for UUID {uuid}; request.method: {request.method}')
    CVSSFGroupList = []
    CVSSFgroups = CVSSFindingGroup.objects.filter(engagementParent=uuid)
    log.debug(list(CVSSFgroups))
    for i in CVSSFgroups:
        CVSSFGroupList.append({'id': str(i.id), 'name': str(i.name)})
    fgroupsDict['CVSS'] = CVSSFGroupList
    DreadFGroupList = []
    DreadFgroups = DREADFindingGroup.objects.filter(engagementParent=uuid)
    log.debug(list(DreadFgroups))
    for i in DreadFgroups:
        DreadFGroupList.append({'id': str(i.id), 'name': str(i.name)})
    fgroupsDict['DREAD'] = DreadFGroupList
    return JsonResponse(fgroupsDict)","for i in DreadFgroups:
    DreadFGroupList.append({'id': str(i.id), 'name': str(i.name)})","DreadFGroupList = [{'id': str(i.id), 'name': str(i.name)} for i in DreadFgroups]","DreadFGroupList = [{'id': str(i.id), 'name': str(i.name)} for i in DreadFgroups]",1,,,,,robosuite
audio,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/audio/test/torchaudio_unittest/example/souce_sepration/sdr_reference.py,https://github.com/pytorch/audio/tree/master/test/torchaudio_unittest/example/souce_sepration/sdr_reference.py,,batch_SDR_torch$52,"def batch_SDR_torch(estimation, origin, mask=None):
    """"""
    batch-wise SDR caculation for multiple audio files.
    estimation: (batch, nsource, nsample)
    origin: (batch, nsource, nsample)
    mask: optional, (batch, nsample), binary
    """"""
    (batch_size_est, nsource_est, nsample_est) = estimation.size()
    (batch_size_ori, nsource_ori, nsample_ori) = origin.size()
    assert batch_size_est == batch_size_ori, 'Estimation and original sources should have same shape.'
    assert nsource_est == nsource_ori, 'Estimation and original sources should have same shape.'
    assert nsample_est == nsample_ori, 'Estimation and original sources should have same shape.'
    assert nsource_est < nsample_est, 'Axis 1 should be the number of sources, and axis 2 should be the signal.'
    batch_size = batch_size_est
    nsource = nsource_est
    nsample = nsample_est
    estimation = estimation - torch.mean(estimation, 2, keepdim=True).expand_as(estimation)
    origin = origin - torch.mean(origin, 2, keepdim=True).expand_as(estimation)
    perm = list(set(permutations(np.arange(nsource))))
    SDR = torch.zeros((batch_size, nsource, nsource)).type(estimation.type())
    for i in range(nsource):
        for j in range(nsource):
            SDR[:, i, j] = calc_sdr_torch(estimation[:, i], origin[:, j], mask)
    SDR_max = []
    SDR_perm = []
    for permute in perm:
        sdr = []
        for idx in range(len(permute)):
            sdr.append(SDR[:, idx, permute[idx]].view(batch_size, -1))
        sdr = torch.sum(torch.cat(sdr, 1), 1)
        SDR_perm.append(sdr.view(batch_size, 1))
    SDR_perm = torch.cat(SDR_perm, 1)
    (SDR_max, _) = torch.max(SDR_perm, dim=1)
    return SDR_max / nsource","for permute in perm:
    sdr = []
    for idx in range(len(permute)):
        sdr.append(SDR[:, idx, permute[idx]].view(batch_size, -1))
    sdr = torch.sum(torch.cat(sdr, 1), 1)
    SDR_perm.append(sdr.view(batch_size, 1))","SDR_perm = [torch.sum(torch.cat([SDR[:, idx, permute[idx]].view(batch_size, -1) for idx in range(len(permute))], 1), 1).view(batch_size, 1) for permute in perm]",Cannot refactor,-1,1,,,,robosuite
audio,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/audio/test/torchaudio_unittest/example/souce_sepration/sdr_reference.py,https://github.com/pytorch/audio/tree/master/test/torchaudio_unittest/example/souce_sepration/sdr_reference.py,,batch_SDR_torch$52,"def batch_SDR_torch(estimation, origin, mask=None):
    """"""
    batch-wise SDR caculation for multiple audio files.
    estimation: (batch, nsource, nsample)
    origin: (batch, nsource, nsample)
    mask: optional, (batch, nsample), binary
    """"""
    (batch_size_est, nsource_est, nsample_est) = estimation.size()
    (batch_size_ori, nsource_ori, nsample_ori) = origin.size()
    assert batch_size_est == batch_size_ori, 'Estimation and original sources should have same shape.'
    assert nsource_est == nsource_ori, 'Estimation and original sources should have same shape.'
    assert nsample_est == nsample_ori, 'Estimation and original sources should have same shape.'
    assert nsource_est < nsample_est, 'Axis 1 should be the number of sources, and axis 2 should be the signal.'
    batch_size = batch_size_est
    nsource = nsource_est
    nsample = nsample_est
    estimation = estimation - torch.mean(estimation, 2, keepdim=True).expand_as(estimation)
    origin = origin - torch.mean(origin, 2, keepdim=True).expand_as(estimation)
    perm = list(set(permutations(np.arange(nsource))))
    SDR = torch.zeros((batch_size, nsource, nsource)).type(estimation.type())
    for i in range(nsource):
        for j in range(nsource):
            SDR[:, i, j] = calc_sdr_torch(estimation[:, i], origin[:, j], mask)
    SDR_max = []
    SDR_perm = []
    for permute in perm:
        sdr = []
        for idx in range(len(permute)):
            sdr.append(SDR[:, idx, permute[idx]].view(batch_size, -1))
        sdr = torch.sum(torch.cat(sdr, 1), 1)
        SDR_perm.append(sdr.view(batch_size, 1))
    SDR_perm = torch.cat(SDR_perm, 1)
    (SDR_max, _) = torch.max(SDR_perm, dim=1)
    return SDR_max / nsource","for idx in range(len(permute)):
    sdr.append(SDR[:, idx, permute[idx]].view(batch_size, -1))","sdr = [SDR[:, idx, permute[idx]].view(batch_size, -1) for idx in range(len(permute))]","sdr = [SDR[:, idx, permute[idx]].view(batch_size, -1) for idx in range(len(permute))]",1,,,,,robosuite
3d-vehicle-tracking,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/3d-vehicle-tracking/3d-tracking/motion_lstm.py,https://github.com/ucbdrive/3d-vehicle-tracking/tree/master/3d-tracking/motion_lstm.py,Dataset,sample$343,"def sample(self, data, seq_len=10):
    datakey = []
    for key in list(data):
        if len(data[key]) > seq_len:
            datakey.append(key)
    return datakey","for key in list(data):
    if len(data[key]) > seq_len:
        datakey.append(key)",datakey = [key for key in list(data) if len(data[key]) > seq_len],datakey = [key for key in list(data) if len(data[key]) > seq_len],1,,,,,robosuite
linearmodels,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/linearmodels/linearmodels/iv/results.py,https://github.com/bashtage/linearmodels/tree/master/linearmodels/iv/results.py,IVModelComparison,summary$1575,"def summary(self) -> Summary:
    """"""
        Model estimation summary.

        Returns
        -------
        Summary
            Summary table of model estimation results

        Supports export to csv, html and latex  using the methods ``summary.as_csv()``,
        ``summary.as_html()`` and ``summary.as_latex()``.
        """"""
    smry = Summary()
    models = list(self._results.keys())
    title = 'Model Comparison'
    stubs = ['Dep. Variable', 'Estimator', 'No. Observations', 'Cov. Est.', 'R-squared', 'Adj. R-squared', 'F-statistic', 'P-value (F-stat)']
    dep_name: Dict[str, str] = {}
    for key in self._results:
        dep_name[key] = str(self._results[key].model.dependent.cols[0])
    dep_names = Series(dep_name)
    vals = concat([dep_names, self.estimator_method, self.nobs, self.cov_estimator, self.rsquared, self.rsquared_adj, self.f_statistic], axis=1)
    vals = [[i for i in v] for v in vals.T.values]
    vals[2] = [str(v) for v in vals[2]]
    for i in range(4, len(vals)):
        vals[i] = [_str(v) for v in vals[i]]
    params = self.params
    precision = getattr(self, self._precision)
    pvalues = asarray(self.pvalues)
    params_fmt = []
    params_stub = []
    for i in range(len(params)):
        formatted_and_starred = []
        for (v, pv) in zip(params.values[i], pvalues[i]):
            formatted_and_starred.append(add_star(_str(v), pv, self._stars))
        params_fmt.append(formatted_and_starred)
        precision_fmt = []
        for v in precision.values[i]:
            v_str = _str(v)
            v_str = '({0})'.format(v_str) if v_str.strip() else v_str
            precision_fmt.append(v_str)
        params_fmt.append(precision_fmt)
        params_stub.append(params.index[i])
        params_stub.append(' ')
    vals = table_concat((vals, params_fmt))
    stubs = stub_concat((stubs, params_stub))
    all_instr = []
    for key in self._results:
        res = self._results[key]
        all_instr.append(res.model.instruments.cols)
    ninstr = max(map(len, all_instr))
    instruments = []
    instrument_stub = ['Instruments']
    for i in range(ninstr):
        if i > 0:
            instrument_stub.append('')
        row = []
        for j in range(len(self._results)):
            instr = all_instr[j]
            if len(instr) > i:
                row.append(instr[i])
            else:
                row.append('')
        instruments.append(row)
    if instruments:
        vals = table_concat((vals, instruments))
        stubs = stub_concat((stubs, instrument_stub))
    txt_fmt = default_txt_fmt.copy()
    txt_fmt['data_aligns'] = 'r'
    txt_fmt['header_align'] = 'r'
    table = SimpleTable(vals, headers=models, title=title, stubs=stubs, txt_fmt=txt_fmt)
    smry.tables.append(table)
    prec_type = self._PRECISION_TYPES[self._precision]
    smry.add_extra_txt(['{0} reported in parentheses'.format(prec_type)])
    return smry","for i in range(len(params)):
    formatted_and_starred = []
    for (v, pv) in zip(params.values[i], pvalues[i]):
        formatted_and_starred.append(add_star(_str(v), pv, self._stars))
    params_fmt.append(formatted_and_starred)
    precision_fmt = []
    for v in precision.values[i]:
        v_str = _str(v)
        v_str = '({0})'.format(v_str) if v_str.strip() else v_str
        precision_fmt.append(v_str)
    params_fmt.append(precision_fmt)
    params_stub.append(params.index[i])
    params_stub.append(' ')",params_stub = [params.index[i] + ' ' for i in range(len(params))],Cannot refactor,-1,0,,,,robosuite
linearmodels,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/linearmodels/linearmodels/iv/results.py,https://github.com/bashtage/linearmodels/tree/master/linearmodels/iv/results.py,IVModelComparison,summary$1575,"def summary(self) -> Summary:
    """"""
        Model estimation summary.

        Returns
        -------
        Summary
            Summary table of model estimation results

        Supports export to csv, html and latex  using the methods ``summary.as_csv()``,
        ``summary.as_html()`` and ``summary.as_latex()``.
        """"""
    smry = Summary()
    models = list(self._results.keys())
    title = 'Model Comparison'
    stubs = ['Dep. Variable', 'Estimator', 'No. Observations', 'Cov. Est.', 'R-squared', 'Adj. R-squared', 'F-statistic', 'P-value (F-stat)']
    dep_name: Dict[str, str] = {}
    for key in self._results:
        dep_name[key] = str(self._results[key].model.dependent.cols[0])
    dep_names = Series(dep_name)
    vals = concat([dep_names, self.estimator_method, self.nobs, self.cov_estimator, self.rsquared, self.rsquared_adj, self.f_statistic], axis=1)
    vals = [[i for i in v] for v in vals.T.values]
    vals[2] = [str(v) for v in vals[2]]
    for i in range(4, len(vals)):
        vals[i] = [_str(v) for v in vals[i]]
    params = self.params
    precision = getattr(self, self._precision)
    pvalues = asarray(self.pvalues)
    params_fmt = []
    params_stub = []
    for i in range(len(params)):
        formatted_and_starred = []
        for (v, pv) in zip(params.values[i], pvalues[i]):
            formatted_and_starred.append(add_star(_str(v), pv, self._stars))
        params_fmt.append(formatted_and_starred)
        precision_fmt = []
        for v in precision.values[i]:
            v_str = _str(v)
            v_str = '({0})'.format(v_str) if v_str.strip() else v_str
            precision_fmt.append(v_str)
        params_fmt.append(precision_fmt)
        params_stub.append(params.index[i])
        params_stub.append(' ')
    vals = table_concat((vals, params_fmt))
    stubs = stub_concat((stubs, params_stub))
    all_instr = []
    for key in self._results:
        res = self._results[key]
        all_instr.append(res.model.instruments.cols)
    ninstr = max(map(len, all_instr))
    instruments = []
    instrument_stub = ['Instruments']
    for i in range(ninstr):
        if i > 0:
            instrument_stub.append('')
        row = []
        for j in range(len(self._results)):
            instr = all_instr[j]
            if len(instr) > i:
                row.append(instr[i])
            else:
                row.append('')
        instruments.append(row)
    if instruments:
        vals = table_concat((vals, instruments))
        stubs = stub_concat((stubs, instrument_stub))
    txt_fmt = default_txt_fmt.copy()
    txt_fmt['data_aligns'] = 'r'
    txt_fmt['header_align'] = 'r'
    table = SimpleTable(vals, headers=models, title=title, stubs=stubs, txt_fmt=txt_fmt)
    smry.tables.append(table)
    prec_type = self._PRECISION_TYPES[self._precision]
    smry.add_extra_txt(['{0} reported in parentheses'.format(prec_type)])
    return smry","for key in self._results:
    res = self._results[key]
    all_instr.append(res.model.instruments.cols)",all_instr = [self._results[key].model.instruments.cols for key in self._results],Cannot refactor,-1,1,,,,robosuite
linearmodels,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/linearmodels/linearmodels/iv/results.py,https://github.com/bashtage/linearmodels/tree/master/linearmodels/iv/results.py,IVModelComparison,summary$1575,"def summary(self) -> Summary:
    """"""
        Model estimation summary.

        Returns
        -------
        Summary
            Summary table of model estimation results

        Supports export to csv, html and latex  using the methods ``summary.as_csv()``,
        ``summary.as_html()`` and ``summary.as_latex()``.
        """"""
    smry = Summary()
    models = list(self._results.keys())
    title = 'Model Comparison'
    stubs = ['Dep. Variable', 'Estimator', 'No. Observations', 'Cov. Est.', 'R-squared', 'Adj. R-squared', 'F-statistic', 'P-value (F-stat)']
    dep_name: Dict[str, str] = {}
    for key in self._results:
        dep_name[key] = str(self._results[key].model.dependent.cols[0])
    dep_names = Series(dep_name)
    vals = concat([dep_names, self.estimator_method, self.nobs, self.cov_estimator, self.rsquared, self.rsquared_adj, self.f_statistic], axis=1)
    vals = [[i for i in v] for v in vals.T.values]
    vals[2] = [str(v) for v in vals[2]]
    for i in range(4, len(vals)):
        vals[i] = [_str(v) for v in vals[i]]
    params = self.params
    precision = getattr(self, self._precision)
    pvalues = asarray(self.pvalues)
    params_fmt = []
    params_stub = []
    for i in range(len(params)):
        formatted_and_starred = []
        for (v, pv) in zip(params.values[i], pvalues[i]):
            formatted_and_starred.append(add_star(_str(v), pv, self._stars))
        params_fmt.append(formatted_and_starred)
        precision_fmt = []
        for v in precision.values[i]:
            v_str = _str(v)
            v_str = '({0})'.format(v_str) if v_str.strip() else v_str
            precision_fmt.append(v_str)
        params_fmt.append(precision_fmt)
        params_stub.append(params.index[i])
        params_stub.append(' ')
    vals = table_concat((vals, params_fmt))
    stubs = stub_concat((stubs, params_stub))
    all_instr = []
    for key in self._results:
        res = self._results[key]
        all_instr.append(res.model.instruments.cols)
    ninstr = max(map(len, all_instr))
    instruments = []
    instrument_stub = ['Instruments']
    for i in range(ninstr):
        if i > 0:
            instrument_stub.append('')
        row = []
        for j in range(len(self._results)):
            instr = all_instr[j]
            if len(instr) > i:
                row.append(instr[i])
            else:
                row.append('')
        instruments.append(row)
    if instruments:
        vals = table_concat((vals, instruments))
        stubs = stub_concat((stubs, instrument_stub))
    txt_fmt = default_txt_fmt.copy()
    txt_fmt['data_aligns'] = 'r'
    txt_fmt['header_align'] = 'r'
    table = SimpleTable(vals, headers=models, title=title, stubs=stubs, txt_fmt=txt_fmt)
    smry.tables.append(table)
    prec_type = self._PRECISION_TYPES[self._precision]
    smry.add_extra_txt(['{0} reported in parentheses'.format(prec_type)])
    return smry","for (v, pv) in zip(params.values[i], pvalues[i]):
    formatted_and_starred.append(add_star(_str(v), pv, self._stars))","formatted_and_starred = [add_star(_str(v), pv, self._stars) for (v, pv) in zip(params.values[i], pvalues[i])]","formatted_and_starred = [add_star(_str(v), pv, self._stars) for (v, pv) in zip(params.values[i], pvalues[i])]",1,,,,,robosuite
linearmodels,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/linearmodels/linearmodels/iv/results.py,https://github.com/bashtage/linearmodels/tree/master/linearmodels/iv/results.py,IVModelComparison,summary$1575,"def summary(self) -> Summary:
    """"""
        Model estimation summary.

        Returns
        -------
        Summary
            Summary table of model estimation results

        Supports export to csv, html and latex  using the methods ``summary.as_csv()``,
        ``summary.as_html()`` and ``summary.as_latex()``.
        """"""
    smry = Summary()
    models = list(self._results.keys())
    title = 'Model Comparison'
    stubs = ['Dep. Variable', 'Estimator', 'No. Observations', 'Cov. Est.', 'R-squared', 'Adj. R-squared', 'F-statistic', 'P-value (F-stat)']
    dep_name: Dict[str, str] = {}
    for key in self._results:
        dep_name[key] = str(self._results[key].model.dependent.cols[0])
    dep_names = Series(dep_name)
    vals = concat([dep_names, self.estimator_method, self.nobs, self.cov_estimator, self.rsquared, self.rsquared_adj, self.f_statistic], axis=1)
    vals = [[i for i in v] for v in vals.T.values]
    vals[2] = [str(v) for v in vals[2]]
    for i in range(4, len(vals)):
        vals[i] = [_str(v) for v in vals[i]]
    params = self.params
    precision = getattr(self, self._precision)
    pvalues = asarray(self.pvalues)
    params_fmt = []
    params_stub = []
    for i in range(len(params)):
        formatted_and_starred = []
        for (v, pv) in zip(params.values[i], pvalues[i]):
            formatted_and_starred.append(add_star(_str(v), pv, self._stars))
        params_fmt.append(formatted_and_starred)
        precision_fmt = []
        for v in precision.values[i]:
            v_str = _str(v)
            v_str = '({0})'.format(v_str) if v_str.strip() else v_str
            precision_fmt.append(v_str)
        params_fmt.append(precision_fmt)
        params_stub.append(params.index[i])
        params_stub.append(' ')
    vals = table_concat((vals, params_fmt))
    stubs = stub_concat((stubs, params_stub))
    all_instr = []
    for key in self._results:
        res = self._results[key]
        all_instr.append(res.model.instruments.cols)
    ninstr = max(map(len, all_instr))
    instruments = []
    instrument_stub = ['Instruments']
    for i in range(ninstr):
        if i > 0:
            instrument_stub.append('')
        row = []
        for j in range(len(self._results)):
            instr = all_instr[j]
            if len(instr) > i:
                row.append(instr[i])
            else:
                row.append('')
        instruments.append(row)
    if instruments:
        vals = table_concat((vals, instruments))
        stubs = stub_concat((stubs, instrument_stub))
    txt_fmt = default_txt_fmt.copy()
    txt_fmt['data_aligns'] = 'r'
    txt_fmt['header_align'] = 'r'
    table = SimpleTable(vals, headers=models, title=title, stubs=stubs, txt_fmt=txt_fmt)
    smry.tables.append(table)
    prec_type = self._PRECISION_TYPES[self._precision]
    smry.add_extra_txt(['{0} reported in parentheses'.format(prec_type)])
    return smry","for v in precision.values[i]:
    v_str = _str(v)
    v_str = '({0})'.format(v_str) if v_str.strip() else v_str
    precision_fmt.append(v_str)",precision_fmt = ['({0})'.format(_str(v)) if _str(v).strip() else _str(v) for v in precision.values[i]],Cannot refactor,-1,1,,,,robosuite
