repo_name,file_path,file_html,class_name,me_name,me_code,old_code,chatGPT_code,element_str,slice_str,truth_code
salt,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/salt/salt/modules/boto3_elasticsearch.py,https://github.com/saltstack/salt/tree/master/salt/modules/boto3_elasticsearch.py,,describe_elasticsearch_instance_type_limits$524,"def describe_elasticsearch_instance_type_limits(
    instance_type,
    elasticsearch_version,
    domain_name=None,
    region=None,
    keyid=None,
    key=None,
    profile=None,
):
    """"""
    Describe Elasticsearch Limits for a given InstanceType and ElasticsearchVersion.
    When modifying existing Domain, specify the `` DomainName `` to know what Limits
    are supported for modifying.

    :param str instance_type: The instance type for an Elasticsearch cluster for
        which Elasticsearch ``Limits`` are needed.
    :param str elasticsearch_version: Version of Elasticsearch for which ``Limits``
        are needed.
    :param str domain_name: Represents the name of the Domain that we are trying
        to modify. This should be present only if we are querying for Elasticsearch
        ``Limits`` for existing domain.

    :rtype: dict
    :return: Dictionary with key 'result' and as value a boolean denoting success or failure.
        Upon success, also contains a key 'reponse' with the limits information.
        Upon failure, also contains a key 'error' with the error message as value.

    .. versionadded:: 3001

    CLI Example:

    .. code-block:: bash

        salt myminion boto3_elasticsearch.describe_elasticsearch_instance_type_limits \\
          instance_type=r3.8xlarge.elasticsearch \\
          elasticsearch_version='6.2'
    """"""
    ret = {""result"": False}
    boto_params = salt.utils.data.filter_falsey(
        {
            ""DomainName"": domain_name,
            ""InstanceType"": instance_type,
            ""ElasticsearchVersion"": str(elasticsearch_version),
        }
    )
    try:
        conn = _get_conn(region=region, keyid=keyid, key=key, profile=profile)
        res = conn.describe_elasticsearch_instance_type_limits(**boto_params)
        if res and ""LimitsByRole"" in res:
            ret[""result""] = True
            ret[""response""] = res[""LimitsByRole""]
    except (ParamValidationError, ClientError) as exp:
        ret.update({""error"": __utils__[""boto3.get_error""](exp)[""message""]})
    return ret","ret = {'result': False}
boto_params = salt.utils.data.filter_falsey({'DomainName': domain_name, 'InstanceType': instance_type, 'ElasticsearchVersion': str(elasticsearch_version)})","(ret, boto_params) = ({'result': False}, salt.utils.data.filter_falsey({'DomainName': domain_name, 'InstanceType': instance_type, 'ElasticsearchVersion': str(elasticsearch_version)}))","ret = zejun1
boto_params = zejun2","(ret, boto_params) = ({'result': False}, salt.utils.data.filter_falsey({'DomainName': domain_name, 'InstanceType': instance_type, 'ElasticsearchVersion': str(elasticsearch_version)}))",1
salt,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/salt/salt/modules/boto3_elasticsearch.py,https://github.com/saltstack/salt/tree/master/salt/modules/boto3_elasticsearch.py,,describe_elasticsearch_instance_type_limits$524,"def describe_elasticsearch_instance_type_limits(
    instance_type,
    elasticsearch_version,
    domain_name=None,
    region=None,
    keyid=None,
    key=None,
    profile=None,
):
    """"""
    Describe Elasticsearch Limits for a given InstanceType and ElasticsearchVersion.
    When modifying existing Domain, specify the `` DomainName `` to know what Limits
    are supported for modifying.

    :param str instance_type: The instance type for an Elasticsearch cluster for
        which Elasticsearch ``Limits`` are needed.
    :param str elasticsearch_version: Version of Elasticsearch for which ``Limits``
        are needed.
    :param str domain_name: Represents the name of the Domain that we are trying
        to modify. This should be present only if we are querying for Elasticsearch
        ``Limits`` for existing domain.

    :rtype: dict
    :return: Dictionary with key 'result' and as value a boolean denoting success or failure.
        Upon success, also contains a key 'reponse' with the limits information.
        Upon failure, also contains a key 'error' with the error message as value.

    .. versionadded:: 3001

    CLI Example:

    .. code-block:: bash

        salt myminion boto3_elasticsearch.describe_elasticsearch_instance_type_limits \\
          instance_type=r3.8xlarge.elasticsearch \\
          elasticsearch_version='6.2'
    """"""
    ret = {""result"": False}
    boto_params = salt.utils.data.filter_falsey(
        {
            ""DomainName"": domain_name,
            ""InstanceType"": instance_type,
            ""ElasticsearchVersion"": str(elasticsearch_version),
        }
    )
    try:
        conn = _get_conn(region=region, keyid=keyid, key=key, profile=profile)
        res = conn.describe_elasticsearch_instance_type_limits(**boto_params)
        if res and ""LimitsByRole"" in res:
            ret[""result""] = True
            ret[""response""] = res[""LimitsByRole""]
    except (ParamValidationError, ClientError) as exp:
        ret.update({""error"": __utils__[""boto3.get_error""](exp)[""message""]})
    return ret","ret['result'] = True
ret['response'] = res['LimitsByRole']","(ret['result'], ret['response']) = (True, res['LimitsByRole'])","ret['result'] = zejun1
ret['response'] = zejun2","(ret['result'], ret['response']) = (True, res['LimitsByRole'])",1
django-axes,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/django-axes/axes/handlers/database.py,https://github.com/jazzband/django-axes/tree/master/axes/handlers/database.py,AxesDatabaseHandler,user_login_failed$117,"def user_login_failed(self, sender, credentials: dict, request=None, **kwargs):
        """"""When user login fails, save AccessFailureLog record in database,
        save AccessAttempt record in database, mark request with
        lockout attribute and emit lockout signal.

        """"""

        log.info(""AXES: User login failed, running database handler for failure."")

        if request is None:
            log.error(
                ""AXES: AxesDatabaseHandler.user_login_failed does not function without a request.""
            )
            return

        # 1. database query: Clean up expired user attempts from the database before logging new attempts
        clean_expired_user_attempts(request.axes_attempt_time)

        username = get_client_username(request, credentials)
        client_str = get_client_str(
            username,
            request.axes_ip_address,
            request.axes_user_agent,
            request.axes_path_info,
            request,
        )

        # If axes denied access, don't record the failed attempt as that would reset the lockout time.
        if (
            not settings.AXES_RESET_COOL_OFF_ON_FAILURE_DURING_LOCKOUT
            and request.axes_locked_out
        ):
            request.axes_credentials = credentials
            user_locked_out.send(
                ""axes"",
                request=request,
                username=username,
                ip_address=request.axes_ip_address,
            )
            return

        # This replaces null byte chars that crash saving failures.
        get_data = get_query_str(request.GET).replace(""\0"", ""0x00"")
        post_data = get_query_str(request.POST).replace(""\0"", ""0x00"")

        if self.is_whitelisted(request, credentials):
            log.info(""AXES: Login failed from whitelisted client %s."", client_str)
            return

        # 2. database query: Get or create access record with the new failure data
        if settings.AXES_ONLY_USER_FAILURES and username is None:
            log.warning(
                ""AXES: Username is None and AXES_ONLY_USER_FAILURES is enabled, new record will NOT be created.""
            )
        else:
            with transaction.atomic():
                (
                    attempt,
                    created,
                ) = AccessAttempt.objects.select_for_update().get_or_create(
                    username=username,
                    ip_address=request.axes_ip_address,
                    user_agent=request.axes_user_agent,
                    defaults={
                        ""get_data"": get_data,
                        ""post_data"": post_data,
                        ""http_accept"": request.axes_http_accept,
                        ""path_info"": request.axes_path_info,
                        ""failures_since_start"": 1,
                        ""attempt_time"": request.axes_attempt_time,
                    },
                )

                # Record failed attempt with all the relevant information.
                # Filtering based on username, IP address and user agent handled elsewhere,
                # and this handler just records the available information for further use.
                if created:
                    log.warning(
                        ""AXES: New login failure by %s. Created new record in the database."",
                        client_str,
                    )

                # 3. database query if there were previous attempts in the database
                # Update failed attempt information but do not touch the username, IP address, or user agent fields,
                # because attackers can request the site with multiple different configurations
                # in order to bypass the defense mechanisms that are used by the site.
                else:
                    separator = ""\n---------\n""

                    attempt.get_data = Concat(""get_data"", Value(separator + get_data))
                    attempt.post_data = Concat(
                        ""post_data"", Value(separator + post_data)
                    )
                    attempt.http_accept = request.axes_http_accept
                    attempt.path_info = request.axes_path_info
                    attempt.failures_since_start = F(""failures_since_start"") + 1
                    attempt.attempt_time = request.axes_attempt_time
                    attempt.save()

                    log.warning(
                        ""AXES: Repeated login failure by %s. Updated existing record in the database."",
                        client_str,
                    )

        # 3. or 4. database query: Calculate the current maximum failure number from the existing attempts
        failures_since_start = self.get_failures(request, credentials)
        request.axes_failures_since_start = failures_since_start

        if (
            settings.AXES_LOCK_OUT_AT_FAILURE
            and failures_since_start >= get_failure_limit(request, credentials)
        ):
            log.warning(
                ""AXES: Locking out %s after repeated login failures."", client_str
            )

            request.axes_locked_out = True
            request.axes_credentials = credentials
            user_locked_out.send(
                ""axes"",
                request=request,
                username=username,
                ip_address=request.axes_ip_address,
            )

        # 5. database entry: Log for ever the attempt in the AccessFailureLog
        if settings.AXES_ENABLE_ACCESS_FAILURE_LOG:
            with transaction.atomic():
                AccessFailureLog.objects.create(
                    username=username,
                    ip_address=request.axes_ip_address,
                    user_agent=request.axes_user_agent,
                    http_accept=request.axes_http_accept,
                    path_info=request.axes_path_info,
                    attempt_time=request.axes_attempt_time,
                    locked_out=request.axes_locked_out,
                )
                self.remove_out_of_limit_failure_logs(username=username)","get_data = get_query_str(request.GET).replace('\x00', '0x00')
post_data = get_query_str(request.POST).replace('\x00', '0x00')","(get_data, post_data) = (get_query_str(request.GET).replace('\x00', '0x00'), get_query_str(request.POST).replace('\x00', '0x00'))","get_data = zejun1
post_data = zejun2","(get_data, post_data) = (get_query_str(request.GET).replace('\x00', '0x00'), get_query_str(request.POST).replace('\x00', '0x00'))",1
django-axes,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/django-axes/axes/handlers/database.py,https://github.com/jazzband/django-axes/tree/master/axes/handlers/database.py,AxesDatabaseHandler,user_login_failed$117,"def user_login_failed(self, sender, credentials: dict, request=None, **kwargs):
        """"""When user login fails, save AccessFailureLog record in database,
        save AccessAttempt record in database, mark request with
        lockout attribute and emit lockout signal.

        """"""

        log.info(""AXES: User login failed, running database handler for failure."")

        if request is None:
            log.error(
                ""AXES: AxesDatabaseHandler.user_login_failed does not function without a request.""
            )
            return

        # 1. database query: Clean up expired user attempts from the database before logging new attempts
        clean_expired_user_attempts(request.axes_attempt_time)

        username = get_client_username(request, credentials)
        client_str = get_client_str(
            username,
            request.axes_ip_address,
            request.axes_user_agent,
            request.axes_path_info,
            request,
        )

        # If axes denied access, don't record the failed attempt as that would reset the lockout time.
        if (
            not settings.AXES_RESET_COOL_OFF_ON_FAILURE_DURING_LOCKOUT
            and request.axes_locked_out
        ):
            request.axes_credentials = credentials
            user_locked_out.send(
                ""axes"",
                request=request,
                username=username,
                ip_address=request.axes_ip_address,
            )
            return

        # This replaces null byte chars that crash saving failures.
        get_data = get_query_str(request.GET).replace(""\0"", ""0x00"")
        post_data = get_query_str(request.POST).replace(""\0"", ""0x00"")

        if self.is_whitelisted(request, credentials):
            log.info(""AXES: Login failed from whitelisted client %s."", client_str)
            return

        # 2. database query: Get or create access record with the new failure data
        if settings.AXES_ONLY_USER_FAILURES and username is None:
            log.warning(
                ""AXES: Username is None and AXES_ONLY_USER_FAILURES is enabled, new record will NOT be created.""
            )
        else:
            with transaction.atomic():
                (
                    attempt,
                    created,
                ) = AccessAttempt.objects.select_for_update().get_or_create(
                    username=username,
                    ip_address=request.axes_ip_address,
                    user_agent=request.axes_user_agent,
                    defaults={
                        ""get_data"": get_data,
                        ""post_data"": post_data,
                        ""http_accept"": request.axes_http_accept,
                        ""path_info"": request.axes_path_info,
                        ""failures_since_start"": 1,
                        ""attempt_time"": request.axes_attempt_time,
                    },
                )

                # Record failed attempt with all the relevant information.
                # Filtering based on username, IP address and user agent handled elsewhere,
                # and this handler just records the available information for further use.
                if created:
                    log.warning(
                        ""AXES: New login failure by %s. Created new record in the database."",
                        client_str,
                    )

                # 3. database query if there were previous attempts in the database
                # Update failed attempt information but do not touch the username, IP address, or user agent fields,
                # because attackers can request the site with multiple different configurations
                # in order to bypass the defense mechanisms that are used by the site.
                else:
                    separator = ""\n---------\n""

                    attempt.get_data = Concat(""get_data"", Value(separator + get_data))
                    attempt.post_data = Concat(
                        ""post_data"", Value(separator + post_data)
                    )
                    attempt.http_accept = request.axes_http_accept
                    attempt.path_info = request.axes_path_info
                    attempt.failures_since_start = F(""failures_since_start"") + 1
                    attempt.attempt_time = request.axes_attempt_time
                    attempt.save()

                    log.warning(
                        ""AXES: Repeated login failure by %s. Updated existing record in the database."",
                        client_str,
                    )

        # 3. or 4. database query: Calculate the current maximum failure number from the existing attempts
        failures_since_start = self.get_failures(request, credentials)
        request.axes_failures_since_start = failures_since_start

        if (
            settings.AXES_LOCK_OUT_AT_FAILURE
            and failures_since_start >= get_failure_limit(request, credentials)
        ):
            log.warning(
                ""AXES: Locking out %s after repeated login failures."", client_str
            )

            request.axes_locked_out = True
            request.axes_credentials = credentials
            user_locked_out.send(
                ""axes"",
                request=request,
                username=username,
                ip_address=request.axes_ip_address,
            )

        # 5. database entry: Log for ever the attempt in the AccessFailureLog
        if settings.AXES_ENABLE_ACCESS_FAILURE_LOG:
            with transaction.atomic():
                AccessFailureLog.objects.create(
                    username=username,
                    ip_address=request.axes_ip_address,
                    user_agent=request.axes_user_agent,
                    http_accept=request.axes_http_accept,
                    path_info=request.axes_path_info,
                    attempt_time=request.axes_attempt_time,
                    locked_out=request.axes_locked_out,
                )
                self.remove_out_of_limit_failure_logs(username=username)","request.axes_locked_out = True
request.axes_credentials = credentials","(request.axes_locked_out, request.axes_credentials) = (True, credentials)","request.axes_locked_out = zejun1
request.axes_credentials = zejun2","(request.axes_locked_out, request.axes_credentials) = (True, credentials)",1
django-axes,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/django-axes/axes/handlers/database.py,https://github.com/jazzband/django-axes/tree/master/axes/handlers/database.py,AxesDatabaseHandler,user_login_failed$117,"def user_login_failed(self, sender, credentials: dict, request=None, **kwargs):
        """"""When user login fails, save AccessFailureLog record in database,
        save AccessAttempt record in database, mark request with
        lockout attribute and emit lockout signal.

        """"""

        log.info(""AXES: User login failed, running database handler for failure."")

        if request is None:
            log.error(
                ""AXES: AxesDatabaseHandler.user_login_failed does not function without a request.""
            )
            return

        # 1. database query: Clean up expired user attempts from the database before logging new attempts
        clean_expired_user_attempts(request.axes_attempt_time)

        username = get_client_username(request, credentials)
        client_str = get_client_str(
            username,
            request.axes_ip_address,
            request.axes_user_agent,
            request.axes_path_info,
            request,
        )

        # If axes denied access, don't record the failed attempt as that would reset the lockout time.
        if (
            not settings.AXES_RESET_COOL_OFF_ON_FAILURE_DURING_LOCKOUT
            and request.axes_locked_out
        ):
            request.axes_credentials = credentials
            user_locked_out.send(
                ""axes"",
                request=request,
                username=username,
                ip_address=request.axes_ip_address,
            )
            return

        # This replaces null byte chars that crash saving failures.
        get_data = get_query_str(request.GET).replace(""\0"", ""0x00"")
        post_data = get_query_str(request.POST).replace(""\0"", ""0x00"")

        if self.is_whitelisted(request, credentials):
            log.info(""AXES: Login failed from whitelisted client %s."", client_str)
            return

        # 2. database query: Get or create access record with the new failure data
        if settings.AXES_ONLY_USER_FAILURES and username is None:
            log.warning(
                ""AXES: Username is None and AXES_ONLY_USER_FAILURES is enabled, new record will NOT be created.""
            )
        else:
            with transaction.atomic():
                (
                    attempt,
                    created,
                ) = AccessAttempt.objects.select_for_update().get_or_create(
                    username=username,
                    ip_address=request.axes_ip_address,
                    user_agent=request.axes_user_agent,
                    defaults={
                        ""get_data"": get_data,
                        ""post_data"": post_data,
                        ""http_accept"": request.axes_http_accept,
                        ""path_info"": request.axes_path_info,
                        ""failures_since_start"": 1,
                        ""attempt_time"": request.axes_attempt_time,
                    },
                )

                # Record failed attempt with all the relevant information.
                # Filtering based on username, IP address and user agent handled elsewhere,
                # and this handler just records the available information for further use.
                if created:
                    log.warning(
                        ""AXES: New login failure by %s. Created new record in the database."",
                        client_str,
                    )

                # 3. database query if there were previous attempts in the database
                # Update failed attempt information but do not touch the username, IP address, or user agent fields,
                # because attackers can request the site with multiple different configurations
                # in order to bypass the defense mechanisms that are used by the site.
                else:
                    separator = ""\n---------\n""

                    attempt.get_data = Concat(""get_data"", Value(separator + get_data))
                    attempt.post_data = Concat(
                        ""post_data"", Value(separator + post_data)
                    )
                    attempt.http_accept = request.axes_http_accept
                    attempt.path_info = request.axes_path_info
                    attempt.failures_since_start = F(""failures_since_start"") + 1
                    attempt.attempt_time = request.axes_attempt_time
                    attempt.save()

                    log.warning(
                        ""AXES: Repeated login failure by %s. Updated existing record in the database."",
                        client_str,
                    )

        # 3. or 4. database query: Calculate the current maximum failure number from the existing attempts
        failures_since_start = self.get_failures(request, credentials)
        request.axes_failures_since_start = failures_since_start

        if (
            settings.AXES_LOCK_OUT_AT_FAILURE
            and failures_since_start >= get_failure_limit(request, credentials)
        ):
            log.warning(
                ""AXES: Locking out %s after repeated login failures."", client_str
            )

            request.axes_locked_out = True
            request.axes_credentials = credentials
            user_locked_out.send(
                ""axes"",
                request=request,
                username=username,
                ip_address=request.axes_ip_address,
            )

        # 5. database entry: Log for ever the attempt in the AccessFailureLog
        if settings.AXES_ENABLE_ACCESS_FAILURE_LOG:
            with transaction.atomic():
                AccessFailureLog.objects.create(
                    username=username,
                    ip_address=request.axes_ip_address,
                    user_agent=request.axes_user_agent,
                    http_accept=request.axes_http_accept,
                    path_info=request.axes_path_info,
                    attempt_time=request.axes_attempt_time,
                    locked_out=request.axes_locked_out,
                )
                self.remove_out_of_limit_failure_logs(username=username)","attempt.get_data = Concat('get_data', Value(separator + get_data))
attempt.post_data = Concat('post_data', Value(separator + post_data))
attempt.http_accept = request.axes_http_accept
attempt.path_info = request.axes_path_info
attempt.failures_since_start = F('failures_since_start') + 1
attempt.attempt_time = request.axes_attempt_time","attempt.get_data, attempt.post_data, attempt.http_accept, attempt.path_info, attempt.failures_since_start, attempt.attempt_time = Concat('get_data', Value(separator + get_data)), Concat('post_data', Value(separator + post_data)), request.axes_http_accept, request.axes_path_info, F('failures_since_start') + 1, request.axes_attempt_time","attempt.get_data = zejun1
attempt.post_data = zejun2
attempt.http_accept = zejun3
attempt.path_info = zejun4
attempt.failures_since_start = zejun5
attempt.attempt_time = zejun6",Cannot refactor,-1
taskonomy,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/taskonomy/code/lib/models/encoder_decoder_softmax_colorization.py,https://github.com/StanfordVL/taskonomy/tree/master/code/lib/models/encoder_decoder_softmax_colorization.py,SoftmaxED,colorized_image_from_softmax$58,"def colorized_image_from_softmax(self, targets, decoder_output):
        ''' Regenerate colorized image from softmax distribution for all colors

        Notes:
            This is a constant mapping from distribution to actual image

        Args:
            decoder_output: list of input images (scaled between -1 and 1) with the
                       dimensions specified in the cfg
        '''
        resize_shape = tf.stack([self.input_size[0],self.input_size[1]])
        softmax_to_ab = tf.nn.convolution(decoder_output, self.trans_kernel, 'SAME' )
        resized_output = tf.image.resize_images(softmax_to_ab, 
                resize_shape,
                method=tf.image.ResizeMethod.NEAREST_NEIGHBOR)

        softmax_to_ab = tf.nn.convolution(targets, self.trans_kernel, 'SAME' )
        resized_target = tf.image.resize_images(softmax_to_ab, 
                resize_shape,
                method=tf.image.ResizeMethod.NEAREST_NEIGHBOR)
    
        return resized_target, resized_output","resized_output = tf.image.resize_images(softmax_to_ab, resize_shape, method=tf.image.ResizeMethod.NEAREST_NEIGHBOR)
softmax_to_ab = tf.nn.convolution(targets, self.trans_kernel, 'SAME')","(resized_output, softmax_to_ab) = (tf.image.resize_images(softmax_to_ab, resize_shape, method=tf.image.ResizeMethod.NEAREST_NEIGHBOR), tf.nn.convolution(targets, self.trans_kernel, 'SAME'))","resized_output = zejun1
softmax_to_ab = zejun2","(resized_output, softmax_to_ab) = (tf.image.resize_images(softmax_to_ab, resize_shape, method=tf.image.ResizeMethod.NEAREST_NEIGHBOR), tf.nn.convolution(targets, self.trans_kernel, 'SAME'))",1
taskonomy,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/taskonomy/code/lib/models/encoder_decoder_softmax_colorization.py,https://github.com/StanfordVL/taskonomy/tree/master/code/lib/models/encoder_decoder_softmax_colorization.py,SoftmaxED,colorized_image_from_softmax$58,"def colorized_image_from_softmax(self, targets, decoder_output):
        ''' Regenerate colorized image from softmax distribution for all colors

        Notes:
            This is a constant mapping from distribution to actual image

        Args:
            decoder_output: list of input images (scaled between -1 and 1) with the
                       dimensions specified in the cfg
        '''
        resize_shape = tf.stack([self.input_size[0],self.input_size[1]])
        softmax_to_ab = tf.nn.convolution(decoder_output, self.trans_kernel, 'SAME' )
        resized_output = tf.image.resize_images(softmax_to_ab, 
                resize_shape,
                method=tf.image.ResizeMethod.NEAREST_NEIGHBOR)

        softmax_to_ab = tf.nn.convolution(targets, self.trans_kernel, 'SAME' )
        resized_target = tf.image.resize_images(softmax_to_ab, 
                resize_shape,
                method=tf.image.ResizeMethod.NEAREST_NEIGHBOR)
    
        return resized_target, resized_output","resize_shape = tf.stack([self.input_size[0], self.input_size[1]])
softmax_to_ab = tf.nn.convolution(decoder_output, self.trans_kernel, 'SAME')","(resize_shape, softmax_to_ab) = (tf.stack([self.input_size[0], self.input_size[1]]), tf.nn.convolution(decoder_output, self.trans_kernel, 'SAME'))","resize_shape = zejun1
softmax_to_ab = zejun2","(resize_shape, softmax_to_ab) = (tf.stack([self.input_size[0], self.input_size[1]]), tf.nn.convolution(decoder_output, self.trans_kernel, 'SAME'))",1
OpenFermion,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/OpenFermion/src/openfermion/hamiltonians/general_hubbard.py,https://github.com/quantumlib/OpenFermion/tree/master/src/openfermion/hamiltonians/general_hubbard.py,FermiHubbardModel,__init__$163,"def __init__(self,
                 lattice,
                 tunneling_parameters=None,
                 interaction_parameters=None,
                 potential_parameters=None,
                 magnetic_field=0.,
                 particle_hole_symmetry=False):
        r""""""A Hubbard model defined on a lattice.

        Args:
            lattice (HubbardLattice): The lattice on which the model is defined.
            tunneling_parameters (Iterable[Tuple[Hashable, Tuple[int, int],
                float]], optional): The tunneling parameters.
            interaction_parameters (Iterable[Tuple[Hashable, Tuple[int, int],
                float, int?]], optional): The interaction parameters.
            potential_parameters (Iterable[Tuple[int, float]], optional): The
                potential parameters.
            magnetic_field (float, optional): The magnetic field. Default is 0.
            particle_hole_symmetry: If true, each number operator $n$ is
                replaced with $n - 1/2$.

        Each group of parameters is specified as an iterable of tuples.

        Each tunneling parameter is a tuple ``(edge_type, dofs, coefficient)``.

        In the spinful, model, the tunneling parameter corresponds to the terms

        $$
            t \sum_{(i, j) \in E^{(\mathrm{edge type})}}
            \sum_{\sigma}
            \left(a_{i, a, \sigma}^{\dagger} a_{j, b, \sigma}
            + a_{j, b, \sigma}^{\dagger} a_{i, a, \sigma}\right)
        $$

        and in the spinless model to

        $$
            -t \sum_{(i, j) \in E^{(\mathrm{edge type})}}
            \left(a_{i, a}^{\dagger} a_{j, b}
            + a_{j, b}^{\dagger} a_{i, a}\right),
        $$

        where

            - $(a, b)$ is the pair of degrees
            of freedom given by ``dofs``;
            - $E^{(\mathrm{edge type})}$ is the set of ordered pairs of
              site indices returned by ``lattice.site_pairs_iter(edge_type, a !=
              b)``; and
            - $t$ is the ``coefficient``.

        Each interaction parameter is a tuple ``(edge_type, dofs,
        coefficient, spin_pairs)``. The final ``spin_pairs`` element is
        optional, and will default to ``SpinPairs.ALL``. In any case, it is
        ignored for spinless lattices.

        For example, in the spinful model if `dofs`
        indicates distinct degrees of freedom then the
        parameter corresponds to the terms

        $$
        U \sum_{(i, j) \in E^{(\mathrm{edge type})}} \sum_{(\sigma, \sigma')}
        n_{i, a, \sigma} n_{j, b, \sigma'}
        $$

        where

            - $(a, b)$ is the pair of degrees of
            freedom given by ``dofs``;
            - $E^{(\mathrm{edge type})}$ is the set of ordered pairs of
              site indices returned by ``lattice.site_pairs_iter(edge_type)``;
            - $U$ is the ``coefficient``; and
            - $(\sigma, \sigma')$ runs over
                - all four possible pairs of spins
                if `spin_pairs == SpinPairs.ALL`,
                - $\{(\uparrow, \downarrow), (\downarrow, \uparrow)\}$
                if `spin_pairs == SpinPairs.DIFF`, and
                - $\{(\uparrow, \uparrow), (\downarrow, \downarrow)\}$
                if 'spin_pairs == SpinPairs.SAME`.

        Each potential parameter is a tuple ``(dof, coefficient)``.
        For example, in the spinful model, it corresponds to the terms

        $$
            -\mu \sum_{i} \sum_{\sigma} n_{i, a, \sigma},
        $$

        where

            - $i$ runs over the sites of the lattice;
            - $a$ is the degree of freedom ``dof``; and
            - $\mu$ is the ``coefficient``.

        In the spinless model, the magnetic field is ignored.
        """"""

        self.lattice = lattice

        self.tunneling_parameters = self.parse_tunneling_parameters(
            tunneling_parameters)
        self.interaction_parameters = self.parse_interaction_parameters(
            interaction_parameters)
        self.potential_parameters = self.parse_potential_parameters(
            potential_parameters)
        self.magnetic_field = magnetic_field
        self.particle_hole_symmetry = particle_hole_symmetry","self.potential_parameters = self.parse_potential_parameters(potential_parameters)
self.magnetic_field = magnetic_field
self.particle_hole_symmetry = particle_hole_symmetry","(self.potential_parameters, self.magnetic_field, self.particle_hole_symmetry) = (self.parse_potential_parameters(potential_parameters), magnetic_field, particle_hole_symmetry)","self.potential_parameters = zejun1
self.magnetic_field = zejun2
self.particle_hole_symmetry = zejun3","(self.potential_parameters, self.magnetic_field, self.particle_hole_symmetry) = (self.parse_potential_parameters(potential_parameters), magnetic_field, particle_hole_symmetry)",1
FasterSeg,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/FasterSeg/search/dataloader.py,https://github.com/VITA-Group/FasterSeg/tree/master/search/dataloader.py,TrainPre,__call__$14,"def __call__(self, img, gt):
        img, gt = random_mirror(img, gt)
        if self.config.train_scale_array is not None:
            img, gt, scale = random_scale(img, gt, self.config.train_scale_array)

        img = normalize(img, self.img_mean, self.img_std)

        crop_size = (self.config.image_height, self.config.image_width)
        crop_pos = generate_random_crop_pos(img.shape[:2], crop_size)
        p_img, _ = random_crop_pad_to_shape(img, crop_pos, crop_size, 0)
        p_gt, _ = random_crop_pad_to_shape(gt, crop_pos, crop_size, 255)
        p_gt = cv2.resize(p_gt, (self.config.image_width // self.config.gt_down_sampling, self.config.image_height // self.config.gt_down_sampling), interpolation=cv2.INTER_NEAREST)

        p_img = p_img.transpose(2, 0, 1)

        extra_dict = None

        return p_img, p_gt, extra_dict","p_gt = cv2.resize(p_gt, (self.config.image_width // self.config.gt_down_sampling, self.config.image_height // self.config.gt_down_sampling), interpolation=cv2.INTER_NEAREST)
p_img = p_img.transpose(2, 0, 1)
extra_dict = None","(p_gt, p_img, extra_dict) = (cv2.resize(p_gt, (self.config.image_width // self.config.gt_down_sampling, self.config.image_height // self.config.gt_down_sampling), interpolation=cv2.INTER_NEAREST), p_img.transpose(2, 0, 1), None)","p_gt = zejun1
p_img = zejun2
extra_dict = zejun3","(p_gt, p_img, extra_dict) = (cv2.resize(p_gt, (self.config.image_width // self.config.gt_down_sampling, self.config.image_height // self.config.gt_down_sampling), interpolation=cv2.INTER_NEAREST), p_img.transpose(2, 0, 1), None)",1
FasterSeg,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/FasterSeg/search/dataloader.py,https://github.com/VITA-Group/FasterSeg/tree/master/search/dataloader.py,TrainPre,__call__$14,"def __call__(self, img, gt):
        img, gt = random_mirror(img, gt)
        if self.config.train_scale_array is not None:
            img, gt, scale = random_scale(img, gt, self.config.train_scale_array)

        img = normalize(img, self.img_mean, self.img_std)

        crop_size = (self.config.image_height, self.config.image_width)
        crop_pos = generate_random_crop_pos(img.shape[:2], crop_size)
        p_img, _ = random_crop_pad_to_shape(img, crop_pos, crop_size, 0)
        p_gt, _ = random_crop_pad_to_shape(gt, crop_pos, crop_size, 255)
        p_gt = cv2.resize(p_gt, (self.config.image_width // self.config.gt_down_sampling, self.config.image_height // self.config.gt_down_sampling), interpolation=cv2.INTER_NEAREST)

        p_img = p_img.transpose(2, 0, 1)

        extra_dict = None

        return p_img, p_gt, extra_dict","img = normalize(img, self.img_mean, self.img_std)
crop_size = (self.config.image_height, self.config.image_width)","(img, crop_size) = (normalize(img, self.img_mean, self.img_std), (self.config.image_height, self.config.image_width))","img = zejun1
crop_size = zejun2","(img, crop_size) = (normalize(img, self.img_mean, self.img_std), (self.config.image_height, self.config.image_width))",1
