repo_name,file_path,file_html,class_name,me_name,me_code,old_code,new_code,gd_truth_code,acc,baseline,ours,real
autokeras,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/autokeras/autokeras/analysers/input_analysers.py,https://github.com/keras-team/autokeras/tree/master/autokeras/analysers/input_analysers.py,StructuredDataAnalyser,infer_column_types$137,"def infer_column_types(self):
    column_types = {}
    for i in range(self.num_col):
        if self.count_categorical[i] > 0:
            column_types[self.column_names[i]] = CATEGORICAL
        elif len(self.count_unique_numerical[i]) / self.count_numerical[i] < 0.05:
            column_types[self.column_names[i]] = CATEGORICAL
        else:
            column_types[self.column_names[i]] = NUMERICAL
    if self.column_types is None:
        self.column_types = {}
    for (key, value) in column_types.items():
        if key not in self.column_types:
            self.column_types[key] = value","for i in range(self.num_col):
    if self.count_categorical[i] > 0:
        column_types[self.column_names[i]] = CATEGORICAL
    elif len(self.count_unique_numerical[i]) / self.count_numerical[i] < 0.05:
        column_types[self.column_names[i]] = CATEGORICAL
    else:
        column_types[self.column_names[i]] = NUMERICAL",XXX,no_found,,,,
autokeras,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/autokeras/autokeras/analysers/input_analysers.py,https://github.com/keras-team/autokeras/tree/master/autokeras/analysers/input_analysers.py,StructuredDataAnalyser,infer_column_types$137,"def infer_column_types(self):
    column_types = {}
    for i in range(self.num_col):
        if self.count_categorical[i] > 0:
            column_types[self.column_names[i]] = CATEGORICAL
        elif len(self.count_unique_numerical[i]) / self.count_numerical[i] < 0.05:
            column_types[self.column_names[i]] = CATEGORICAL
        else:
            column_types[self.column_names[i]] = NUMERICAL
    if self.column_types is None:
        self.column_types = {}
    for (key, value) in column_types.items():
        if key not in self.column_types:
            self.column_types[key] = value","for (key, value) in column_types.items():
    if key not in self.column_types:
        self.column_types[key] = value",XXX,no_found,0,,,
sqlalchemy-mixins,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/sqlalchemy-mixins/sqlalchemy_mixins/serialize.py,https://github.com/absent1706/sqlalchemy-mixins/tree/master/sqlalchemy_mixins/serialize.py,SerializeMixin,to_dict$11,"def to_dict(self, nested=False, hybrid_attributes=False, exclude=None):
    """"""Return dict object with model's data.

        :param nested: flag to return nested relationships' data if true
        :type: bool
        :param hybrid_attributes: flag to include hybrid attributes if true
        :type: bool
        :return: dict
        """"""
    result = dict()
    if exclude is None:
        view_cols = self.columns
    else:
        view_cols = filter(lambda e: e not in exclude, self.columns)
    for key in view_cols:
        result[key] = getattr(self, key)
    if hybrid_attributes:
        for key in self.hybrid_properties:
            result[key] = getattr(self, key)
    if nested:
        for key in self.relations:
            obj = getattr(self, key)
            if isinstance(obj, SerializeMixin):
                result[key] = obj.to_dict(hybrid_attributes=hybrid_attributes)
            elif isinstance(obj, Iterable):
                result[key] = [o.to_dict(hybrid_attributes=hybrid_attributes) for o in obj if isinstance(o, SerializeMixin)]
    return result","for key in view_cols:
    result[key] = getattr(self, key)",XXX,no_found,,,,
sqlalchemy-mixins,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/sqlalchemy-mixins/sqlalchemy_mixins/serialize.py,https://github.com/absent1706/sqlalchemy-mixins/tree/master/sqlalchemy_mixins/serialize.py,SerializeMixin,to_dict$11,"def to_dict(self, nested=False, hybrid_attributes=False, exclude=None):
    """"""Return dict object with model's data.

        :param nested: flag to return nested relationships' data if true
        :type: bool
        :param hybrid_attributes: flag to include hybrid attributes if true
        :type: bool
        :return: dict
        """"""
    result = dict()
    if exclude is None:
        view_cols = self.columns
    else:
        view_cols = filter(lambda e: e not in exclude, self.columns)
    for key in view_cols:
        result[key] = getattr(self, key)
    if hybrid_attributes:
        for key in self.hybrid_properties:
            result[key] = getattr(self, key)
    if nested:
        for key in self.relations:
            obj = getattr(self, key)
            if isinstance(obj, SerializeMixin):
                result[key] = obj.to_dict(hybrid_attributes=hybrid_attributes)
            elif isinstance(obj, Iterable):
                result[key] = [o.to_dict(hybrid_attributes=hybrid_attributes) for o in obj if isinstance(o, SerializeMixin)]
    return result","for key in self.hybrid_properties:
    result[key] = getattr(self, key)",XXX,no_found,0,,,
sqlalchemy-mixins,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/sqlalchemy-mixins/sqlalchemy_mixins/serialize.py,https://github.com/absent1706/sqlalchemy-mixins/tree/master/sqlalchemy_mixins/serialize.py,SerializeMixin,to_dict$11,"def to_dict(self, nested=False, hybrid_attributes=False, exclude=None):
    """"""Return dict object with model's data.

        :param nested: flag to return nested relationships' data if true
        :type: bool
        :param hybrid_attributes: flag to include hybrid attributes if true
        :type: bool
        :return: dict
        """"""
    result = dict()
    if exclude is None:
        view_cols = self.columns
    else:
        view_cols = filter(lambda e: e not in exclude, self.columns)
    for key in view_cols:
        result[key] = getattr(self, key)
    if hybrid_attributes:
        for key in self.hybrid_properties:
            result[key] = getattr(self, key)
    if nested:
        for key in self.relations:
            obj = getattr(self, key)
            if isinstance(obj, SerializeMixin):
                result[key] = obj.to_dict(hybrid_attributes=hybrid_attributes)
            elif isinstance(obj, Iterable):
                result[key] = [o.to_dict(hybrid_attributes=hybrid_attributes) for o in obj if isinstance(o, SerializeMixin)]
    return result","for key in self.relations:
    obj = getattr(self, key)
    if isinstance(obj, SerializeMixin):
        result[key] = obj.to_dict(hybrid_attributes=hybrid_attributes)
    elif isinstance(obj, Iterable):
        result[key] = [o.to_dict(hybrid_attributes=hybrid_attributes) for o in obj if isinstance(o, SerializeMixin)]",XXX,no_found,0,,,
ParlAI,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/ParlAI/parlai/tasks/light_genderation_bias/agents.py,https://github.com/facebookresearch/ParlAI/tree/master/parlai/tasks/light_genderation_bias/agents.py,,read_gender_tsv$93,"def read_gender_tsv(path, remove_verbs=True):
    """"""
    Load TSV of gendered word lists and return a dict.
    """"""
    gender_dct = {}
    with PathManager.open(path) as tsvfile:
        reader = list(csv.reader(tsvfile, delimiter='\t'))
        title_lst = reader[0]
        title_dict = {}
        for (idx, title) in enumerate(title_lst):
            title_dict[idx] = title
        for i in range(1, len(reader)):
            row = reader[i]
            word = row[0].lower()
            gender_dct[word] = {}
            for (j, category) in enumerate(row[1:]):
                gender_dct[word][title_dict[j + 1]] = category
    if remove_verbs:
        return {k: v for (k, v) in gender_dct.items() if v['syncategory'] != 'verb'}
    return gender_dct","for (idx, title) in enumerate(title_lst):
    title_dict[idx] = title",XXX,no_found,0,,,
ParlAI,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/ParlAI/parlai/tasks/light_genderation_bias/agents.py,https://github.com/facebookresearch/ParlAI/tree/master/parlai/tasks/light_genderation_bias/agents.py,,read_gender_tsv$93,"def read_gender_tsv(path, remove_verbs=True):
    """"""
    Load TSV of gendered word lists and return a dict.
    """"""
    gender_dct = {}
    with PathManager.open(path) as tsvfile:
        reader = list(csv.reader(tsvfile, delimiter='\t'))
        title_lst = reader[0]
        title_dict = {}
        for (idx, title) in enumerate(title_lst):
            title_dict[idx] = title
        for i in range(1, len(reader)):
            row = reader[i]
            word = row[0].lower()
            gender_dct[word] = {}
            for (j, category) in enumerate(row[1:]):
                gender_dct[word][title_dict[j + 1]] = category
    if remove_verbs:
        return {k: v for (k, v) in gender_dct.items() if v['syncategory'] != 'verb'}
    return gender_dct","for (j, category) in enumerate(row[1:]):
    gender_dct[word][title_dict[j + 1]] = category",XXX,no_found,0,,,
redis-py-cluster,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/redis-py-cluster/tests/test_cluster_obj.py,https://github.com/Grokzen/redis-py-cluster/tree/master/tests/test_cluster_obj.py,,test_refresh_using_specific_nodes$479,"def test_refresh_using_specific_nodes(r):
    """"""
    Test making calls on specific nodes when the cluster has failed over to
    another node
    """"""
    with patch.object(RedisCluster, 'parse_response') as parse_response_mock:
        with patch.object(NodeManager, 'initialize', autospec=True) as init_mock:

            def side_effect(self, *args, **kwargs):
                if self.port == 7006:
                    parse_response_mock.failed_calls += 1
                    raise ClusterDownError('CLUSTERDOWN The cluster is down. Use CLUSTER INFO for more information')
                elif self.port == 7007:
                    parse_response_mock.successful_calls += 1

            def side_effect_rebuild_slots_cache(self):
                self.nodes = {'127.0.0.1:7006': {'host': '127.0.0.1', 'server_type': 'master', 'port': 7006, 'name': '127.0.0.1:7006'}}
                self.slots = {}
                for i in range(0, 16383):
                    self.slots[i] = [{'host': '127.0.0.1', 'server_type': 'master', 'port': 7006, 'name': '127.0.0.1:7006'}]

                def map_7007(self):
                    self.nodes = {'127.0.0.1:7007': {'host': '127.0.0.1', 'server_type': 'master', 'port': 7007, 'name': '127.0.0.1:7007'}}
                    self.slots = {}
                    for i in range(0, 16383):
                        self.slots[i] = [{'host': '127.0.0.1', 'server_type': 'master', 'port': 7007, 'name': '127.0.0.1:7007'}]
                init_mock.side_effect = map_7007
            parse_response_mock.side_effect = side_effect
            parse_response_mock.successful_calls = 0
            parse_response_mock.failed_calls = 0
            init_mock.side_effect = side_effect_rebuild_slots_cache
            rc = RedisCluster(host='127.0.0.1', port=7006)
            assert len(rc.connection_pool.nodes.nodes) == 1
            assert '127.0.0.1:7006' in rc.connection_pool.nodes.nodes
            rc.ping()
            assert len(rc.connection_pool.nodes.nodes) == 1
            assert '127.0.0.1:7007' in rc.connection_pool.nodes.nodes
            assert parse_response_mock.failed_calls == 1
            assert parse_response_mock.successful_calls == 1","for i in range(0, 16383):
    self.slots[i] = [{'host': '127.0.0.1', 'server_type': 'master', 'port': 7006, 'name': '127.0.0.1:7006'}]",XXX,no_found,0,,,
redis-py-cluster,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/redis-py-cluster/tests/test_cluster_obj.py,https://github.com/Grokzen/redis-py-cluster/tree/master/tests/test_cluster_obj.py,,test_refresh_using_specific_nodes$479,"def test_refresh_using_specific_nodes(r):
    """"""
    Test making calls on specific nodes when the cluster has failed over to
    another node
    """"""
    with patch.object(RedisCluster, 'parse_response') as parse_response_mock:
        with patch.object(NodeManager, 'initialize', autospec=True) as init_mock:

            def side_effect(self, *args, **kwargs):
                if self.port == 7006:
                    parse_response_mock.failed_calls += 1
                    raise ClusterDownError('CLUSTERDOWN The cluster is down. Use CLUSTER INFO for more information')
                elif self.port == 7007:
                    parse_response_mock.successful_calls += 1

            def side_effect_rebuild_slots_cache(self):
                self.nodes = {'127.0.0.1:7006': {'host': '127.0.0.1', 'server_type': 'master', 'port': 7006, 'name': '127.0.0.1:7006'}}
                self.slots = {}
                for i in range(0, 16383):
                    self.slots[i] = [{'host': '127.0.0.1', 'server_type': 'master', 'port': 7006, 'name': '127.0.0.1:7006'}]

                def map_7007(self):
                    self.nodes = {'127.0.0.1:7007': {'host': '127.0.0.1', 'server_type': 'master', 'port': 7007, 'name': '127.0.0.1:7007'}}
                    self.slots = {}
                    for i in range(0, 16383):
                        self.slots[i] = [{'host': '127.0.0.1', 'server_type': 'master', 'port': 7007, 'name': '127.0.0.1:7007'}]
                init_mock.side_effect = map_7007
            parse_response_mock.side_effect = side_effect
            parse_response_mock.successful_calls = 0
            parse_response_mock.failed_calls = 0
            init_mock.side_effect = side_effect_rebuild_slots_cache
            rc = RedisCluster(host='127.0.0.1', port=7006)
            assert len(rc.connection_pool.nodes.nodes) == 1
            assert '127.0.0.1:7006' in rc.connection_pool.nodes.nodes
            rc.ping()
            assert len(rc.connection_pool.nodes.nodes) == 1
            assert '127.0.0.1:7007' in rc.connection_pool.nodes.nodes
            assert parse_response_mock.failed_calls == 1
            assert parse_response_mock.successful_calls == 1","for i in range(0, 16383):
    self.slots[i] = [{'host': '127.0.0.1', 'server_type': 'master', 'port': 7007, 'name': '127.0.0.1:7007'}]",XXX,no_found,0,,,
second.pytorch,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/second.pytorch/second/data/kitti_common.py,https://github.com/traveller59/second.pytorch/tree/master/second/data/kitti_common.py,,remove_dontcare$331,"def remove_dontcare(image_anno):
    img_filtered_annotations = {}
    relevant_annotation_indices = [i for (i, x) in enumerate(image_anno['name']) if x != 'DontCare']
    for key in image_anno.keys():
        img_filtered_annotations[key] = image_anno[key][relevant_annotation_indices]
    return img_filtered_annotations","for key in image_anno.keys():
    img_filtered_annotations[key] = image_anno[key][relevant_annotation_indices]",XXX,no_found,,,,
sweetviz,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/sweetviz/sweetviz/sv_html.py,https://github.com/fbdesignpro/sweetviz/tree/master/sweetviz/sv_html.py,,load_layout_globals_from_config$29,"def load_layout_globals_from_config():
    jinja2_env.globals['FeatureType'] = FeatureType
    layout_globals = dict()
    general_globals = dict()
    for element in config['Layout']:
        layout_globals[element] = config['Layout'].getint(element)
    general_globals['use_cjk_font'] = config['General'].getint('use_cjk_font')
    general_globals['association_min_to_bold'] = config['General'].getfloat('association_min_to_bold')
    jinja2_env.globals['layout'] = layout_globals
    jinja2_env.globals['general'] = general_globals","for element in config['Layout']:
    layout_globals[element] = config['Layout'].getint(element)",XXX,no_found,,,,
data-science-competition,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/data-science-competition/婵犮垹鐏堥弲婊堟儓/婵°倕鍊归敋闁汇儱鎰鎹堕柡澶嬪х粋/mmdetectionForGaode/get_features.py,https://github.com/DLLXW/data-science-competition/tree/master/婵犮垹鐏堥弲婊堟儓/婵°倕鍊归敋闁汇儱鎰鎹堕柡澶嬪х粋/mmdetectionForGaode/get_features.py,,if_main_my$257,"if __name__ == '__main__':
    begin_time = time.time()
    features_name = ['name', 'car_cnt', 'car_scaleSum', 'car_scaleMean', 'car_scaleMax', 'car_xSum', 'car_xMean', 'car_xMax', 'car_xMin', 'car_ySum', 'car_yMean', 'car_yMax', 'car_yMin', 'car_disSum', 'car_dis', 'x_disSum', 'x_disMean', 'x_disMin', 'x_disMax', 'y_disSum', 'y_disMean', 'y_disMin', 'y_disMax', 'roi_car_cnt', 'roi_car_sizeSum', 'roi_car_size', 'roi_car_sizeMax', 'roi_car_sizeMin', 'roi_car_sizeStd', 'roi_car_cnt1', 'roi_car_sizeSum1', 'roi_car_size1', 'roi_car_sizeMax1', 'roi_car_sizeMin1', 'roi_car_sizeStd1', 'roi_car_cnt2', 'roi_car_sizeSum2', 'roi_car_size2', 'roi_car_sizeMax2', 'roi_car_sizeMin2', 'roi_car_sizeStd2', 'roi_car_cnt3', 'roi_car_sizeSum3', 'roi_car_size3', 'roi_car_sizeMax3', 'roi_car_sizeMin3', 'roi_car_sizeStd3', 'roi_car_cnt4', 'roi_car_sizeSum4', 'roi_car_size4', 'roi_car_sizeMax4', 'roi_car_sizeMin4', 'roi_car_sizeStd4']
    features_dic = {}
    fill_null = 0
    for fea in features_name:
        features_dic[fea] = []
    train_image_dir = '/home/admins/qyl/gaode_classify/dataset/amap_traffic_final_train_data'
    train_json_dir = '/home/admins/qyl/gaode_classify/dataset/amap_traffic_final_train_0906.json'
    config = 'configs_raw/cascade_rcnn/cascade_rcnn_r50_fpn_1x_coco.py'
    checkpoint = 'checkpoints/cascade_rcnn_r50_fpn_1x_coco_20200316-3dc56deb.pth'
    model = init_detector(config, checkpoint, device=0)
    img_paths = sorted(glob.glob(train_image_dir + '/*/*'))
    print('data size:', len(img_paths))
    cnt_programe = 0
    for img_path in img_paths:
        cnt_programe += 1
        print(img_path, ' ', cnt_programe)
        seq = img_path.split('/')[-2]
        frame = img_path.split('/')[-1]
        get_frt(img_path, img_name=seq + '_' + frame)
    print(pd.DataFrame(features_dic))
    df = pd.DataFrame(features_dic)
    df.to_csv('train_res2net.csv', index=False)
    print('spend time {}s'.format(time.time() - begin_time))","for fea in features_name:
    features_dic[fea] = []",XXX,no_found,,,,
avalanche,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/avalanche/avalanche/evaluation/metrics/forgetting_bwt.py,https://github.com/ContinualAI/avalanche/tree/master/avalanche/evaluation/metrics/forgetting_bwt.py,Forgetting,result$67,"def result(self, k=None) -> Union[float, None, Dict[int, float]]:
    """"""
        Forgetting is returned only for keys encountered twice.

        :param k: the key for which returning forgetting. If k has not
            updated at least twice it returns None. If k is None,
            forgetting will be returned for all keys encountered at least
            twice.

        :return: the difference between the first and last value encountered
            for k, if k is not None. It returns None if k has not been updated
            at least twice. If k is None, returns a dictionary
            containing keys whose value has been updated at least twice. The
            associated value is the difference between the first and last
            value recorded for that key.
        """"""
    forgetting = {}
    if k is not None:
        if k in self.initial and k in self.last:
            return self.initial[k] - self.last[k]
        else:
            return None
    ik = set(self.initial.keys())
    both_keys = list(ik.intersection(set(self.last.keys())))
    for k in both_keys:
        forgetting[k] = self.initial[k] - self.last[k]
    return forgetting","for k in both_keys:
    forgetting[k] = self.initial[k] - self.last[k]",XXX,no_found,,,,
mmpose,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/mmpose/mmpose/core/fp16/decorators.py,https://github.com/open-mmlab/mmpose/tree/master/mmpose/core/fp16/decorators.py,,new_func$51,"def new_func(*args, **kwargs):
    if not isinstance(args[0], torch.nn.Module):
        raise TypeError('@auto_fp16 can only be used to decorate the method of nn.Module')
    if not (hasattr(args[0], 'fp16_enabled') and args[0].fp16_enabled):
        return old_func(*args, **kwargs)
    args_info = getfullargspec(old_func)
    args_to_cast = args_info.args if apply_to is None else apply_to
    new_args = []
    if args:
        arg_names = args_info.args[:len(args)]
        for (i, arg_name) in enumerate(arg_names):
            if arg_name in args_to_cast:
                new_args.append(cast_tensor_type(args[i], torch.float, torch.half))
            else:
                new_args.append(args[i])
    new_kwargs = {}
    if kwargs:
        for (arg_name, arg_value) in kwargs.items():
            if arg_name in args_to_cast:
                new_kwargs[arg_name] = cast_tensor_type(arg_value, torch.float, torch.half)
            else:
                new_kwargs[arg_name] = arg_value
    output = old_func(*new_args, **new_kwargs)
    if out_fp32:
        output = cast_tensor_type(output, torch.half, torch.float)
    return output","for (arg_name, arg_value) in kwargs.items():
    if arg_name in args_to_cast:
        new_kwargs[arg_name] = cast_tensor_type(arg_value, torch.float, torch.half)
    else:
        new_kwargs[arg_name] = arg_value",XXX,no_found,,,,
angr,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/angr/angr/analyses/stack_pointer_tracker.py,https://github.com/angr/angr/tree/master/angr/analyses/stack_pointer_tracker.py,,_dict_merge$248,"def _dict_merge(d1, d2):
    all_keys = set(d1.keys()) | set(d2.keys())
    merged = {}
    for k in all_keys:
        if k not in d1 or d1[k] is TOP:
            merged[k] = TOP
        elif k not in d2 or d2[k] is TOP:
            merged[k] = TOP
        elif d1[k] is BOTTOM:
            merged[k] = d2[k]
        elif d2[k] is BOTTOM:
            merged[k] = d1[k]
        elif d1[k] == d2[k]:
            merged[k] = d1[k]
        else:
            merged[k] = TOP
    return merged","for k in all_keys:
    if k not in d1 or d1[k] is TOP:
        merged[k] = TOP
    elif k not in d2 or d2[k] is TOP:
        merged[k] = TOP
    elif d1[k] is BOTTOM:
        merged[k] = d2[k]
    elif d2[k] is BOTTOM:
        merged[k] = d1[k]
    elif d1[k] == d2[k]:
        merged[k] = d1[k]
    else:
        merged[k] = TOP",XXX,no_found,,,,
coveragepy,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/coveragepy/coverage/config.py,https://github.com/nedbat/coveragepy/tree/master/coverage/config.py,HandyConfigParser,get_section$64,"def get_section(self, section):
    """"""Get the contents of a section, as a dictionary.""""""
    d = {}
    for opt in self.options(section):
        d[opt] = self.get(section, opt)
    return d","for opt in self.options(section):
    d[opt] = self.get(section, opt)",XXX,no_found,,,,
shiv,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/shiv/src/shiv/cli.py,https://github.com/linkedin/shiv/tree/master/src/shiv/cli.py,,main$160,"def main(output_file: str, entry_point: Optional[str], console_script: Optional[str], python: Optional[str], site_packages: Optional[str], build_id: Optional[str], compressed: bool, compile_pyc: bool, extend_pythonpath: bool, reproducible: bool, no_modify: bool, preamble: Optional[str], root: Optional[str], pip_args: List[str]) -> None:
    """"""
    Shiv is a command line utility for building fully self-contained Python zipapps
    as outlined in PEP 441, but with all their dependencies included!
    """"""
    if not pip_args and (not site_packages):
        sys.exit(NO_PIP_ARGS_OR_SITE_PACKAGES)
    if output_file is None:
        sys.exit(NO_OUTFILE)
    for disallowed in DISALLOWED_ARGS:
        for supplied_arg in pip_args:
            if supplied_arg in disallowed:
                sys.exit(DISALLOWED_PIP_ARGS.format(arg=supplied_arg, reason=DISALLOWED_ARGS[disallowed]))
    if build_id is not None:
        click.secho('Warning! You have overridden the default build-id behavior, executables created by shiv must have unique build IDs or unexpected behavior could occur.', fg='yellow')
    sources: List[Path] = []
    with TemporaryDirectory() as tmp_site_packages:
        if site_packages:
            if pip_args:
                for sp in site_packages:
                    copytree(Path(sp), Path(tmp_site_packages))
            else:
                sources.extend([Path(p).expanduser() for p in site_packages])
        if pip_args:
            pip.install(['--target', tmp_site_packages] + list(pip_args))
        if preamble:
            bin_dir = Path(tmp_site_packages, 'bin')
            bin_dir.mkdir(exist_ok=True)
            shutil.copy(Path(preamble).absolute(), bin_dir / Path(preamble).name)
        sources.append(Path(tmp_site_packages).absolute())
        if no_modify:
            hashes = {}
            for source in sources:
                for path in source.rglob('**/*.py'):
                    hashes[str(path.relative_to(source))] = hashlib.sha256(path.read_bytes()).hexdigest()
        if entry_point is None and console_script is not None:
            try:
                entry_point = find_entry_point(sources, console_script)
            except KeyError:
                if not console_script_exists(sources, console_script):
                    sys.exit(NO_ENTRY_POINT.format(entry_point=console_script))
            else:
                console_script = None
        timestamp = int(os.environ.get(SOURCE_DATE_EPOCH_ENV, SOURCE_DATE_EPOCH_DEFAULT if reproducible else time.time()))
        env = Environment(built_at=datetime.utcfromtimestamp(timestamp).strftime(BUILD_AT_TIMESTAMP_FORMAT), build_id=build_id, entry_point=entry_point, script=console_script, compile_pyc=compile_pyc, extend_pythonpath=extend_pythonpath, shiv_version=__version__, no_modify=no_modify, reproducible=reproducible, preamble=Path(preamble).name if preamble else None, root=root)
        if no_modify:
            env.hashes = hashes
        builder.create_archive(sources, target=Path(output_file).expanduser(), interpreter=python or DEFAULT_SHEBANG, main='_bootstrap:bootstrap', env=env, compressed=compressed)","for source in sources:
    for path in source.rglob('**/*.py'):
        hashes[str(path.relative_to(source))] = hashlib.sha256(path.read_bytes()).hexdigest()",XXX,no_found,0,,,
pony,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/pony/pony/thirdparty/compiler/pyassem.py,https://github.com/ponyorm/pony/tree/master/pony/thirdparty/compiler/pyassem.py,PyFlowGraph,computeStackDepth$336,"def computeStackDepth(self):
    """"""Compute the max stack depth.

        Approach is to compute the stack effect of each basic block.
        Then find the path through the code with the largest total
        effect.
        """"""
    depth = {}
    exit = None
    for b in self.getBlocks():
        depth[b] = findDepth(b.getInstructions())
    seen = {}

    def max_depth(b, d):
        if b in seen:
            return d
        seen[b] = 1
        d = d + depth[b]
        children = b.get_children()
        if children:
            return max([max_depth(c, d) for c in children])
        elif not b.label == 'exit':
            return max_depth(self.exit, d)
        else:
            return d
    self.stacksize = max_depth(self.entry, 0)","for b in self.getBlocks():
    depth[b] = findDepth(b.getInstructions())",XXX,no_found,0,,,
wharfee,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/wharfee/wharfee/formatter.py,https://github.com/j-bennet/wharfee/tree/master/wharfee/formatter.py,,filter_dict$411,"def filter_dict(data, display_keys):
    """"""
    Strip out some of the dictionary fields.
    :param display_keys: set
    :param data: dict
    :return: dict
    """"""
    if data and isinstance(data, list) and isinstance(data[0], dict):
        result = []
        for item in data:
            filtered = {}
            for (k, v) in item.items():
                if k.lower() in display_keys:
                    filtered[k] = v
            result.append(filtered)
        return result
    return data","for (k, v) in item.items():
    if k.lower() in display_keys:
        filtered[k] = v",XXX,no_found,,,,
pygame_tutorials,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/pygame_tutorials/tilemap/part 21/main.py,https://github.com/kidscancode/pygame_tutorials/tree/master/tilemap/part 21/main.py,Game,load_data$64,"def load_data(self):
    game_folder = path.dirname(__file__)
    img_folder = path.join(game_folder, 'img')
    snd_folder = path.join(game_folder, 'snd')
    music_folder = path.join(game_folder, 'music')
    map_folder = path.join(game_folder, 'maps')
    self.title_font = path.join(img_folder, 'ZOMBIE.TTF')
    self.dim_screen = pg.Surface(self.screen.get_size()).convert_alpha()
    self.dim_screen.fill((0, 0, 0, 180))
    self.map = TiledMap(path.join(map_folder, 'level1.tmx'))
    self.map_img = self.map.make_map()
    self.map.rect = self.map_img.get_rect()
    self.player_img = pg.image.load(path.join(img_folder, PLAYER_IMG)).convert_alpha()
    self.bullet_images = {}
    self.bullet_images['lg'] = pg.image.load(path.join(img_folder, BULLET_IMG)).convert_alpha()
    self.bullet_images['sm'] = pg.transform.scale(self.bullet_images['lg'], (10, 10))
    self.mob_img = pg.image.load(path.join(img_folder, MOB_IMG)).convert_alpha()
    self.splat = pg.image.load(path.join(img_folder, SPLAT)).convert_alpha()
    self.splat = pg.transform.scale(self.splat, (64, 64))
    self.gun_flashes = []
    for img in MUZZLE_FLASHES:
        self.gun_flashes.append(pg.image.load(path.join(img_folder, img)).convert_alpha())
    self.item_images = {}
    for item in ITEM_IMAGES:
        self.item_images[item] = pg.image.load(path.join(img_folder, ITEM_IMAGES[item])).convert_alpha()
    pg.mixer.music.load(path.join(music_folder, BG_MUSIC))
    self.effects_sounds = {}
    for type in EFFECTS_SOUNDS:
        self.effects_sounds[type] = pg.mixer.Sound(path.join(snd_folder, EFFECTS_SOUNDS[type]))
    self.weapon_sounds = {}
    for weapon in WEAPON_SOUNDS:
        self.weapon_sounds[weapon] = []
        for snd in WEAPON_SOUNDS[weapon]:
            s = pg.mixer.Sound(path.join(snd_folder, snd))
            s.set_volume(0.3)
            self.weapon_sounds[weapon].append(s)
    self.zombie_moan_sounds = []
    for snd in ZOMBIE_MOAN_SOUNDS:
        s = pg.mixer.Sound(path.join(snd_folder, snd))
        s.set_volume(0.2)
        self.zombie_moan_sounds.append(s)
    self.player_hit_sounds = []
    for snd in PLAYER_HIT_SOUNDS:
        self.player_hit_sounds.append(pg.mixer.Sound(path.join(snd_folder, snd)))
    self.zombie_hit_sounds = []
    for snd in ZOMBIE_HIT_SOUNDS:
        self.zombie_hit_sounds.append(pg.mixer.Sound(path.join(snd_folder, snd)))","for item in ITEM_IMAGES:
    self.item_images[item] = pg.image.load(path.join(img_folder, ITEM_IMAGES[item])).convert_alpha()",XXX,no_found,0,,,
