repo_name,file_path,file_html,class_name,me_name,me_code,old_code,new_code,gd_truth_code,acc
faker,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/faker/tests/providers/test_ssn.py,https://github.com/joke2k/faker/tree/master/tests/providers/test_ssn.py,TestTrTr,first_part_non_zero$1041,"def first_part_non_zero(self):
    for sample in self.samples:
        assert sample[0] != 0","for sample in self.samples:
    assert sample[0] != 0","['for sample in self.samples:\n    (sample_0, *sample_rsamplemaining) = sample\n    assert sample_0 != 0', 'for (sample_0, *sample_len) in self.samples:\n    assert \n    sample_0 != 0']",no_found,0
pinax-blog,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/pinax-blog/pinax/blog/migrations/0003_auto_20150529_0405.py,https://github.com/pinax/pinax-blog/tree/master/pinax/blog/migrations/0003_auto_20150529_0405.py,,seed_sections$8,"def seed_sections(apps, schema_editor):
    Section = apps.get_model('blog', 'Section')
    db_alias = schema_editor.connection.alias
    for section in settings.PINAX_BLOG_SECTIONS:
        Section.objects.using(db_alias).create(slug=section[0], name=section[1])","for section in settings.PINAX_BLOG_SECTIONS:
    Section.objects.using(db_alias).create(slug=section[0], name=section[1])","['for section in settings.PINAX_BLOG_SECTIONS:\n    (section_0, section_1, *_) = section\n    Section.objects.using(db_alias).create(slug=section_0, name=section_1)', 'for (section_0, section_1, *section_len) in settings.PINAX_BLOG_SECTIONS:\n    Section.objects.using(db_alias).create(slug=section_0, name=section_1)']",no_found,0
core,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/core/homeassistant/components/danfoss_air/binary_sensor.py,https://github.com/home-assistant/core/tree/master/homeassistant/components/danfoss_air/binary_sensor.py,,setup_platform$12,"def setup_platform(hass, config, add_entities, discovery_info=None):
    """"""Set up the available Danfoss Air sensors etc.""""""
    data = hass.data[DANFOSS_AIR_DOMAIN]
    sensors = [['Danfoss Air Bypass Active', ReadCommand.bypass, DEVICE_CLASS_OPENING], ['Danfoss Air Away Mode Active', ReadCommand.away_mode, None]]
    dev = []
    for sensor in sensors:
        dev.append(DanfossAirBinarySensor(data, sensor[0], sensor[1], sensor[2]))
    add_entities(dev, True)","for sensor in sensors:
    dev.append(DanfossAirBinarySensor(data, sensor[0], sensor[1], sensor[2]))","['for sensor in sensors:\n    (sensor_0, sensor_1, sensor_2, *_) = sensor\n    dev.append(DanfossAirBinarySensor(data, sensor_0, sensor_1, sensor_2))', 'for (sensor_0, sensor_1, sensor_2, *sensor_len) in sensors:\n    dev.append(DanfossAirBinarySensor(data, sensor_0, sensor_1, sensor_2))']",no_found,0
pytext,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/pytext/pytext/torchscript/seq2seq/export_model.py,https://github.com/facebookresearch/pytext/tree/master/pytext/torchscript/seq2seq/export_model.py,Seq2SeqJIT,forward$130,"def forward(self, src_tokens: List[str], dict_feat: Optional[Tuple[List[str], List[float], List[int]]]=None, contextual_token_embedding: Optional[List[float]]=None) -> List[Tuple[List[str], float, List[float]]]:
    word_ids = self.source_vocab.lookup_indices_1d(src_tokens)
    single_unk_token: Optional[str] = get_single_unk_token(src_tokens, word_ids, self.copy_unk_token, self.unk_idx)
    (words, dict_tensors, contextual_embedding_tensor, src_lengths) = self.prepare_generator_inputs(word_ids, dict_feat, contextual_token_embedding)
    hypos_etc = self.sequence_generator(words, dict_tensors, contextual_embedding_tensor, src_lengths)
    hypos_list: List[Tuple[List[str], float, List[float]]] = []
    filter_token_list: List[int] = []
    if self.filter_eos_bos:
        filter_token_list = [self.target_vocab.bos_idx, self.target_vocab.eos_idx]
    for seq in hypos_etc:
        hyopthesis = seq[0]
        stringified = self.target_vocab.lookup_words_1d(hyopthesis, filter_token_list=filter_token_list, possible_unk_token=single_unk_token)
        hypos_list.append((stringified, seq[1], seq[2]))
    return hypos_list","for seq in hypos_etc:
    hyopthesis = seq[0]
    stringified = self.target_vocab.lookup_words_1d(hyopthesis, filter_token_list=filter_token_list, possible_unk_token=single_unk_token)
    hypos_list.append((stringified, seq[1], seq[2]))","['for seq in hypos_etc:\n    (seq_0, seq_1, seq_2, *_) = seq\n    hyopthesis = seq_0\n    stringified = self.target_vocab.lookup_words_1d(hyopthesis, filter_token_list=filter_token_list, possible_unk_token=single_unk_token)\n    hypos_list.append((stringified, seq_1, seq_2))', 'for (seq_0, seq_1, seq_2, *seq_len) in hypos_etc:\n    hyopthesis = \n    seq_0\n    stringified = self.target_vocab.lookup_words_1d(hyopthesis, filter_token_list=filter_token_list, possible_unk_token=single_unk_token)\n    hypos_list.append((stringified, \n    seq_1, \n    seq_2))']",no_found,0
salt,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/salt/salt/returners/django_return.py,https://github.com/saltstack/salt/tree/master/salt/returners/django_return.py,,returner$57,"def returner(ret):
    """"""
    Signal a Django server that a return is available
    """"""
    signaled = dispatch.Signal(providing_args=['ret']).send(sender='returner', ret=ret)
    for signal in signaled:
        log.debug(""Django returner function 'returner' signaled %s which responded with %s"", signal[0], signal[1])","for signal in signaled:
    log.debug(""Django returner function 'returner' signaled %s which responded with %s"", signal[0], signal[1])","['for signal in signaled:\n    (signal_0, signal_1, *_) = signal\n    log.debug(""Django returner function \'returner\' signaled %s which responded with %s"", signal_0, signal_1)', 'for (signal_0, signal_1, *signal_len) in signaled:\n    log.debug(""Django returner function \'returner\' signaled %s which responded with %s"", signal_0, signal_1)']",no_found,0
jackdaw,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/jackdaw/jackdaw/credentials/credentials.py,https://github.com/skelsec/jackdaw/tree/master/jackdaw/credentials/credentials.py,JackDawCredentials,get_uncracked_hashes$129,"def get_uncracked_hashes(self, hash_type, history):
    self.get_dbsession()
    try:
        if hash_type == 'NT':
            qry = self.dbsession.query(Credential.nt_hash).outerjoin(HashEntry, Credential.nt_hash == HashEntry.nt_hash).filter(Credential.nt_hash != None).distinct(Credential.nt_hash)
        else:
            qry = self.dbsession.query(Credential.lm_hash).outerjoin(HashEntry, Credential.lm_hash == HashEntry.lm_hash).filter(Credential.lm_hash != None).distinct(Credential.lm_hash)
        if history == False:
            qry = qry.filter(Credential.history_no == 0)
        for some_hash in qry.all():
            yield some_hash[0]
    except Exception as e:
        print(e)
    finally:
        self.dbsession.close()","for some_hash in qry.all():
    yield some_hash[0]","['for some_hash in qry.all():\n    (some_hash_0, *some_hash_rsome_hashmaining) = some_hash\n    yield some_hash_0', 'for (some_hash_0, *some_hash_len) in qry.all():\n    yield\n    some_hash_0']",no_found,0
unilm,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/unilm/xtune/src/pequod/training/xtrainer.py,https://github.com/microsoft/unilm/tree/master/xtune/src/pequod/training/xtrainer.py,BaseTrainer,base_step$90,"def base_step(self, batches, is_qa=False, **kwargs):
    tot_loss = 0.0
    for step_batches in batches:
        batch = step_batches[0]
        batch_dict = self._parse_batch(batch)
        loss = self.model(**batch_dict)[0]
        self.backward_step(loss)
        tot_loss += loss.item()
    self.optim_step()
    return tot_loss / len(batches)","for step_batches in batches:
    batch = step_batches[0]
    batch_dict = self._parse_batch(batch)
    loss = self.model(**batch_dict)[0]
    self.backward_step(loss)
    tot_loss += loss.item()","['for step_batches in batches:\n    (step_batches_0, *step_batches_rstep_batchesmaining) = step_batches\n    batch = step_batches_0\n    batch_dict = self._parse_batch(batch)\n    loss = self.model(**batch_dict)[0]\n    self.backward_step(loss)\n    tot_loss += loss.item()', 'for (step_batches_0, *step_batches_len) in batches:\n    batch = \n    step_batches_0\n    batch_dict = self._parse_batch(batch)\n    loss = self.model(**batch_dict)[0]\n    self.backward_step(loss)\n    tot_loss += loss.item()']",no_found,0
CudaText,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/CudaText/app/py/cuda_emmet/proc_snip_insert.py,https://github.com/Alexey-T/CudaText/tree/master/app/py/cuda_emmet/proc_snip_insert.py,,insert_snip_into_editor$8,"def insert_snip_into_editor(ed, snip_lines):
    items = list(snip_lines)
    if not items:
        return
    carets = ed.get_carets()
    if len(carets) != 1:
        return
    (x0, y0, x1, y1) = carets[0]
    tab_spaces = ed.get_prop(ct.PROP_TAB_SPACES)
    tab_size = ed.get_prop(ct.PROP_TAB_SIZE)
    (x_col, y_col) = ed.convert(ct.CONVERT_CHAR_TO_COL, x0, y0)
    indent = ' ' * x_col
    if not tab_spaces:
        indent = indent.replace(' ' * tab_size, '\t')
    for i in range(1, len(items)):
        items[i] = indent + items[i]
    if tab_spaces:
        indent = ' ' * tab_size
        items = [item.replace('\t', indent) for item in items]
    stops = []
    for index in range(len(items)):
        s = items[index]
        while True:
            digit = 0
            deftext = ''
            n = s.find('${')
            if n < 0:
                break
            n_close = s.find('}', n)
            if n_close < 0:
                break
            n_colon = s.find(':', n)
            digit_end = n_close
            if n_colon >= 0:
                digit_end = min(n_close, n_colon)
            try:
                digit = int(s[n + 2:digit_end])
            except ValueError:
                break
            if n_colon >= 0:
                deftext = s[n_colon + 1:n_close]
                s = s[:n] + deftext + s[n_close + 1:]
            else:
                s = s[:n] + s[n_close + 1:]
            stops += [(digit, deftext, index, n)]
            items[index] = s
    ed.insert(x0, y0, '\n'.join(items))
    mark_placed = False
    ed.markers(ct.MARKERS_DELETE_ALL)
    for digit in MARKS_INDEXES:
        for stop in reversed(stops):
            if stop[0] == digit:
                pos_x = stop[3]
                pos_y = stop[2]
                if pos_y == 0:
                    pos_x += x0
                pos_y += y0
                deftext = stop[1]
                ed.markers(ct.MARKERS_ADD, pos_x, pos_y, digit, len(deftext))
                mark_placed = True
    if mark_placed:
        ed.set_prop(ct.PROP_TAB_COLLECT_MARKERS, '1')
        ed.cmd(cudatext_cmd.cmd_Markers_GotoLastAndDelete)","for stop in reversed(stops):
    if stop[0] == digit:
        pos_x = stop[3]
        pos_y = stop[2]
        if pos_y == 0:
            pos_x += x0
        pos_y += y0
        deftext = stop[1]
        ed.markers(ct.MARKERS_ADD, pos_x, pos_y, digit, len(deftext))
        mark_placed = True","['for stop in reversed(stops):\n    (stop_0, stop_1, stop_2, stop_3, *_) = stop\n    if stop_0 == digit:\n        pos_x = stop_3\n        pos_y = stop_2\n        if pos_y == 0:\n            pos_x += x0\n        pos_y += y0\n        deftext = stop_1\n        ed.markers(ct.MARKERS_ADD, pos_x, pos_y, digit, len(deftext))\n        mark_placed = True', 'for (stop_0, stop_1, stop_2, stop_3, *stop_len) in reversed(stops):\n    if \n    stop_0 == digit:\n        pos_x = \n        stop_3\n        pos_y = \n        stop_2\n        if pos_y == 0:\n            pos_x += x0\n        pos_y += y0\n        deftext = \n        stop_1\n        ed.markers(ct.MARKERS_ADD, pos_x, pos_y, digit, len(deftext))\n        mark_placed = True']",no_found,0
capirca,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/capirca/capirca/lib/policy.py,https://github.com/google/capirca/tree/master/capirca/lib/policy.py,Term,CheckPortIsContained$1379,"def CheckPortIsContained(self, superset, subset):
    """"""Check if the given list of ports is wholly contained.

    Args:
      superset: list of port tuples
      subset: list of port tuples

    Returns:
      bool: True if subset is contained in superset, false otherwise
    """"""
    if not superset:
        return True
    if not subset:
        return False
    for sub_port in subset:
        not_contains = True
        for sup_port in superset:
            if int(sub_port[0]) >= int(sup_port[0]) and int(sub_port[1]) <= int(sup_port[1]):
                not_contains = False
                break
        if not_contains:
            return False
    return True","for sub_port in subset:
    not_contains = True
    for sup_port in superset:
        if int(sub_port[0]) >= int(sup_port[0]) and int(sub_port[1]) <= int(sup_port[1]):
            not_contains = False
            break
    if not_contains:
        return False","['for sub_port in subset:\n    (sub_port_0, sub_port_1, *_) = sub_port\n    not_contains = True\n    for sup_port in superset:\n        if int(sub_port_0) >= int(sup_port[0]) and int(sub_port_1) <= int(sup_port[1]):\n            not_contains = False\n            break\n    if not_contains:\n        return False', 'for (sub_port_0, sub_port_1, *sub_port_len) in subset:\n    not_contains = True\n    for sup_port in superset:\n        if int(sub_port_0) >= int(sup_port[0]) and int(sub_port_1) <= int(sup_port[1]):\n            not_contains = False\n            break\n    if not_contains:\n        return False']",no_found,0
sympy_gamma,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/sympy_gamma/app/views.py,https://github.com/sympy/sympy_gamma/tree/master/app/views.py,,random_example$132,"def random_example(request):
    examples = []
    for category in EXAMPLES:
        for subcategory in category[1]:
            for example in subcategory[1]:
                if isinstance(example, tuple):
                    examples.append(example[1])
                else:
                    examples.append(example)
    return redirect('input/?i=' + six.moves.urllib.parse.quote(random.choice(examples)))","for subcategory in category[1]:
    for example in subcategory[1]:
        if isinstance(example, tuple):
            examples.append(example[1])
        else:
            examples.append(example)","['for subcategory in category[1]:\n    (_, subcategory_1, *subcategory_rsubcategorymaining) = subcategory\n    for example in subcategory_1:\n        if isinstance(example, tuple):\n            examples.append(example[1])\n        else:\n            examples.append(example)', 'for (subcategory_0, subcategory_1, *subcategory_len) in category[1]:\n    for example in \n    subcategory_1:\n        if isinstance(example, tuple):\n            examples.append(example[1])\n        else:\n            examples.append(example)']",no_found,0
capirca,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/capirca/capirca/lib/policy.py,https://github.com/google/capirca/tree/master/capirca/lib/policy.py,Term,CheckPortIsContained$1379,"def CheckPortIsContained(self, superset, subset):
    """"""Check if the given list of ports is wholly contained.

    Args:
      superset: list of port tuples
      subset: list of port tuples

    Returns:
      bool: True if subset is contained in superset, false otherwise
    """"""
    if not superset:
        return True
    if not subset:
        return False
    for sub_port in subset:
        not_contains = True
        for sup_port in superset:
            if int(sub_port[0]) >= int(sup_port[0]) and int(sub_port[1]) <= int(sup_port[1]):
                not_contains = False
                break
        if not_contains:
            return False
    return True","for sup_port in superset:
    if int(sub_port[0]) >= int(sup_port[0]) and int(sub_port[1]) <= int(sup_port[1]):
        not_contains = False
        break","['for sup_port in superset:\n    (sup_port_0, sup_port_1, *_) = sup_port\n    if int(sub_port[0]) >= int(sup_port_0) and int(sub_port[1]) <= int(sup_port_1):\n        not_contains = False\n        break', 'for (sup_port_0, sup_port_1, *sup_port_len) in superset:\n    if int(sub_port[0]) >= int(sup_port_0) and int(sub_port[1]) <= int(sup_port_1):\n        not_contains = False\n        break']",no_found,0
Paddle,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/Paddle/python/paddle/fluid/tests/unittests/dygraph_to_static/test_for_enumerate.py,https://github.com/PaddlePaddle/Paddle/tree/master/python/paddle/fluid/tests/unittests/dygraph_to_static/test_for_enumerate.py,,for_tuple_as_enumerate_iter$258,"def for_tuple_as_enumerate_iter(x_array):
    x = paddle.to_tensor(x_array)
    x_list = [x, x, x]
    a_result = paddle.zeros([5])
    for t in enumerate(x_list):
        a_result += t[1]
    return a_result","for t in enumerate(x_list):
    a_result += t[1]","['for t in enumerate(x_list):\n    (t_0, t_1, *t_rtmaining) = t\n    a_result += t_1', 'for (t_0, t_1, *t_len) in enumerate(x_list):\n    a_result += \n    t_1']",no_found,0
Octolapse,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/Octolapse/octoprint_octolapse/snapshot.py,https://github.com/FormerLurker/Octolapse/tree/master/octoprint_octolapse/snapshot.py,CaptureSnapshot,take_snapshots$111,"def take_snapshots(self, metadata={}, no_wait=False):
    logger.info('Starting snapshot acquisition')
    start_time = time()
    before_snapshot_threads = []
    snapshot_threads = []
    after_snapshot_threads = []
    results = []
    for current_camera in self.Cameras:
        camera_info = self.CameraInfos['{}'.format(current_camera.guid)]
        if current_camera.on_before_snapshot_script:
            before_snapshot_job_info = SnapshotJobInfo(self.TimelapseJobInfo, self.temporary_directory, camera_info.snapshot_attempt, current_camera, 'before-snapshot', metadata=metadata)
            thread = ExternalScriptSnapshotJob(before_snapshot_job_info, 'before-snapshot')
            thread.daemon = True
            before_snapshot_threads.append(thread)
        snapshot_job_info = SnapshotJobInfo(self.TimelapseJobInfo, self.temporary_directory, camera_info.snapshot_attempt, current_camera, 'snapshot', metadata=metadata)
        if current_camera.camera_type == 'script':
            thread = ExternalScriptSnapshotJob(snapshot_job_info, 'snapshot', on_new_thumbnail_available_callback=self.OnNewThumbnailAvailableCallback, on_post_processing_error_callback=self.on_post_processing_error_callback)
            thread.daemon = True
            snapshot_threads.append((thread, snapshot_job_info, None))
        elif current_camera.camera_type == 'webcam':
            download_started_event = Event()
            thread = WebcamSnapshotJob(snapshot_job_info, download_started_event=download_started_event, on_new_thumbnail_available_callback=self.OnNewThumbnailAvailableCallback, on_post_processing_error_callback=self.on_post_processing_error_callback)
            thread.daemon = True
            snapshot_threads.append((thread, snapshot_job_info, download_started_event))
        if current_camera.on_after_snapshot_script:
            after_snapshot_job_info = SnapshotJobInfo(self.TimelapseJobInfo, self.temporary_directory, camera_info.snapshot_attempt, current_camera, 'after-snapshot', metadata=metadata)
            thread = ExternalScriptSnapshotJob(after_snapshot_job_info, 'after-snapshot')
            thread.daemon = True
            after_snapshot_threads.append(thread)
    for current_camera in self.Cameras:
        if current_camera.on_before_snapshot_gcode:
            on_before_snapshot_gcode = Commands.string_to_gcode_array(current_camera.on_before_snapshot_gcode)
            if len(on_before_snapshot_gcode) > 0:
                logger.info('Sending on_before_snapshot_gcode for the %s camera.', current_camera.name)
                self.SendGcodeArrayCallback(on_before_snapshot_gcode, current_camera.timeout_ms / 1000.0, wait_for_completion=not no_wait, tags={'before-snapshot-gcode'})
    if len(before_snapshot_threads) > 0:
        logger.info('Starting %d before snapshot threads', len(before_snapshot_threads))
    for t in before_snapshot_threads:
        t.start()
    for t in before_snapshot_threads:
        if not no_wait:
            snapshot_job_info = t.join()
            assert isinstance(snapshot_job_info, SnapshotJobInfo)
            if t.snapshot_thread_error:
                snapshot_job_info.success = False
                snapshot_job_info.error = t.snapshot_thread_error
            else:
                snapshot_job_info.success = True
        else:
            snapshot_job_info.success = True
        results.append(snapshot_job_info)
    if len(before_snapshot_threads) > 0:
        logger.info('Before snapshot threads finished.')
    if len(snapshot_threads) > 0:
        logger.info('Starting %d snapshot threads.', len(snapshot_threads))
    for t in snapshot_threads:
        t[0].start()
    for current_camera in self.Cameras:
        if current_camera.camera_type == 'gcode':
            script_sent = False
            if current_camera.gcode_camera_script:
                gcode_camera_script = Commands.string_to_gcode_array(current_camera.gcode_camera_script)
                if len(gcode_camera_script) > 0:
                    logger.info('Sending snapshot gcode array to %s.', current_camera.name)
                    self.SendGcodeArrayCallback(Commands.string_to_gcode_array(current_camera.gcode_camera_script), current_camera.timeout_ms / 1000.0, wait_for_completion=not no_wait)
                    script_sent = True
                if not script_sent:
                    logger.warning(""The gcode camera '%s' is enabled, but failed to produce any snapshot gcode."", current_camera.name)
    for (t, snapshot_job_info, event) in snapshot_threads:
        if not no_wait:
            if event:
                event.wait()
            else:
                snapshot_job_info = t.join()
            if t.snapshot_thread_error:
                snapshot_job_info.success = False
                snapshot_job_info.error = t.snapshot_thread_error
            elif t.post_processing_error:
                snapshot_job_info.success = False
                snapshot_job_info.error = t.post_processing_error
            else:
                snapshot_job_info.success = True
        else:
            snapshot_job_info.success = True
        info = self.CameraInfos[snapshot_job_info.camera_guid]
        info.snapshot_attempt += 1
        if snapshot_job_info.success:
            info.snapshot_count += 1
            self.SnapshotsTotal += 1
        else:
            info.errors_count += 1
            self.ErrorsTotal += 1
        info.save(self.temporary_directory, self.TimelapseJobInfo.JobGuid, snapshot_job_info.camera_guid)
        results.append(snapshot_job_info)
    if len(snapshot_threads) > 0:
        logger.info('Snapshot threads complete, but may be post-processing.')
    if len(after_snapshot_threads) > 0:
        logger.info('Starting %d after snapshot threads.', len(after_snapshot_threads))
    for current_camera in self.Cameras:
        if current_camera.on_after_snapshot_gcode:
            on_after_snapshot_gcode = Commands.string_to_gcode_array(current_camera.on_after_snapshot_gcode)
            if len(on_after_snapshot_gcode) > 0:
                logger.info('Sending on_after_snapshot_gcode for the %s camera.', current_camera.name)
                self.SendGcodeArrayCallback(on_after_snapshot_gcode, current_camera.timeout_ms / 1000.0, wait_for_completion=not no_wait, tags={'after-snapshot-gcode'})
    for t in after_snapshot_threads:
        t.start()
    for t in after_snapshot_threads:
        if not no_wait:
            snapshot_job_info = t.join()
            assert isinstance(snapshot_job_info, SnapshotJobInfo)
            info = self.CameraInfos[snapshot_job_info.camera_guid]
            if t.snapshot_thread_error:
                snapshot_job_info.success = False
                snapshot_job_info.error = t.snapshot_thread_error
            else:
                snapshot_job_info.success = True
        else:
            snapshot_job_info.success = True
        results.append(snapshot_job_info)
    if len(after_snapshot_threads) > 0:
        logger.info('After snapshot threads complete.')
    logger.info('Snapshot acquisition completed in %.3f seconds.', time() - start_time)
    return results","for t in snapshot_threads:
    t[0].start()","['for t in snapshot_threads:\n    (t_0, *t_rtmaining) = t\n    t_0.start()', 'for (t_0, *t_len) in snapshot_threads:\n    t_0.start()']",no_found,0
camelot,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/camelot/camelot/plotting.py,https://github.com/camelot-dev/camelot/tree/master/camelot/plotting.py,PlotMethods,text$50,"def text(self, table):
    """"""Generates a plot for all text elements present
        on the PDF page.

        Parameters
        ----------
        table : camelot.core.Table

        Returns
        -------
        fig : matplotlib.fig.Figure

        """"""
    fig = plt.figure()
    ax = fig.add_subplot(111, aspect='equal')
    (xs, ys) = ([], [])
    for t in table._text:
        xs.extend([t[0], t[2]])
        ys.extend([t[1], t[3]])
        ax.add_patch(patches.Rectangle((t[0], t[1]), t[2] - t[0], t[3] - t[1]))
    ax.set_xlim(min(xs) - 10, max(xs) + 10)
    ax.set_ylim(min(ys) - 10, max(ys) + 10)
    return fig","for t in table._text:
    xs.extend([t[0], t[2]])
    ys.extend([t[1], t[3]])
    ax.add_patch(patches.Rectangle((t[0], t[1]), t[2] - t[0], t[3] - t[1]))","['for t in table._text:\n    (t_0, t_1, t_2, t_3, *_) = t\n    xs.extend([t_0, t_2])\n    ys.extend([t_1, t_3])\n    ax.add_patch(patches.Rectangle((t_0, t_1), t_2 - t_0, t_3 - t_1))', 'for (t_0, t_1, t_2, t_3, *t_len) in table._text:\n    xs.extend([t_0, t_2])\n    ys.extend([t_1, t_3])\n    ax.add_patch(patches.Rectangle((t_0, t_1), t_2 - t_0, t_3 - t_1))']",no_found,0
stacker,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/stacker/stacker/tests/test_util.py,https://github.com/cloudtools/stacker/tree/master/stacker/tests/test_util.py,TestUtil,test_merge_map$82,"def test_merge_map(self):
    tests = [[{'stacks': [{'stack1': {'variables': {'a': 'b'}}}]}, {'stacks': [{'stack2': {'variables': {'c': 'd'}}}]}, {'stacks': [{'stack1': {'variables': {'a': 'b'}}}, {'stack2': {'variables': {'c': 'd'}}}]}], [{'stacks': [{'stack1': {'variables': {'a': 'b'}}}]}, {'stacks': {'stack2': {'variables': {'c': 'd'}}}}, {'stacks': {'stack2': {'variables': {'c': 'd'}}}}], [{'stacks': {'stack1': {'variables': {'a': 'b'}}}}, {'stacks': {'stack1': {'variables': {'c': 'd'}}}}, {'stacks': {'stack1': {'variables': {'a': 'b', 'c': 'd'}}}}], [{'stacks': {'stack1': {'variables': {'a': 'b'}}}}, {'stacks': {'stack1': {'variables': {'a': 'c'}}}}, {'stacks': {'stack1': {'variables': {'a': 'c'}}}}]]
    for t in tests:
        self.assertEqual(merge_map(t[0], t[1]), t[2])","for t in tests:
    self.assertEqual(merge_map(t[0], t[1]), t[2])","['for t in tests:\n    (t_0, t_1, t_2, *_) = t\n    self.assertEqual(merge_map(t_0, t_1), t_2)', 'for (t_0, t_1, t_2, *t_len) in tests:\n    self.assertEqual(merge_map(t_0, t_1), t_2)']",no_found,0
upvote_py2,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/upvote_py2/upvote/monitoring/metrics.py,https://github.com/google/upvote_py2/tree/master/upvote/monitoring/metrics.py,Namespace,__init__$35,"def __init__(self, prefix, tuples):
    self.metrics = []
    for t in tuples:
        metric = Metric(prefix + t[0], t[1])
        setattr(self, t[0].upper(), metric)
        self.metrics.append(metric)
    setattr(self, 'ALL', self.metrics)","for t in tuples:
    metric = Metric(prefix + t[0], t[1])
    setattr(self, t[0].upper(), metric)
    self.metrics.append(metric)","['for t in tuples:\n    (t_0, t_1, *_) = t\n    metric = Metric(prefix + t_0, t_1)\n    setattr(self, t_0.upper(), metric)\n    self.metrics.append(metric)', 'for (t_0, t_1, *t_len) in tuples:\n    metric = Metric(prefix + t_0, t_1)\n    setattr(self, t_0.upper(), metric)\n    self.metrics.append(metric)']",no_found,0
textflint,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/textflint/textflint/common/utils/overlap_templates.py,https://github.com/textflint/textflint/tree/master/textflint/common/utils/overlap_templates.py,,template_filler$205,"def template_filler(template_list):
    probs = []
    templates = []
    for template_pair in template_list:
        probs.append(template_pair[0])
        templates.append(template_pair[1])
    template_index = np.random.choice(range(len(templates)), p=probs)
    template_tuple = templates[template_index]
    template = template_tuple[0]
    hypothesis_template = template_tuple[1]
    template_tag = template_tuple[2]
    premise_list = []
    index_dict = {}
    for (index, element) in template:
        if element == 'VP':
            (vp, vp_parse) = generate_vp()
            premise_list.append(vp)
            index_dict[index] = vp
        elif element == 'RC':
            rc = generate_rc()
            premise_list.append(rc)
            index_dict[index] = rc
        elif 'vobj' in element:
            obj = random.choice(object_dict[index_dict[int(element[-1])]])
            premise_list.append(obj)
            index_dict[index] = obj
        elif isinstance(element, str):
            premise_list.append(element)
            index_dict[index] = element
        else:
            word = random.choice(element)
            premise_list.append(word)
            index_dict[index] = word
    hypothesis_list = [index_dict[ind] for ind in hypothesis_template]
    return (postprocess(' '.join(premise_list)), postprocess(' '.join(hypothesis_list)), template_tag)","for template_pair in template_list:
    probs.append(template_pair[0])
    templates.append(template_pair[1])","['for template_pair in template_list:\n    (template_pair_0, template_pair_1, *_) = template_pair\n    probs.append(template_pair_0)\n    templates.append(template_pair_1)', 'for (template_pair_0, template_pair_1, *template_pair_len) in template_list:\n    probs.append(template_pair_0)\n    templates.append(template_pair_1)']",no_found,0
aeneas,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/aeneas/aeneas/tests/test_globalfunctions.py,https://github.com/readbeyond/aeneas/tree/master/aeneas/tests/test_globalfunctions.py,TestGlobalFunctions,test_safe_get$143,"def test_safe_get(self):
    tests = [(None, None, u'default', u'default'), (None, u'key', u'default', u'default'), ({}, None, u'default', u'default'), ({}, u'key', u'default', u'default'), ([], u'key', u'default', u'default'), ({u'key': u'value'}, None, u'default', u'default'), ({u'key': u'value'}, u'key', u'default', u'value')]
    for test in tests:
        self.assertEqual(gf.safe_get(test[0], test[1], test[2]), test[3])","for test in tests:
    self.assertEqual(gf.safe_get(test[0], test[1], test[2]), test[3])","['for test in tests:\n    (test_0, test_1, test_2, test_3, *_) = test\n    self.assertEqual(gf.safe_get(test_0, test_1, test_2), test_3)', 'for (test_0, test_1, test_2, test_3, *test_len) in tests:\n    self.assertEqual(gf.safe_get(test_0, test_1, test_2), test_3)']",no_found,0
