repo_name,file_path,file_html,class_name,me_name,me_code,old_code,new_code,bool_code,chatGPT_code,if_correct,instruction,sys_msg,exam_msg,user_msg,
adapter-transformers,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/adapter-transformers/src/transformers/models/lxmert/modeling_tf_lxmert.py,https://github.com/Adapter-Hub/adapter-transformers/tree/master/src/transformers/models/lxmert/modeling_tf_lxmert.py,TFLxmertForPreTraining,call$1290,"def call(
        self,
        input_ids=None,
        visual_feats=None,
        visual_pos=None,
        attention_mask=None,
        visual_attention_mask=None,
        token_type_ids=None,
        inputs_embeds=None,
        masked_lm_labels=None,
        obj_labels=None,
        matched_label=None,
        ans=None,
        output_attentions=None,
        output_hidden_states=None,
        return_dict=None,
        training=False,
    ):
        r""""""
        masked_lm_labels (`tf.Tensor` of shape `(batch_size, sequence_length)`, *optional*):
            Labels for computing the masked language modeling loss. Indices should be in `[-100, 0, ...,
            config.vocab_size]` (see `input_ids` docstring) Tokens with indices set to `-100` are ignored (masked), the
            loss is only computed for the tokens with labels in `[0, ..., config.vocab_size]`
        obj_labels: (`Dict[Str: Tuple[tf.Tensor, tf.Tensor]]`, *optional*, defaults to `None`):
            each key is named after each one of the visual losses and each element of the tuple is of the shape
            `(batch_size, num_features)` and `(batch_size, num_features, visual_feature_dim)` for each the label id and
            the label score respectively
        matched_label (`tf.Tensor` of shape `(batch_size,)`, *optional*):
            Labels for computing the whether or not the text input matches the image (classification) loss. Input
            should be a sequence pair (see `input_ids` docstring) Indices should be in `[0, 1]`:

            - 0 indicates that the sentence does not match the image,
            - 1 indicates that the sentence does match the image.
        ans (`Torch.Tensor` of shape `(batch_size)`, *optional*, defaults to `None`):
            a one hot representation hof the correct answer *optional*

        Returns:
        """"""

        lxmert_output = self.lxmert(
            input_ids,
            visual_feats,
            visual_pos,
            attention_mask,
            visual_attention_mask,
            token_type_ids,
            inputs_embeds,
            output_attentions,
            output_hidden_states,
            return_dict,
            training,
        )

        lang_output, visual_output, pooled_output = (
            lxmert_output[0],
            lxmert_output[1],
            lxmert_output[2],
        )
        lang_prediction_scores, cross_relationship_score = self.cls(lang_output, pooled_output)
        if self.task_qa:
            answer_score = self.answer_head(pooled_output)
        else:
            answer_score = pooled_output[0][0]

        total_loss = (
            None
            if (masked_lm_labels is None and matched_label is None and obj_labels is None and ans is None)
            else tf.constant(0.0)
        )
        losses = ()
        if masked_lm_labels is not None and self.task_mask_lm:
            masked_lm_loss = self.loss_fcts[""ce""](
                tf.reshape(masked_lm_labels, [-1]),
                tf.reshape(lang_prediction_scores, [-1, self.config.vocab_size]),
            )
            total_loss += masked_lm_loss
            losses += (masked_lm_loss,)
        if matched_label is not None and self.task_matched:
            matched_loss = self.loss_fcts[""ce""](
                tf.reshape(matched_label, [-1]),
                tf.reshape(cross_relationship_score, [-1, 2]),
            )
            total_loss += matched_loss
            losses += (matched_loss,)
        if obj_labels is not None and self.task_obj_predict:
            total_visn_loss = 0.0
            visn_prediction_scores_dict = self.obj_predict_head(visual_output)
            for key, key_info in self.visual_losses.items():
                label, mask_conf = obj_labels[key]
                output_dim = key_info[""num""]
                loss_fct_name = key_info[""loss""]
                label_shape = key_info[""shape""]
                weight = self.visual_loss_normalizer
                visn_loss_fct = self.loss_fcts[loss_fct_name]
                visn_prediction_scores = visn_prediction_scores_dict[key]
                visn_loss = visn_loss_fct(
                    tf.reshape(label, label_shape),
                    tf.reshape(visn_prediction_scores, [-1, output_dim]),
                )

                if visn_loss.ndim > 1:  # Regression Losses
                    visn_loss = tf.reduce_mean(visn_loss)
                visn_loss = tf.reduce_mean(visn_loss * tf.cast(tf.reshape(mask_conf, [-1]), visn_loss.dtype)) * weight
                total_visn_loss += visn_loss
                losses += (visn_loss,)
            total_loss += total_visn_loss
        if ans is not None and self.task_qa:
            answer_loss = self.loss_fcts[""ce""](
                tf.reshape(ans, [-1]), tf.reshape(answer_score, [-1, self.num_qa_labels])
            )
            # exclude ""*2"" here to match the effect of QA losses.
            # Previous: (loss *0) for 6 epochs, (loss *2) for 6 epochs.   (Used 10 instead of 6 in EMNLP paper)
            # Now     : (loss *1) for 12 epochs
            #
            # * 2       # Multiply by 2 because > half of the data will not have label
            total_loss += answer_loss
            losses += (answer_loss,)
        # return total_loss, tf.stack(losses)[tf.new_axis, ...], answer_score.detach()

        if not return_dict:
            output = (
                lang_prediction_scores,
                cross_relationship_score,
                answer_score,
            ) + lxmert_output[3:]
            return ((total_loss,) + output) if total_loss is not None else output

        return TFLxmertForPreTrainingOutput(
            loss=total_loss,
            prediction_logits=lang_prediction_scores,
            cross_relationship_score=cross_relationship_score,
            question_answering_score=answer_score,
            language_hidden_states=lxmert_output.language_hidden_states,
            vision_hidden_states=lxmert_output.vision_hidden_states,
            language_attentions=lxmert_output.language_attentions,
            vision_attentions=lxmert_output.vision_attentions,
            cross_encoder_attentions=lxmert_output.cross_encoder_attentions,
        )",masked_lm_labels is None and matched_label is None and (obj_labels is None) and (ans is None),masked_lm_labels is None and obj_labels is None is matched_label and (ans is None),Cannot refactor,2,1,,,,,
adapter-transformers,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/adapter-transformers/src/transformers/models/lxmert/modeling_tf_lxmert.py,https://github.com/Adapter-Hub/adapter-transformers/tree/master/src/transformers/models/lxmert/modeling_tf_lxmert.py,TFLxmertForPreTraining,call$1290,"def call(
        self,
        input_ids=None,
        visual_feats=None,
        visual_pos=None,
        attention_mask=None,
        visual_attention_mask=None,
        token_type_ids=None,
        inputs_embeds=None,
        masked_lm_labels=None,
        obj_labels=None,
        matched_label=None,
        ans=None,
        output_attentions=None,
        output_hidden_states=None,
        return_dict=None,
        training=False,
    ):
        r""""""
        masked_lm_labels (`tf.Tensor` of shape `(batch_size, sequence_length)`, *optional*):
            Labels for computing the masked language modeling loss. Indices should be in `[-100, 0, ...,
            config.vocab_size]` (see `input_ids` docstring) Tokens with indices set to `-100` are ignored (masked), the
            loss is only computed for the tokens with labels in `[0, ..., config.vocab_size]`
        obj_labels: (`Dict[Str: Tuple[tf.Tensor, tf.Tensor]]`, *optional*, defaults to `None`):
            each key is named after each one of the visual losses and each element of the tuple is of the shape
            `(batch_size, num_features)` and `(batch_size, num_features, visual_feature_dim)` for each the label id and
            the label score respectively
        matched_label (`tf.Tensor` of shape `(batch_size,)`, *optional*):
            Labels for computing the whether or not the text input matches the image (classification) loss. Input
            should be a sequence pair (see `input_ids` docstring) Indices should be in `[0, 1]`:

            - 0 indicates that the sentence does not match the image,
            - 1 indicates that the sentence does match the image.
        ans (`Torch.Tensor` of shape `(batch_size)`, *optional*, defaults to `None`):
            a one hot representation hof the correct answer *optional*

        Returns:
        """"""

        lxmert_output = self.lxmert(
            input_ids,
            visual_feats,
            visual_pos,
            attention_mask,
            visual_attention_mask,
            token_type_ids,
            inputs_embeds,
            output_attentions,
            output_hidden_states,
            return_dict,
            training,
        )

        lang_output, visual_output, pooled_output = (
            lxmert_output[0],
            lxmert_output[1],
            lxmert_output[2],
        )
        lang_prediction_scores, cross_relationship_score = self.cls(lang_output, pooled_output)
        if self.task_qa:
            answer_score = self.answer_head(pooled_output)
        else:
            answer_score = pooled_output[0][0]

        total_loss = (
            None
            if (masked_lm_labels is None and matched_label is None and obj_labels is None and ans is None)
            else tf.constant(0.0)
        )
        losses = ()
        if masked_lm_labels is not None and self.task_mask_lm:
            masked_lm_loss = self.loss_fcts[""ce""](
                tf.reshape(masked_lm_labels, [-1]),
                tf.reshape(lang_prediction_scores, [-1, self.config.vocab_size]),
            )
            total_loss += masked_lm_loss
            losses += (masked_lm_loss,)
        if matched_label is not None and self.task_matched:
            matched_loss = self.loss_fcts[""ce""](
                tf.reshape(matched_label, [-1]),
                tf.reshape(cross_relationship_score, [-1, 2]),
            )
            total_loss += matched_loss
            losses += (matched_loss,)
        if obj_labels is not None and self.task_obj_predict:
            total_visn_loss = 0.0
            visn_prediction_scores_dict = self.obj_predict_head(visual_output)
            for key, key_info in self.visual_losses.items():
                label, mask_conf = obj_labels[key]
                output_dim = key_info[""num""]
                loss_fct_name = key_info[""loss""]
                label_shape = key_info[""shape""]
                weight = self.visual_loss_normalizer
                visn_loss_fct = self.loss_fcts[loss_fct_name]
                visn_prediction_scores = visn_prediction_scores_dict[key]
                visn_loss = visn_loss_fct(
                    tf.reshape(label, label_shape),
                    tf.reshape(visn_prediction_scores, [-1, output_dim]),
                )

                if visn_loss.ndim > 1:  # Regression Losses
                    visn_loss = tf.reduce_mean(visn_loss)
                visn_loss = tf.reduce_mean(visn_loss * tf.cast(tf.reshape(mask_conf, [-1]), visn_loss.dtype)) * weight
                total_visn_loss += visn_loss
                losses += (visn_loss,)
            total_loss += total_visn_loss
        if ans is not None and self.task_qa:
            answer_loss = self.loss_fcts[""ce""](
                tf.reshape(ans, [-1]), tf.reshape(answer_score, [-1, self.num_qa_labels])
            )
            # exclude ""*2"" here to match the effect of QA losses.
            # Previous: (loss *0) for 6 epochs, (loss *2) for 6 epochs.   (Used 10 instead of 6 in EMNLP paper)
            # Now     : (loss *1) for 12 epochs
            #
            # * 2       # Multiply by 2 because > half of the data will not have label
            total_loss += answer_loss
            losses += (answer_loss,)
        # return total_loss, tf.stack(losses)[tf.new_axis, ...], answer_score.detach()

        if not return_dict:
            output = (
                lang_prediction_scores,
                cross_relationship_score,
                answer_score,
            ) + lxmert_output[3:]
            return ((total_loss,) + output) if total_loss is not None else output

        return TFLxmertForPreTrainingOutput(
            loss=total_loss,
            prediction_logits=lang_prediction_scores,
            cross_relationship_score=cross_relationship_score,
            question_answering_score=answer_score,
            language_hidden_states=lxmert_output.language_hidden_states,
            vision_hidden_states=lxmert_output.vision_hidden_states,
            language_attentions=lxmert_output.language_attentions,
            vision_attentions=lxmert_output.vision_attentions,
            cross_encoder_attentions=lxmert_output.cross_encoder_attentions,
        )",masked_lm_labels is None and matched_label is None and (obj_labels is None) and (ans is None),masked_lm_labels is None and obj_labels is None and (matched_label is None is ans),Cannot refactor,2,1,,,,,
torch-light,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/torch-light/yolo-v3/layer.py,https://github.com/ne7ermore/torch-light/tree/master/yolo-v3/layer.py,BasicPred,build_targets$95,"def build_targets(pred_boxes, pred_conf, pred_cls, target, anchors, num_anchors, num_classes, grid_size, ignore_thres, img_dim):
            """"""
            target - [bsz, max_obj, 5]
            """"""
            nB = target.size(0)
            nA = num_anchors
            nC = num_classes
            nG = grid_size
            mask = torch.zeros(nB, nA, nG, nG)
            conf_mask = torch.ones(nB, nA, nG, nG)
            tx = torch.zeros(nB, nA, nG, nG)
            ty = torch.zeros(nB, nA, nG, nG)
            tw = torch.zeros(nB, nA, nG, nG)
            th = torch.zeros(nB, nA, nG, nG)
            tconf = torch.ByteTensor(nB, nA, nG, nG).fill_(0)
            tcls = torch.ByteTensor(nB, nA, nG, nG, nC).fill_(0)

            nGT = 0
            nCorrect = 0
            for b in range(nB):
                for t in range(target.shape[1]):
                    if target[b, t].sum() == 0:
                        # pad
                        continue
                    nGT += 1
                    # Convert to position relative to box
                    gx = target[b, t, 1] * nG
                    gy = target[b, t, 2] * nG
                    gw = target[b, t, 3] * nG
                    gh = target[b, t, 4] * nG
                    # Get grid box indices
                    gi = int(gx)
                    gj = int(gy)
                    # Get shape of gt box
                    gt_box = torch.FloatTensor(
                        np.array([0, 0, gw, gh])).unsqueeze(0)
                    # Get shape of anchor box
                    anchor_shapes = torch.FloatTensor(np.concatenate(
                        (np.zeros((len(anchors), 2)), np.array(anchors)), 1))

                    # Calculate iou between gt and anchor shapes
                    # 1 on 3
                    anch_ious = bbox_iou(gt_box, anchor_shapes)
                    # Where the overlap is larger than threshold set mask to zero (ignore)
                    conf_mask[b, anch_ious > ignore_thres, gj, gi] = 0
                    # Find the best matching anchor box

                    best_n = np.argmax(anch_ious)
                    # Get ground truth box
                    gt_box = torch.FloatTensor(
                        np.array([gx, gy, gw, gh])).unsqueeze(0)
                    # Get the best prediction
                    pred_box = pred_boxes[b, best_n, gj, gi].unsqueeze(0)
                    # Masks
                    mask[b, best_n, gj, gi] = 1
                    conf_mask[b, best_n, gj, gi] = 1
                    # Coordinates
                    tx[b, best_n, gj, gi] = gx - gi
                    ty[b, best_n, gj, gi] = gy - gj
                    # Width and height
                    tw[b, best_n, gj, gi] = math.log(
                        gw / anchors[best_n][0] + 1e-16)
                    th[b, best_n, gj, gi] = math.log(
                        gh / anchors[best_n][1] + 1e-16)
                    # One-hot encoding of label
                    target_label = int(target[b, t, 0])
                    tcls[b, best_n, gj, gi, target_label] = 1
                    tconf[b, best_n, gj, gi] = 1

                    # Calculate iou between ground truth and best matching prediction
                    iou = bbox_iou(gt_box, pred_box, x1y1x2y2=False)
                    pred_label = torch.argmax(pred_cls[b, best_n, gj, gi])
                    score = pred_conf[b, best_n, gj, gi]
                    if iou > 0.5 and pred_label == target_label and score > 0.5:
                        nCorrect += 1

            return nGT, nCorrect, mask, conf_mask, tx, ty, tw, th, tconf, tcls",iou > 0.5 and pred_label == target_label and (score > 0.5),pred_label == target_label and score > 0.5 < iou,Cannot refactor,2,1,,,,,
rlkit,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/rlkit/rlkit/envs/pearl_envs/rand_param_envs/walker2d_rand_params.py,https://github.com/rail-berkeley/rlkit/tree/master/rlkit/envs/pearl_envs/rand_param_envs/walker2d_rand_params.py,Walker2DRandParamsEnv,_step$11,"def _step(self, a):
        # import ipdb; ipdb.set_trace()
        # posbefore = self.model.data.qpos[0, 0]
        posbefore = self.sim.data.qpos[0]
        self.do_simulation(a, self.frame_skip)
        # posafter, height, ang = self.model.data.qpos[0:3, 0]
        posafter, height, ang = self.sim.data.qpos[0:3]
        alive_bonus = 1.0
        reward = ((posafter - posbefore) / self.dt)
        reward += alive_bonus
        reward -= 1e-3 * np.square(a).sum()
        done = not (height > 0.8 and height < 2.0 and
                    ang > -1.0 and ang < 1.0)
        ob = self._get_obs()
        return ob, reward, done, {}",height > 0.8 and height < 2.0 and (ang > -1.0) and (ang < 1.0),height > 0.8 and height < 2.0 and (ang > -1.0) and (-1.0 < ang < 1.0),Cannot refactor,2,1,,,,,
tvm,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/tvm/tests/python/unittest/test_tir_transform_compact_buffer_region.py,https://github.com/apache/tvm/tree/master/tests/python/unittest/test_tir_transform_compact_buffer_region.py,,compacted_padding_pattern_func$409,"def compacted_padding_pattern_func(a: T.handle, c: T.handle) -> None:
    A = T.match_buffer(a, [16, 16], dtype=""float32"")
    C = T.match_buffer(c, [20, 20], dtype=""float32"")
    with T.block():
        B = T.alloc_buffer([16, 16], dtype=""float32"")
        for i, j in T.grid(16, 16):
            with T.block():
                B[i, j] = A[i, j]
        for i, j in T.grid(20, 20):
            with T.block():
                C[i, j] = T.if_then_else(
                    2 <= i and i < 18 and 2 <= j and j < 18, B[i - 2, j - 2], 0.0, dtype=""float32""
                )",2 <= i and i < 18 and (2 <= j) and (j < 18),i < 18 and i >= 2 <= j and (j < 18),Cannot refactor,2,1,,,,,
tvm,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/tvm/tests/python/unittest/test_tir_transform_compact_buffer_region.py,https://github.com/apache/tvm/tree/master/tests/python/unittest/test_tir_transform_compact_buffer_region.py,,compacted_padding_pattern_func$409,"def compacted_padding_pattern_func(a: T.handle, c: T.handle) -> None:
    A = T.match_buffer(a, [16, 16], dtype=""float32"")
    C = T.match_buffer(c, [20, 20], dtype=""float32"")
    with T.block():
        B = T.alloc_buffer([16, 16], dtype=""float32"")
        for i, j in T.grid(16, 16):
            with T.block():
                B[i, j] = A[i, j]
        for i, j in T.grid(20, 20):
            with T.block():
                C[i, j] = T.if_then_else(
                    2 <= i and i < 18 and 2 <= j and j < 18, B[i - 2, j - 2], 0.0, dtype=""float32""
                )",2 <= i and i < 18 and (2 <= j) and (j < 18),2 <= i and 2 <= j and (j < 18 > i),Cannot refactor,2,1,,,,,
tvm,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/tvm/tests/python/unittest/test_tir_transform_compact_buffer_region.py,https://github.com/apache/tvm/tree/master/tests/python/unittest/test_tir_transform_compact_buffer_region.py,,compacted_padding_pattern_func$409,"def compacted_padding_pattern_func(a: T.handle, c: T.handle) -> None:
    A = T.match_buffer(a, [16, 16], dtype=""float32"")
    C = T.match_buffer(c, [20, 20], dtype=""float32"")
    with T.block():
        B = T.alloc_buffer([16, 16], dtype=""float32"")
        for i, j in T.grid(16, 16):
            with T.block():
                B[i, j] = A[i, j]
        for i, j in T.grid(20, 20):
            with T.block():
                C[i, j] = T.if_then_else(
                    2 <= i and i < 18 and 2 <= j and j < 18, B[i - 2, j - 2], 0.0, dtype=""float32""
                )",2 <= i and i < 18 and (2 <= j) and (j < 18),2 <= i and i < 18 and (2 <= j) and (2 <= j < 18),Cannot refactor,2,1,,,,,
PaddleDetection,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/PaddleDetection/static/ppdet/utils/voc_eval.py,https://github.com/PaddlePaddle/PaddleDetection/tree/master/static/ppdet/utils/voc_eval.py,,prune_zero_padding$113,"def prune_zero_padding(gt_box, gt_label, difficult=None):
    valid_cnt = 0
    for i in range(len(gt_box)):
        if gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and \
                gt_box[i, 2] == 0 and gt_box[i, 3] == 0:
            break
        valid_cnt += 1
    return (gt_box[:valid_cnt], gt_label[:valid_cnt], difficult[:valid_cnt]
            if difficult is not None else None)","gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and (gt_box[i, 2] == 0) and (gt_box[i, 3] == 0)","gt_box[i, 1] == 0 and gt_box[i, 2] == 0 == gt_box[i, 0] and (gt_box[i, 3] == 0)",Cannot refactor,2,1,,,,,
PaddleDetection,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/PaddleDetection/static/ppdet/utils/voc_eval.py,https://github.com/PaddlePaddle/PaddleDetection/tree/master/static/ppdet/utils/voc_eval.py,,prune_zero_padding$113,"def prune_zero_padding(gt_box, gt_label, difficult=None):
    valid_cnt = 0
    for i in range(len(gt_box)):
        if gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and \
                gt_box[i, 2] == 0 and gt_box[i, 3] == 0:
            break
        valid_cnt += 1
    return (gt_box[:valid_cnt], gt_label[:valid_cnt], difficult[:valid_cnt]
            if difficult is not None else None)","gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and (gt_box[i, 2] == 0) and (gt_box[i, 3] == 0)","gt_box[i, 1] == 0 and gt_box[i, 2] == 0 and (gt_box[i, 3] == 0 == gt_box[i, 0])",Cannot refactor,2,1,,,,,
PaddleDetection,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/PaddleDetection/static/ppdet/utils/voc_eval.py,https://github.com/PaddlePaddle/PaddleDetection/tree/master/static/ppdet/utils/voc_eval.py,,prune_zero_padding$113,"def prune_zero_padding(gt_box, gt_label, difficult=None):
    valid_cnt = 0
    for i in range(len(gt_box)):
        if gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and \
                gt_box[i, 2] == 0 and gt_box[i, 3] == 0:
            break
        valid_cnt += 1
    return (gt_box[:valid_cnt], gt_label[:valid_cnt], difficult[:valid_cnt]
            if difficult is not None else None)","gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and (gt_box[i, 2] == 0) and (gt_box[i, 3] == 0)","gt_box[i, 0] == 0 and gt_box[i, 2] == 0 == gt_box[i, 1] and (gt_box[i, 3] == 0)",Cannot refactor,2,1,,,,,
PaddleDetection,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/PaddleDetection/static/ppdet/utils/voc_eval.py,https://github.com/PaddlePaddle/PaddleDetection/tree/master/static/ppdet/utils/voc_eval.py,,prune_zero_padding$113,"def prune_zero_padding(gt_box, gt_label, difficult=None):
    valid_cnt = 0
    for i in range(len(gt_box)):
        if gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and \
                gt_box[i, 2] == 0 and gt_box[i, 3] == 0:
            break
        valid_cnt += 1
    return (gt_box[:valid_cnt], gt_label[:valid_cnt], difficult[:valid_cnt]
            if difficult is not None else None)","gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and (gt_box[i, 2] == 0) and (gt_box[i, 3] == 0)","gt_box[i, 0] == 0 and gt_box[i, 2] == 0 and (gt_box[i, 3] == 0 == gt_box[i, 1])",Cannot refactor,2,1,,,,,
PaddleDetection,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/PaddleDetection/static/ppdet/utils/voc_eval.py,https://github.com/PaddlePaddle/PaddleDetection/tree/master/static/ppdet/utils/voc_eval.py,,prune_zero_padding$113,"def prune_zero_padding(gt_box, gt_label, difficult=None):
    valid_cnt = 0
    for i in range(len(gt_box)):
        if gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and \
                gt_box[i, 2] == 0 and gt_box[i, 3] == 0:
            break
        valid_cnt += 1
    return (gt_box[:valid_cnt], gt_label[:valid_cnt], difficult[:valid_cnt]
            if difficult is not None else None)","gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and (gt_box[i, 2] == 0) and (gt_box[i, 3] == 0)","gt_box[i, 0] == 0 and gt_box[i, 1] == 0 and (gt_box[i, 2] == 0) and (gt_box[i, 3] == 0 == gt_box[i, 2])",Cannot refactor,2,1,,,,,
nlg-eval,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/nlg-eval/nlgeval/pycocoevalcap/cider/cider_scorer.py,https://github.com/Maluuba/nlg-eval/tree/master/nlgeval/pycocoevalcap/cider/cider_scorer.py,CiderScorer,sim$135,"def sim(vec_hyp, vec_ref, norm_hyp, norm_ref, length_hyp, length_ref):
            '''
            Compute the cosine similarity of two vectors.
            :param vec_hyp: array of dictionary for vector corresponding to hypothesis
            :param vec_ref: array of dictionary for vector corresponding to reference
            :param norm_hyp: array of float for vector corresponding to hypothesis
            :param norm_ref: array of float for vector corresponding to reference
            :param length_hyp: int containing length of hypothesis
            :param length_ref: int containing length of reference
            :return: array of score for each n-grams cosine similarity
            '''
            delta = float(length_hyp - length_ref)
            # measure consine similarity
            val = np.array([0.0 for _ in range(self.n)])
            for n in range(self.n):
                # ngram
                for (ngram,count) in six.iteritems(vec_hyp[n]):
                    # vrama91 : added clipping
                    val[n] += min(vec_hyp[n][ngram], vec_ref[n][ngram]) * vec_ref[n][ngram]

                if (norm_hyp[n] != 0) and (norm_ref[n] != 0):
                    val[n] /= (norm_hyp[n]*norm_ref[n])

                assert(not math.isnan(val[n]))
                # vrama91: added a length based gaussian penalty
                val[n] *= np.e**(-(delta**2)/(2*self.sigma**2))
            return val",norm_hyp[n] != 0 and norm_ref[n] != 0,norm_ref[n] != 0 != norm_hyp[n],Cannot refactor,2,1,,,,,
khard,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/khard/khard/carddav_object.py,https://github.com/scheibler/khard/tree/master/khard/carddav_object.py,YAMLEditable,_format_date_object$928,"def _format_date_object(date: Optional[Date], localize: bool) -> str:
        if not date:
            return """"
        if isinstance(date, str):
            return date
        if date.year == 1900 and date.month != 0 and date.day != 0 \
                and date.hour == 0 and date.minute == 0 and date.second == 0:
            return date.strftime(""--%m-%d"")
        tz = date.tzname()
        if (tz and tz[3:]) or (date.hour != 0 or date.minute != 0
                               or date.second != 0):
            if localize:
                return date.strftime(locale.nl_langinfo(locale.D_T_FMT))
            utc_offset = -time.timezone / 60 / 60
            return date.strftime(""%FT%T+{:02}:00"".format(int(utc_offset)))
        if localize:
            return date.strftime(locale.nl_langinfo(locale.D_FMT))
        return date.strftime(""%F"")",date.year == 1900 and date.month != 0 and (date.day != 0) and (date.hour == 0) and (date.minute == 0) and (date.second == 0),date.year == 1900 and date.day != 0 and (date.hour == 0 != date.month) and (date.minute == 0) and (date.second == 0),Cannot refactor,2,1,,,,,
khard,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/khard/khard/carddav_object.py,https://github.com/scheibler/khard/tree/master/khard/carddav_object.py,YAMLEditable,_format_date_object$928,"def _format_date_object(date: Optional[Date], localize: bool) -> str:
        if not date:
            return """"
        if isinstance(date, str):
            return date
        if date.year == 1900 and date.month != 0 and date.day != 0 \
                and date.hour == 0 and date.minute == 0 and date.second == 0:
            return date.strftime(""--%m-%d"")
        tz = date.tzname()
        if (tz and tz[3:]) or (date.hour != 0 or date.minute != 0
                               or date.second != 0):
            if localize:
                return date.strftime(locale.nl_langinfo(locale.D_T_FMT))
            utc_offset = -time.timezone / 60 / 60
            return date.strftime(""%FT%T+{:02}:00"".format(int(utc_offset)))
        if localize:
            return date.strftime(locale.nl_langinfo(locale.D_FMT))
        return date.strftime(""%F"")",date.year == 1900 and date.month != 0 and (date.day != 0) and (date.hour == 0) and (date.minute == 0) and (date.second == 0),date.year == 1900 and date.day != 0 and (date.hour == 0) and (date.minute == 0 != date.month) and (date.second == 0),Cannot refactor,2,1,,,,,
khard,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/khard/khard/carddav_object.py,https://github.com/scheibler/khard/tree/master/khard/carddav_object.py,YAMLEditable,_format_date_object$928,"def _format_date_object(date: Optional[Date], localize: bool) -> str:
        if not date:
            return """"
        if isinstance(date, str):
            return date
        if date.year == 1900 and date.month != 0 and date.day != 0 \
                and date.hour == 0 and date.minute == 0 and date.second == 0:
            return date.strftime(""--%m-%d"")
        tz = date.tzname()
        if (tz and tz[3:]) or (date.hour != 0 or date.minute != 0
                               or date.second != 0):
            if localize:
                return date.strftime(locale.nl_langinfo(locale.D_T_FMT))
            utc_offset = -time.timezone / 60 / 60
            return date.strftime(""%FT%T+{:02}:00"".format(int(utc_offset)))
        if localize:
            return date.strftime(locale.nl_langinfo(locale.D_FMT))
        return date.strftime(""%F"")",date.year == 1900 and date.month != 0 and (date.day != 0) and (date.hour == 0) and (date.minute == 0) and (date.second == 0),date.year == 1900 and date.day != 0 and (date.hour == 0) and (date.minute == 0) and (date.second == 0 != date.month),Cannot refactor,2,1,,,,,
khard,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/khard/khard/carddav_object.py,https://github.com/scheibler/khard/tree/master/khard/carddav_object.py,YAMLEditable,_format_date_object$928,"def _format_date_object(date: Optional[Date], localize: bool) -> str:
        if not date:
            return """"
        if isinstance(date, str):
            return date
        if date.year == 1900 and date.month != 0 and date.day != 0 \
                and date.hour == 0 and date.minute == 0 and date.second == 0:
            return date.strftime(""--%m-%d"")
        tz = date.tzname()
        if (tz and tz[3:]) or (date.hour != 0 or date.minute != 0
                               or date.second != 0):
            if localize:
                return date.strftime(locale.nl_langinfo(locale.D_T_FMT))
            utc_offset = -time.timezone / 60 / 60
            return date.strftime(""%FT%T+{:02}:00"".format(int(utc_offset)))
        if localize:
            return date.strftime(locale.nl_langinfo(locale.D_FMT))
        return date.strftime(""%F"")",date.year == 1900 and date.month != 0 and (date.day != 0) and (date.hour == 0) and (date.minute == 0) and (date.second == 0),date.year == 1900 and date.month != 0 and (date.day != 0) and (date.hour == 0) and (date.minute == 0 != date.day) and (date.second == 0),Cannot refactor,2,1,,,,,
