repo_name,file_path,file_html,class_name,me_code,old_code,new_code,bool_code,chatGPT_code,if_correct,reversed_code,non_replace_var_refactored_code,refactored_code,acc,instruction,sys_msg,exam_msg,user_msg
flair,https://github.com/flairNLP/flair/tree/master/flair/datasets/sequence_labeling.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/flair/flair/datasets/sequence_labeling.py,NER_ENGLISH_STACKOVERFLOW,"def __init__(self, base_path: Union[str, Path]=None, in_memory: bool=True, **corpusargs):
    """"""
        Initialize the STACKOVERFLOW_NER corpus. The first time you call this constructor it will automatically
        download the dataset.
        :param base_path: Default is None, meaning that corpus gets auto-downloaded and loaded. You can override this
        to point to a different folder but typically this should not be necessary.
        POS tags instead
        :param in_memory: If True, keeps dataset in memory giving speedups in training.
        :param document_as_sequence: If True, all sentences of a document are read into a single Sentence object
        """"""
    if not base_path:
        base_path = flair.cache_root / 'datasets'
    else:
        base_path = Path(base_path)
    '\n        The Datasets are represented in the Conll format.\n           In this format each line of the Dataset is in the following format:\n           <word>+""\t""+<NE>""\t""+<word>+""\t""<markdown>\n           The end of sentence is marked with an empty line.\n           In each line NE represented the human annotated named entity\n           and <markdown> represented the code tags provided by the users who wrote the posts.\n           '
    columns = {0: 'word', 1: 'ner', 3: 'markdown'}
    entity_mapping = {'Library_Function': 'Function', 'Function_Name': 'Function', 'Class_Name': 'Class', 'Library_Class': 'Class', 'Organization': 'Website', 'Library_Variable': 'Variable', 'Variable_Name': 'Variable', 'Error_Name': 'O', 'Keyboard_IP': 'O', 'Value': 'O', 'Output_Block': 'O'}
    dataset_name = self.__class__.__name__.lower()
    data_folder = base_path / dataset_name
    STACKOVERFLOW_NER_path = 'https://raw.githubusercontent.com/jeniyat/StackOverflowNER/master/resources/annotated_ner_data/StackOverflow/'
    banned_sentences = ['code omitted for annotation', 'omitted for annotation', 'CODE_BLOCK :', 'OP_BLOCK :', 'Question_URL :', 'Question_ID :']
    files = ['train', 'test', 'dev']
    for file in files:
        questions = 0
        answers = 0
        cached_path(f'{STACKOVERFLOW_NER_path}{file}.txt', Path('datasets') / dataset_name)
        for line in open(data_folder / (file + '.txt'), mode='r', encoding='utf-8'):
            if line.startswith('Question_ID'):
                questions += 1
            if line.startswith('Answer_to_Question_ID'):
                answers += 1
        log.info(f'File {file} has {questions} questions and {answers} answers.')
    super(NER_ENGLISH_STACKOVERFLOW, self).__init__(data_folder, columns, train_file='train.txt', test_file='test.txt', dev_file='dev.txt', encoding='utf-8', banned_sentences=banned_sentences, in_memory=in_memory, label_name_map=entity_mapping, **corpusargs)","questions = 0
answers = 0",questions = answers = 0,1,,,,,,,,,,
Paddle,https://github.com/PaddlePaddle/Paddle/tree/master/python/paddle/fluid/tests/unittests/test_dist_base.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/Paddle/python/paddle/fluid/tests/unittests/test_dist_base.py,TestDistRunnerBase,"def run_use_fleet_api_trainer(self, args):
    assert args.update_method == 'nccl2' or 'bkcl'
    self.lr = args.lr
    exec_strategy = fluid.ExecutionStrategy()
    exec_strategy.num_threads = 1
    dist_strategy = DistributedStrategy()
    dist_strategy.exec_strategy = exec_strategy
    dist_strategy.fuse_memory_size = 1
    dist_strategy.fuse_laryer_size = 1
    if args.use_local_sgd:
        dist_strategy.use_local_sgd = True
    if args.ut4grad_allreduce:
        dist_strategy._ut4grad_allreduce = True
    if args.sync_batch_norm:
        dist_strategy.sync_batch_norm = True
    role = role_maker.PaddleCloudRoleMaker(is_collective=True)
    fleet.init(role)
    print_to_err('use_fleet', 'fleet.node_num:')
    (test_program, avg_cost, train_reader, test_reader, batch_acc, predict) = self.get_model(batch_size=args.batch_size, dist_strategy=dist_strategy)
    trainer_prog = fleet._origin_program
    dist_prog = fleet.main_program
    if fluid.core.is_compiled_with_cuda():
        device_id = int(os.getenv('FLAGS_selected_gpus', '0'))
        place = fluid.CUDAPlace(device_id)
    elif fluid.core.is_compiled_with_xpu():
        device_id = int(os.getenv('FLAGS_selected_xpus', '0'))
        place = fluid.XPUPlace(device_id)
    else:
        raise ValueError('fleet dygraph api must in paddlepaddle-xpu or paddlepaddle-gpu.')
    exe = fluid.Executor(place)
    exe.run(fluid.default_startup_program())
    eprint(type(self).__name__, 'run worker startup program done.')
    feed_var_list = [var for var in trainer_prog.global_block().vars.values() if var.is_data]
    eprint('feed_var_list:', feed_var_list)
    if feed_var_list[0].name == 'label':
        feed_var_list = feed_var_list[::-1]
    feeder = fluid.DataFeeder(feed_var_list, place)
    reader_generator = train_reader()

    def get_data():
        origin_batch = next(reader_generator)
        if args.update_method != 'local' and args.use_reader_alloc:
            new_batch = []
            for (offset, item) in enumerate(origin_batch):
                if offset % 2 == args.trainer_id:
                    new_batch.append(item)
            return new_batch
        else:
            return origin_batch
    print_to_err(type(self).__name__, 'begin to train on trainer')
    out_losses = []
    for i in range(RUN_STEP):
        (loss,) = exe.run(dist_prog, fetch_list=[avg_cost.name], feed=feeder.feed(get_data()))
        out_losses.append(loss[0])
        print_to_err(type(self).__name__, 'run step %d finished' % i)
    print_to_err(type(self).__name__, 'trainer run finished')
    sys.stdout.buffer.write(pickle.dumps(out_losses))
    if args.save_model:
        model_save_dir = '/tmp'
        if fleet.worker_index() == 0:
            model_save_dir_fluid = os.path.join(model_save_dir, 'fluid_persistables')
            model_save_dir_fleet = os.path.join(model_save_dir, 'fleet_persistables')
            infer_save_dir_fluid = os.path.join(model_save_dir, 'fluid_infer')
            infer_save_dir_fleet = os.path.join(model_save_dir, 'fleet_infer')
        else:
            model_save_dir_fluid = os.path.join(model_save_dir, 'fluid_persistables_2')
            model_save_dir_fleet = os.path.join(model_save_dir, 'fleet_persistables_2')
            infer_save_dir_fluid = os.path.join(model_save_dir, 'fluid_infer_2')
            infer_save_dir_fleet = os.path.join(model_save_dir, 'fleet_infer_2')
        paddle.distributed.io.save_persistables(exe, model_save_dir_fluid, fleet._origin_program)
        fleet.save_persistables(executor=exe, dirname=model_save_dir_fleet)
        feeded_var_names = [var.name for var in feed_var_list]
        fluid.io.save_inference_model(infer_save_dir_fluid, feeded_var_names, [avg_cost], exe, fleet._origin_program)
        fleet.save_inference_model(exe, infer_save_dir_fleet, feeded_var_names, [avg_cost])","exec_strategy.num_threads = 1
dist_strategy.fuse_memory_size = 1
dist_strategy.fuse_laryer_size = 1",exec_strategy.num_threads = dist_strategy.fuse_memory_size = dist_strategy.fuse_laryer_size = 1,1,,,,,,,,,,
metaworld,https://github.com/rlworkgroup/metaworld/tree/master/metaworld/envs/mujoco/env_dict.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/metaworld/metaworld/envs/mujoco/env_dict.py,,"def create_hidden_goal_envs():
    hidden_goal_envs = {}
    for (env_name, env_cls) in ALL_V2_ENVIRONMENTS.items():
        d = {}

        def initialize(env, seed=None):
            if seed is not None:
                st0 = np.random.get_state()
                np.random.seed(seed)
            super(type(env), env).__init__()
            env._partially_observable = True
            env._freeze_rand_vec = False
            env._set_task_called = True
            env.reset()
            env._freeze_rand_vec = True
            if seed is not None:
                env.seed(seed)
                np.random.set_state(st0)
        d['__init__'] = initialize
        hg_env_name = re.sub('(^|[-])\\s*([a-zA-Z])', lambda p: p.group(0).upper(), env_name)
        hg_env_name = hg_env_name.replace('-', '')
        hg_env_key = '{}-goal-hidden'.format(env_name)
        hg_env_name = '{}GoalHidden'.format(hg_env_name)
        HiddenGoalEnvCls = type(hg_env_name, (env_cls,), d)
        hidden_goal_envs[hg_env_key] = HiddenGoalEnvCls
    return OrderedDict(hidden_goal_envs)","env._partially_observable = True
env._set_task_called = True",env._partially_observable = env._set_task_called = True,1,,,,,,,,,,
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/client/gui/pages/ClientGUIManagement.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/hydrus/hydrus/client/gui/pages/ClientGUIManagement.py,ManagementPanelDuplicateFilter,"def qt_code(potential_duplicates_count):
    if not self or not QP.isValid(self):
        return
    self._currently_refreshing_dupe_count_numbers = False
    self._dupe_count_numbers_dirty = False
    self._refresh_dupe_counts_button.setEnabled(True)
    self._UpdatePotentialDuplicatesCount(potential_duplicates_count)","self._currently_refreshing_dupe_count_numbers = False
self._dupe_count_numbers_dirty = False",self._currently_refreshing_dupe_count_numbers = self._dupe_count_numbers_dirty = False,1,,,,,,,,,,
core,https://github.com/home-assistant/core/tree/master/homeassistant/components/imap_email_content/sensor.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/core/homeassistant/components/imap_email_content/sensor.py,EmailReader,"def __init__(self, user, password, server, port, folder):
    """"""Initialize the Email Reader.""""""
    self._user = user
    self._password = password
    self._server = server
    self._port = port
    self._folder = folder
    self._last_id = None
    self._unread_ids = deque([])
    self.connection = None","self._last_id = None
self.connection = None",self._last_id = self.connection = None,1,,,,,,,,,,
XwareDesktop,https://github.com/Xinkai/XwareDesktop/tree/master/src/frontend/models/TaskTreeModel.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/XwareDesktop/src/frontend/models/TaskTreeModel.py,TaskTreeModel,"def __init__(self, parent=None):
    super().__init__(parent)
    self._root = None
    self._creation = None
    self._taskItem = None","self._root = None
self._creation = None
self._taskItem = None",self._root = self._creation = self._taskItem = None,1,,,,,,,,,,
cloud189,https://github.com/Aruelius/cloud189/tree/master/cloud189/cli/utils.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/cloud189/cloud189/cli/utils.py,,"def parsing_up_params(arg: str, follow, force, mkdir) -> (bool, bool, bool, bool):
    """"""解析文件上传参数
    :param str arg: 解析参数
    :param bool follow: 实时任务
    :param bool force: 强制上传
    :param bool mkdir: 不创建父文件夹
    :return: follow, force, mkdir, match(标识是否需要删除 arg)
    """"""
    match = False
    if len(arg) > 1:
        if arg.startswith('--'):
            if arg == '--follow':
                follow = True
                match = True
            elif arg == '--force':
                force = True
                match = True
            elif arg == '--nodir':
                mkdir = False
                match = True
        elif arg.startswith('-'):
            for i in arg[1:]:
                if i == 'f':
                    follow = True
                    match = True
                elif i == 'F':
                    force = True
                    match = True
                elif i == 'n':
                    mkdir = False
                    match = True
    return (follow, force, mkdir, match)","follow = True
match = True",follow = match = True,1,,,,,,,,,,
cloud189,https://github.com/Aruelius/cloud189/tree/master/cloud189/cli/utils.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/cloud189/cloud189/cli/utils.py,,"def parsing_up_params(arg: str, follow, force, mkdir) -> (bool, bool, bool, bool):
    """"""解析文件上传参数
    :param str arg: 解析参数
    :param bool follow: 实时任务
    :param bool force: 强制上传
    :param bool mkdir: 不创建父文件夹
    :return: follow, force, mkdir, match(标识是否需要删除 arg)
    """"""
    match = False
    if len(arg) > 1:
        if arg.startswith('--'):
            if arg == '--follow':
                follow = True
                match = True
            elif arg == '--force':
                force = True
                match = True
            elif arg == '--nodir':
                mkdir = False
                match = True
        elif arg.startswith('-'):
            for i in arg[1:]:
                if i == 'f':
                    follow = True
                    match = True
                elif i == 'F':
                    force = True
                    match = True
                elif i == 'n':
                    mkdir = False
                    match = True
    return (follow, force, mkdir, match)","force = True
match = True",force = match = True,1,,,,,,,,,,
cloud189,https://github.com/Aruelius/cloud189/tree/master/cloud189/cli/utils.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/cloud189/cloud189/cli/utils.py,,"def parsing_up_params(arg: str, follow, force, mkdir) -> (bool, bool, bool, bool):
    """"""解析文件上传参数
    :param str arg: 解析参数
    :param bool follow: 实时任务
    :param bool force: 强制上传
    :param bool mkdir: 不创建父文件夹
    :return: follow, force, mkdir, match(标识是否需要删除 arg)
    """"""
    match = False
    if len(arg) > 1:
        if arg.startswith('--'):
            if arg == '--follow':
                follow = True
                match = True
            elif arg == '--force':
                force = True
                match = True
            elif arg == '--nodir':
                mkdir = False
                match = True
        elif arg.startswith('-'):
            for i in arg[1:]:
                if i == 'f':
                    follow = True
                    match = True
                elif i == 'F':
                    force = True
                    match = True
                elif i == 'n':
                    mkdir = False
                    match = True
    return (follow, force, mkdir, match)","follow = True
match = True",follow = match = True,1,,,,,,,,,,
cloud189,https://github.com/Aruelius/cloud189/tree/master/cloud189/cli/utils.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/cloud189/cloud189/cli/utils.py,,"def parsing_up_params(arg: str, follow, force, mkdir) -> (bool, bool, bool, bool):
    """"""解析文件上传参数
    :param str arg: 解析参数
    :param bool follow: 实时任务
    :param bool force: 强制上传
    :param bool mkdir: 不创建父文件夹
    :return: follow, force, mkdir, match(标识是否需要删除 arg)
    """"""
    match = False
    if len(arg) > 1:
        if arg.startswith('--'):
            if arg == '--follow':
                follow = True
                match = True
            elif arg == '--force':
                force = True
                match = True
            elif arg == '--nodir':
                mkdir = False
                match = True
        elif arg.startswith('-'):
            for i in arg[1:]:
                if i == 'f':
                    follow = True
                    match = True
                elif i == 'F':
                    force = True
                    match = True
                elif i == 'n':
                    mkdir = False
                    match = True
    return (follow, force, mkdir, match)","force = True
match = True",force = match = True,1,,,,,,,,,,
glance,https://github.com/openstack/glance/tree/master/glance/tests/unit/test_data_migration_framework.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/glance/glance/tests/unit/test_data_migration_framework.py,TestDataMigrationFramework,"def test_has_pending_migrations_mult_migration_one_pending(self, mock_find):
    mock_migration1 = mock.Mock()
    mock_migration1.has_migrations.return_value = False
    mock_migration2 = mock.Mock()
    mock_migration2.has_migrations.return_value = True
    mock_migration3 = mock.Mock()
    mock_migration3.has_migrations.return_value = False
    mock_find.return_value = [mock_migration1, mock_migration2, mock_migration3]
    self.assertTrue(data_migrations.has_pending_migrations(mock.Mock()))","mock_migration1.has_migrations.return_value = False
mock_migration3.has_migrations.return_value = False",mock_migration1.has_migrations.return_value = mock_migration3.has_migrations.return_value = False,1,,,,,,,,,,
numpy-ml,https://github.com/ddbourgin/numpy-ml/tree/master/numpy_ml/neural_nets/models/wgan_gp.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/numpy-ml/numpy_ml/neural_nets/models/wgan_gp.py,WGAN_GP,"def __init__(self, g_hidden=512, init='he_uniform', optimizer='RMSProp(lr=0.0001)', debug=False):
    """"""
        Wasserstein generative adversarial network with gradient penalty.

        Parameters
        ----------
        g_hidden : int
            The number of units in the critic and generator hidden layers.
            Default is 512.
        init : str
            The weight initialization strategy. Valid entries are
            {'glorot_normal', 'glorot_uniform', 'he_normal', 'he_uniform',
            'std_normal', 'trunc_normal'}. Default is ""he_uniform"".
        optimizer : str or :doc:`Optimizer <numpy_ml.neural_nets.optimizers>` object or None
            The optimization strategy to use when performing gradient updates.
            If None, use the :class:`~numpy_ml.neural_nets.optimizers.SGD`
            optimizer with default parameters. Default is ""RMSProp(lr=0.0001)"".
        debug : bool
            Whether to store additional intermediate output within
            ``self.derived_variables``. Default is False.
        """"""
    self.init = init
    self.debug = debug
    self.g_hidden = g_hidden
    self.optimizer = optimizer
    self.lambda_ = None
    self.n_steps = None
    self.batchsize = None
    self.is_initialized = False","self.lambda_ = None
self.n_steps = None
self.batchsize = None",self.lambda_ = self.n_steps = self.batchsize = None,1,,,,,,,,,,
aeneas,https://github.com/readbeyond/aeneas/tree/master/aeneas/tests/test_cew.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/aeneas/aeneas/tests/test_cew.py,TestCEW,"def test_cew_synthesize_multiple(self):
    (handler, output_file_path) = gf.tmp_file(suffix='.wav')
    try:
        c_quit_after = 0.0
        c_backwards = 0
        c_text = [(u'en', u'Dummy 1'), (u'en', u'Dummy 2'), (u'en', u'Dummy 3')]
        import aeneas.cew.cew
        (sr, sf, intervals) = aeneas.cew.cew.synthesize_multiple(output_file_path, c_quit_after, c_backwards, c_text)
        self.assertEqual(sr, 22050)
        self.assertEqual(sf, 3)
        self.assertEqual(len(intervals), 3)
    except ImportError:
        pass
    gf.delete_file(handler, output_file_path)","c_quit_after = 0.0
c_backwards = 0",c_quit_after = c_backwards = 0,1,,,,,,,,,,
WatchAD,https://github.com/Qianlitp/WatchAD/tree/master/models/Log.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/WatchAD/models/Log.py,TargetInfo,"def __init__(self, event_data):
    self.domain_name = None
    self.user_name = None
    self.user_sid = None
    self.logon_id = None
    self.info = None
    self.server_name = None
    self.sid = None
    self.full_user_name = None
    self._field_map = {'TargetDomainName': 'domain_name', 'TargetUserName': 'user_name', 'TargetUserSid': 'user_sid', 'TargetSid': 'sid', 'TargetLogonId': 'logon_id', 'TargetInfo': 'info', 'TargetServerName': 'server_name'}
    for (key, value) in self._field_map.items():
        if key not in event_data:
            continue
        if key == 'TargetUserName':
            if '@' in event_data[key]:
                user_name = event_data[key].split('@')[0]
                self.__dict__.update({value: user_name})
            else:
                self.__dict__.update({value: event_data[key]})
            self.__dict__.update({'full_user_name': event_data[key]})
        elif key in event_data:
            self.__dict__.update({value: event_data[key]})","self.domain_name = None
self.user_name = None
self.user_sid = None
self.logon_id = None
self.info = None
self.server_name = None
self.sid = None
self.full_user_name = None",self.domain_name = self.user_name = self.user_sid = self.logon_id = self.info = self.server_name = self.sid = self.full_user_name = None,1,,,,,,,,,,
astroquery,https://github.com/astropy/astroquery/tree/master/astroquery/lamda/core.py,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/astroquery/astroquery/lamda/core.py,,"def parse_lamda_lines(data):
    """"""
    Extract a LAMDA datafile into a dictionary of tables

    (non-pythonic!  more like, fortranic)
    """"""
    meta_rad = {}
    meta_mol = {}
    meta_coll = {}
    levels = []
    radtrans = []
    collider = None
    ncolltrans = None
    for (ii, line) in enumerate(data):
        if line[0] == '!':
            continue
        if 'molecule' not in meta_mol:
            meta_mol['molecule'] = _cln(line)
            continue
        if 'molwt' not in meta_mol:
            meta_mol['molwt'] = float(_cln(line))
            continue
        if 'nenergylevels' not in meta_mol:
            meta_mol['nenergylevels'] = int(_cln(line))
            continue
        if len(levels) < meta_mol['nenergylevels']:
            (lev, en, wt) = _cln(line).split()[:3]
            jul = ' '.join(_cln(line).split()[3:])
            levels.append([int(lev), float(en), int(float(wt)), jul])
            continue
        if 'radtrans' not in meta_rad:
            meta_rad['radtrans'] = int(_cln(line))
            continue
        if len(radtrans) < meta_rad['radtrans']:
            (trans, up, low, aval, freq, eu) = _cln(line).split()[:6]
            radtrans.append([int(trans), int(up), int(low), float(aval), float(freq), float(eu)])
            continue
        if 'ncoll' not in meta_coll:
            meta_coll['ncoll'] = int(_cln(line))
            collrates = {}
            continue
        if collider is None:
            collider = int(line[0])
            collname = collider_ids[collider]
            collrates[collider] = []
            meta_coll[collname] = {'collider': collname, 'collider_id': collider}
            continue
        if ncolltrans is None:
            ncolltrans = int(_cln(line))
            meta_coll[collname]['ntrans'] = ncolltrans
            continue
        if 'ntemp' not in meta_coll[collname]:
            meta_coll[collname]['ntemp'] = int(_cln(line))
            continue
        if 'temperatures' not in meta_coll[collname]:
            meta_coll[collname]['temperatures'] = [int(float(x)) for x in _cln(line).split()]
            continue
        if len(collrates[collider]) < meta_coll[collname]['ntrans']:
            (trans, up, low) = [int(x) for x in _cln(line).split()[:3]]
            temperatures = [float(x) for x in _cln(line).split()[3:]]
            collrates[collider].append([trans, up, low] + temperatures)
        if len(collrates[collider]) == meta_coll[collname]['ntrans']:
            log.debug('{ii} Finished loading collider {0:d}: {1}'.format(collider, collider_ids[collider], ii=ii))
            collider = None
            ncolltrans = None
            if len(collrates) == meta_coll['ncoll']:
                break
    if len(levels[0]) == 4:
        mol_table_names = ['Level', 'Energy', 'Weight', 'J']
    elif len(levels[0]) == 5:
        mol_table_names = ['Level', 'Energy', 'Weight', 'J', 'F']
    else:
        raise ValueError('Unrecognized levels structure.')
    mol_table_columns = [table.Column(name=name, data=data) for (name, data) in zip(mol_table_names, zip(*levels))]
    mol_table = table.Table(data=mol_table_columns, meta=meta_mol)
    rad_table_names = ['Transition', 'Upper', 'Lower', 'EinsteinA', 'Frequency', 'E_u(K)']
    rad_table_columns = [table.Column(name=name, data=data) for (name, data) in zip(rad_table_names, zip(*radtrans))]
    rad_table = table.Table(data=rad_table_columns, meta=meta_rad)
    coll_tables = {collider_ids[collider]: None for collider in collrates}
    for collider in collrates:
        collname = collider_ids[collider]
        coll_table_names = ['Transition', 'Upper', 'Lower'] + ['C_ij(T={0:d})'.format(tem) for tem in meta_coll[collname]['temperatures']]
        coll_table_columns = [table.Column(name=name, data=data) for (name, data) in zip(coll_table_names, zip(*collrates[collider]))]
        coll_table = table.Table(data=coll_table_columns, meta=meta_coll[collname])
        coll_tables[collname] = coll_table
    return (coll_tables, rad_table, mol_table)","collider = None
ncolltrans = None",collider = ncolltrans = None,1,,,,,,,,,,
